input_table,grain,period,five_year_bin,corridor,semantic_family,source_or_discourse_frame,row_count,unique_sources,weight_sum,binding_index,gate,reason
analysis/semantic_propagation_live_outputs/semantic_propagation_cube.csv,semantic_cube,1946-1987_taiwan_side_formation,1975,Japan,taiwanese_cuisine_label,consumer_or_retrospective_web,1,1,0.91,1.0,do_not_infer,too sparse for semantic_cube inference
analysis/semantic_propagation_live_outputs/semantic_propagation_cube.csv,semantic_cube,1946-1987_taiwan_side_formation,1975,Japan,taiwanese_cuisine_label,other_discourse,1,1,0.91,1.0,do_not_infer,too sparse for semantic_cube inference
analysis/semantic_propagation_live_outputs/semantic_propagation_cube.csv,semantic_cube,1946-1987_taiwan_side_formation,1975,North America,other_food_or_memory,other_discourse,3,3,2.73,1.0,do_not_infer,too sparse for semantic_cube inference
analysis/semantic_propagation_live_outputs/semantic_propagation_cube.csv,semantic_cube,1946-1987_taiwan_side_formation,1975,North America,taiwan_context_without_target_dish,consumer_or_retrospective_web,1,1,0.91,0.0,do_not_infer,too sparse for semantic_cube inference
analysis/semantic_propagation_live_outputs/semantic_propagation_cube.csv,semantic_cube,1946-1987_taiwan_side_formation,1975,North America,taiwan_context_without_target_dish,other_discourse,1,1,0.91,0.0,do_not_infer,too sparse for semantic_cube inference
analysis/semantic_propagation_live_outputs/semantic_propagation_cube.csv,semantic_cube,1946-1987_taiwan_side_formation,1975,North America,taiwanese_cuisine_label,other_discourse,1,1,0.91,1.0,do_not_infer,too sparse for semantic_cube inference
analysis/semantic_propagation_live_outputs/semantic_propagation_cube.csv,semantic_cube,1946-1987_taiwan_side_formation,1975,Singapore,taiwan_porridge,archival_ad_or_news,8,7,7.384,1.0,appendix_or_case_context,show as context; avoid strong inference
analysis/semantic_propagation_live_outputs/semantic_propagation_cube.csv,semantic_cube,1946-1987_taiwan_side_formation,1975,Singapore,taiwanese_cuisine_label,archival_ad_or_news,5,5,4.3334,1.0,appendix_or_case_context,show as context; avoid strong inference
analysis/semantic_propagation_live_outputs/semantic_propagation_cube.csv,semantic_cube,1946-1987_taiwan_side_formation,1975,Taiwan-side,lurou_rouzao_core,consumer_or_retrospective_web,1,1,0.76,1.0,do_not_infer,too sparse for semantic_cube inference
analysis/semantic_propagation_live_outputs/semantic_propagation_cube.csv,semantic_cube,1946-1987_taiwan_side_formation,1975,Taiwan-side,lurou_rouzao_core,official_tourism_memory,1,1,0.76,1.0,do_not_infer,too sparse for semantic_cube inference
analysis/semantic_propagation_live_outputs/semantic_propagation_cube.csv,semantic_cube,1946-1987_taiwan_side_formation,1975,Taiwan-side,lurou_rouzao_core,other_discourse,1,1,0.7132,1.0,do_not_infer,too sparse for semantic_cube inference
analysis/semantic_propagation_live_outputs/semantic_propagation_cube.csv,semantic_cube,1979-1987_brand_formalization_and_reopening,1975,Taiwan-side,lurou_rouzao_core,brand_or_platform_listing,1,1,0.8282,0.0,do_not_infer,too sparse for semantic_cube inference
analysis/semantic_propagation_live_outputs/semantic_propagation_cube.csv,semantic_cube,1946-1987_taiwan_side_formation,1975,Taiwan-side,lurou_rouzao_core,brand_or_platform_listing,2,2,1.82,1.0,do_not_infer,too sparse for semantic_cube inference
analysis/semantic_propagation_live_outputs/semantic_propagation_cube.csv,semantic_cube,1946-1987_taiwan_side_formation,1975,Taiwan-side,lurou_rouzao_core,brand_or_platform_listing,2,2,1.6232,1.0,do_not_infer,too sparse for semantic_cube inference
analysis/semantic_propagation_live_outputs/semantic_propagation_cube.csv,semantic_cube,1946-1987_taiwan_side_formation,1975,Taiwan-side,lurou_rouzao_core,other_discourse,3,3,2.58,1.0,do_not_infer,too sparse for semantic_cube inference
analysis/semantic_propagation_live_outputs/semantic_propagation_cube.csv,semantic_cube,1946-1987_taiwan_side_formation,1975,Taiwan-side,other_food_or_memory,official_tourism_memory,1,1,0.76,1.0,do_not_infer,too sparse for semantic_cube inference
analysis/semantic_propagation_live_outputs/semantic_propagation_cube.csv,semantic_cube,1946-1987_taiwan_side_formation,1975,Taiwan-side,rice_meal_general,official_tourism_memory,1,1,0.76,1.0,do_not_infer,too sparse for semantic_cube inference
analysis/semantic_propagation_live_outputs/semantic_propagation_cube.csv,semantic_cube,1946-1987_taiwan_side_formation,1975,Taiwan-side,street_snack_xiaochi,official_tourism_memory,1,1,0.76,1.0,do_not_infer,too sparse for semantic_cube inference
analysis/semantic_propagation_live_outputs/semantic_propagation_cube.csv,semantic_cube,1946-1987_taiwan_side_formation,1975,Taiwan-side,taiwanese_cuisine_label,official_event_or_open_data,1,1,0.76,1.0,do_not_infer,too sparse for semantic_cube inference
analysis/semantic_propagation_live_outputs/semantic_propagation_cube.csv,semantic_cube,1946-1987_taiwan_side_formation,1975,Taiwan-side,tea_drink_breakfast,official_event_or_open_data,1,1,0.76,1.0,do_not_infer,too sparse for semantic_cube inference
analysis/semantic_propagation_live_outputs/semantic_propagation_cube.csv,semantic_cube,1946-1987_taiwan_side_formation,1975,unknown,taiwan_context_without_target_dish,other_discourse,1,1,0.91,0.0,do_not_infer,too sparse for semantic_cube inference
analysis/semantic_propagation_live_outputs/semantic_propagation_cube.csv,semantic_cube,1946-1987_taiwan_side_formation,1975,unknown,taiwan_context_without_target_dish,archival_ad_or_news,5,5,4.678100000000001,0.0,appendix_or_case_context,show as context; avoid strong inference
analysis/semantic_propagation_live_outputs/semantic_propagation_cube.csv,semantic_cube,1946-1987_taiwan_side_formation,1980,Japan,other_food_or_memory,other_discourse,1,1,0.91,1.0,do_not_infer,too sparse for semantic_cube inference
analysis/semantic_propagation_live_outputs/semantic_propagation_cube.csv,semantic_cube,1946-1987_taiwan_side_formation,1980,Japan,taiwanese_cuisine_label,brand_or_platform_listing,2,1,1.82,1.0,do_not_infer,too sparse for semantic_cube inference
analysis/semantic_propagation_live_outputs/semantic_propagation_cube.csv,semantic_cube,1946-1987_taiwan_side_formation,1980,Japan,taiwanese_cuisine_label,consumer_or_retrospective_web,2,2,1.4791,1.0,do_not_infer,too sparse for semantic_cube inference
analysis/semantic_propagation_live_outputs/semantic_propagation_cube.csv,semantic_cube,1946-1987_taiwan_side_formation,1980,North America,other_food_or_memory,other_discourse,2,2,1.4444,1.0,do_not_infer,too sparse for semantic_cube inference
analysis/semantic_propagation_live_outputs/semantic_propagation_cube.csv,semantic_cube,1946-1987_taiwan_side_formation,1980,Singapore,other_food_or_memory,archival_ad_or_news,10,9,9.619200000000001,1.0,appendix_or_case_context,show as context; avoid strong inference
analysis/semantic_propagation_live_outputs/semantic_propagation_cube.csv,semantic_cube,1946-1987_taiwan_side_formation,1980,Singapore,rice_meal_general,archival_ad_or_news,9,8,6.5908,1.0,appendix_or_case_context,show as context; avoid strong inference
analysis/semantic_propagation_live_outputs/semantic_propagation_cube.csv,semantic_cube,1946-1987_taiwan_side_formation,1980,Singapore,taiwan_porridge,archival_ad_or_news,33,16,32.7277,1.0,main_text_ok,large enough for descriptive main-text claim
analysis/semantic_propagation_live_outputs/semantic_propagation_cube.csv,semantic_cube,1946-1987_taiwan_side_formation,1980,Singapore,taiwanese_cuisine_label,archival_ad_or_news,12,12,10.507400000000002,1.0,appendix_or_case_context,show as context; avoid strong inference
analysis/semantic_propagation_live_outputs/semantic_propagation_cube.csv,semantic_cube,1946-1987_taiwan_side_formation,1980,Taiwan-side,lurou_rouzao_core,official_tourism_memory,1,1,0.76,1.0,do_not_infer,too sparse for semantic_cube inference
analysis/semantic_propagation_live_outputs/semantic_propagation_cube.csv,semantic_cube,1946-1987_taiwan_side_formation,1980,Taiwan-side,lurou_rouzao_core,consumer_or_retrospective_web,1,1,0.76,1.0,do_not_infer,too sparse for semantic_cube inference
analysis/semantic_propagation_live_outputs/semantic_propagation_cube.csv,semantic_cube,1946-1987_taiwan_side_formation,1980,Taiwan-side,lurou_rouzao_core,other_discourse,1,1,0.6159,1.0,do_not_infer,too sparse for semantic_cube inference
analysis/semantic_propagation_live_outputs/semantic_propagation_cube.csv,semantic_cube,1946-1987_taiwan_side_formation,1980,Taiwan-side,lurou_rouzao_core,other_discourse,1,1,0.91,1.0,do_not_infer,too sparse for semantic_cube inference
analysis/semantic_propagation_live_outputs/semantic_propagation_cube.csv,semantic_cube,1946-1987_taiwan_side_formation,1980,Taiwan-side,lurou_rouzao_core,other_discourse,2,2,1.67,1.0,do_not_infer,too sparse for semantic_cube inference
analysis/semantic_propagation_live_outputs/semantic_propagation_cube.csv,semantic_cube,1946-1987_taiwan_side_formation,1980,Taiwan-side,lurou_rouzao_core,other_discourse,9,9,8.040000000000001,1.0,appendix_or_case_context,show as context; avoid strong inference
analysis/semantic_propagation_live_outputs/semantic_propagation_cube.csv,semantic_cube,1946-1987_taiwan_side_formation,1980,Taiwan-side,noodle_soup_general,official_tourism_memory,1,1,0.76,1.0,do_not_infer,too sparse for semantic_cube inference
analysis/semantic_propagation_live_outputs/semantic_propagation_cube.csv,semantic_cube,1946-1987_taiwan_side_formation,1980,Taiwan-side,other_food_or_memory,official_tourism_memory,1,1,0.76,1.0,do_not_infer,too sparse for semantic_cube inference
analysis/semantic_propagation_live_outputs/semantic_propagation_cube.csv,semantic_cube,1946-1987_taiwan_side_formation,1980,Taiwan-side,street_snack_xiaochi,official_tourism_memory,1,1,0.6119,1.0,do_not_infer,too sparse for semantic_cube inference
analysis/semantic_propagation_live_outputs/semantic_propagation_cube.csv,semantic_cube,1946-1987_taiwan_side_formation,1980,Taiwan-side,taiwanese_cuisine_label,brand_or_platform_listing,1,1,0.91,1.0,do_not_infer,too sparse for semantic_cube inference
analysis/semantic_propagation_live_outputs/semantic_propagation_cube.csv,semantic_cube,1946-1987_taiwan_side_formation,1980,Taiwan-side,taiwanese_cuisine_label,official_tourism_memory,1,1,0.76,1.0,do_not_infer,too sparse for semantic_cube inference
analysis/semantic_propagation_live_outputs/semantic_propagation_cube.csv,semantic_cube,1946-1987_taiwan_side_formation,1980,Taiwan-side,taiwanese_cuisine_label,other_discourse,1,1,0.91,1.0,do_not_infer,too sparse for semantic_cube inference
analysis/semantic_propagation_live_outputs/semantic_propagation_cube.csv,semantic_cube,1946-1987_taiwan_side_formation,1980,Taiwan-side,tea_drink_breakfast,brand_or_platform_listing,1,1,0.91,1.0,do_not_infer,too sparse for semantic_cube inference
analysis/semantic_propagation_live_outputs/semantic_propagation_cube.csv,semantic_cube,1946-1987_taiwan_side_formation,1980,unknown,taiwan_context_without_target_dish,brand_or_platform_listing,1,1,0.76,0.0,do_not_infer,too sparse for semantic_cube inference
analysis/semantic_propagation_live_outputs/semantic_propagation_cube.csv,semantic_cube,1946-1987_taiwan_side_formation,1980,unknown,taiwan_context_without_target_dish,consumer_or_retrospective_web,1,1,0.5691,0.0,do_not_infer,too sparse for semantic_cube inference
analysis/semantic_propagation_live_outputs/semantic_propagation_cube.csv,semantic_cube,1946-1987_taiwan_side_formation,1980,unknown,taiwan_context_without_target_dish,archival_ad_or_news,2,2,1.8963999999999999,0.0,do_not_infer,too sparse for semantic_cube inference
analysis/semantic_propagation_live_outputs/semantic_propagation_cube.csv,semantic_cube,1946-1987_taiwan_side_formation,1980,unknown,taiwan_context_without_target_dish,other_discourse,2,2,1.82,0.0,do_not_infer,too sparse for semantic_cube inference
analysis/semantic_propagation_live_outputs/semantic_propagation_cube.csv,semantic_cube,1946-1987_taiwan_side_formation,1985,Japan,lurou_rouzao_core,other_discourse,1,1,0.91,1.0,do_not_infer,too sparse for semantic_cube inference
analysis/semantic_propagation_live_outputs/semantic_propagation_cube.csv,semantic_cube,1946-1987_taiwan_side_formation,1985,Japan,other_food_or_memory,other_discourse,1,1,0.91,1.0,do_not_infer,too sparse for semantic_cube inference
analysis/semantic_propagation_live_outputs/semantic_propagation_cube.csv,semantic_cube,1946-1987_taiwan_side_formation,1985,Japan,taiwanese_cuisine_label,brand_or_platform_listing,1,1,0.91,1.0,do_not_infer,too sparse for semantic_cube inference
analysis/semantic_propagation_live_outputs/semantic_propagation_cube.csv,semantic_cube,1946-1987_taiwan_side_formation,1985,Japan,taiwanese_cuisine_label,other_discourse,1,1,0.91,1.0,do_not_infer,too sparse for semantic_cube inference
analysis/semantic_propagation_live_outputs/semantic_propagation_cube.csv,semantic_cube,1946-1987_taiwan_side_formation,1985,Mainland China,noodle_soup_general,brand_or_platform_listing,1,1,0.91,1.0,do_not_infer,too sparse for semantic_cube inference
analysis/semantic_propagation_live_outputs/semantic_propagation_cube.csv,semantic_cube,1946-1987_taiwan_side_formation,1985,Mainland China,taiwan_context_without_target_dish,archival_ad_or_news,13,5,13.780000000000003,0.0,appendix_or_case_context,show as context; avoid strong inference
analysis/semantic_propagation_live_outputs/semantic_propagation_cube.csv,semantic_cube,1946-1987_taiwan_side_formation,1985,North America,other_food_or_memory,archival_ad_or_news,2,2,1.9409,1.0,do_not_infer,too sparse for semantic_cube inference
analysis/semantic_propagation_live_outputs/semantic_propagation_cube.csv,semantic_cube,1946-1987_taiwan_side_formation,1985,North America,other_food_or_memory,other_discourse,3,3,2.73,1.0,do_not_infer,too sparse for semantic_cube inference
analysis/semantic_propagation_live_outputs/semantic_propagation_cube.csv,semantic_cube,1946-1987_taiwan_side_formation,1985,North America,taiwan_context_without_target_dish,other_discourse,1,1,0.91,0.0,do_not_infer,too sparse for semantic_cube inference
analysis/semantic_propagation_live_outputs/semantic_propagation_cube.csv,semantic_cube,1946-1987_taiwan_side_formation,1985,North America,taiwanese_cuisine_label,archival_ad_or_news,3,3,2.7009,1.0,do_not_infer,too sparse for semantic_cube inference
analysis/semantic_propagation_live_outputs/semantic_propagation_cube.csv,semantic_cube,1987-2015_cross_strait_diffusion,1985,Singapore,other_food_or_memory,archival_ad_or_news,1,1,1.06,1.0,do_not_infer,too sparse for semantic_cube inference
analysis/semantic_propagation_live_outputs/semantic_propagation_cube.csv,semantic_cube,1946-1987_taiwan_side_formation,1985,Singapore,other_food_or_memory,archival_ad_or_news,9,9,7.6369,1.0,appendix_or_case_context,show as context; avoid strong inference
analysis/semantic_propagation_live_outputs/semantic_propagation_cube.csv,semantic_cube,1946-1987_taiwan_side_formation,1985,Singapore,taiwan_porridge,other_discourse,1,1,0.91,1.0,do_not_infer,too sparse for semantic_cube inference
analysis/semantic_propagation_live_outputs/semantic_propagation_cube.csv,semantic_cube,1987-2015_cross_strait_diffusion,1985,Singapore,taiwan_porridge,archival_ad_or_news,16,4,16.1078,1.0,main_text_cautious,usable for cautious descriptive claim
analysis/semantic_propagation_live_outputs/semantic_propagation_cube.csv,semantic_cube,1946-1987_taiwan_side_formation,1985,Singapore,taiwan_porridge,archival_ad_or_news,27,15,26.281999999999996,1.0,main_text_cautious,usable for cautious descriptive claim
analysis/semantic_propagation_live_outputs/semantic_propagation_cube.csv,semantic_cube,1946-1987_taiwan_side_formation,1985,Singapore,taiwanese_cuisine_label,archival_ad_or_news,3,3,2.6695,1.0,do_not_infer,too sparse for semantic_cube inference
analysis/semantic_propagation_live_outputs/semantic_propagation_cube.csv,semantic_cube,1987-2015_cross_strait_diffusion,1985,Singapore,taiwanese_cuisine_label,archival_ad_or_news,3,3,3.18,1.0,do_not_infer,too sparse for semantic_cube inference
analysis/semantic_propagation_live_outputs/semantic_propagation_cube.csv,semantic_cube,1946-1987_taiwan_side_formation,1985,Singapore,tea_drink_breakfast,archival_ad_or_news,10,6,9.1409,1.0,appendix_or_case_context,show as context; avoid strong inference
analysis/semantic_propagation_live_outputs/semantic_propagation_cube.csv,semantic_cube,1946-1987_taiwan_side_formation,1985,Taiwan-side,lurou_rouzao_core,other_discourse,1,1,0.91,1.0,do_not_infer,too sparse for semantic_cube inference
analysis/semantic_propagation_live_outputs/semantic_propagation_cube.csv,semantic_cube,1946-1987_taiwan_side_formation,1985,Taiwan-side,lurou_rouzao_core,other_discourse,1,1,0.6159,1.0,do_not_infer,too sparse for semantic_cube inference
analysis/semantic_propagation_live_outputs/semantic_propagation_cube.csv,semantic_cube,1946-1987_taiwan_side_formation,1985,Taiwan-side,lurou_rouzao_core,other_discourse,1,1,0.76,1.0,do_not_infer,too sparse for semantic_cube inference
analysis/semantic_propagation_live_outputs/semantic_propagation_cube.csv,semantic_cube,1946-1987_taiwan_side_formation,1985,Taiwan-side,lurou_rouzao_core,other_discourse,1,1,0.76,1.0,do_not_infer,too sparse for semantic_cube inference
analysis/semantic_propagation_live_outputs/semantic_propagation_cube.csv,semantic_cube,1979-1987_brand_formalization_and_reopening,1985,Taiwan-side,lurou_rouzao_core,brand_or_platform_listing,1,1,0.8104,0.0,do_not_infer,too sparse for semantic_cube inference
analysis/semantic_propagation_live_outputs/semantic_propagation_cube.csv,semantic_cube,1979-1987_brand_formalization_and_reopening,1985,Taiwan-side,taiwanese_cuisine_label,archival_ad_or_news,1,1,0.76,0.0,do_not_infer,too sparse for semantic_cube inference
analysis/semantic_propagation_live_outputs/semantic_propagation_cube.csv,semantic_cube,1946-1987_taiwan_side_formation,1985,Taiwan-side,tea_drink_breakfast,consumer_or_retrospective_web,1,1,0.6686,1.0,do_not_infer,too sparse for semantic_cube inference
analysis/semantic_propagation_live_outputs/semantic_propagation_cube.csv,semantic_cube,1946-1987_taiwan_side_formation,1985,Taiwan-side,tea_drink_breakfast,other_discourse,1,1,0.6686,1.0,do_not_infer,too sparse for semantic_cube inference
analysis/semantic_propagation_live_outputs/semantic_propagation_cube.csv,semantic_cube,1946-1987_taiwan_side_formation,1985,Taiwan-side,tea_drink_breakfast,brand_or_platform_listing,1,1,0.91,1.0,do_not_infer,too sparse for semantic_cube inference
analysis/semantic_propagation_live_outputs/semantic_propagation_cube.csv,semantic_cube,1946-1987_taiwan_side_formation,1985,unknown,taiwan_context_without_target_dish,other_discourse,1,1,0.91,0.0,do_not_infer,too sparse for semantic_cube inference
analysis/semantic_propagation_live_outputs/semantic_propagation_cube.csv,semantic_cube,1946-1987_taiwan_side_formation,1985,unknown,taiwan_context_without_target_dish,archival_ad_or_news,2,2,2.0324,0.0,do_not_infer,too sparse for semantic_cube inference
analysis/semantic_propagation_live_outputs/semantic_propagation_cube.csv,semantic_cube,1987-2015_cross_strait_diffusion,1990,Singapore,other_food_or_memory,archival_ad_or_news,13,3,13.780000000000003,1.0,appendix_or_case_context,show as context; avoid strong inference
analysis/semantic_propagation_live_outputs/semantic_propagation_cube.csv,semantic_cube,1987-2015_cross_strait_diffusion,1990,Singapore,taiwan_porridge,archival_ad_or_news,15,10,15.900000000000004,1.0,main_text_cautious,usable for cautious descriptive claim
analysis/semantic_propagation_live_outputs/semantic_propagation_cube.csv,semantic_cube,1987-2015_cross_strait_diffusion,1990,Singapore,taiwanese_cuisine_label,archival_ad_or_news,3,3,2.8764,1.0,do_not_infer,too sparse for semantic_cube inference
analysis/semantic_propagation_live_outputs/semantic_propagation_cube.csv,semantic_cube,1987-2015_cross_strait_diffusion,1990,Singapore,tea_drink_breakfast,archival_ad_or_news,14,3,14.840000000000003,1.0,appendix_or_case_context,show as context; avoid strong inference
analysis/semantic_propagation_live_outputs/semantic_propagation_cube.csv,semantic_cube,1988-2001_cross_strait_mobility,1990,Taiwan-side,lurou_rouzao_core,brand_or_platform_listing,1,1,0.8102,0.0,do_not_infer,too sparse for semantic_cube inference
analysis/semantic_propagation_live_outputs/semantic_propagation_cube.csv,semantic_cube,1987-2015_cross_strait_diffusion,1990,Taiwan-side,other_food_or_memory,archival_ad_or_news,1,1,1.06,1.0,do_not_infer,too sparse for semantic_cube inference
analysis/semantic_propagation_live_outputs/semantic_propagation_cube.csv,semantic_cube,1987-2015_cross_strait_diffusion,1990,Taiwan-side,other_food_or_memory,official_event_or_open_data,1,1,0.76,1.0,do_not_infer,too sparse for semantic_cube inference
analysis/semantic_propagation_live_outputs/semantic_propagation_cube.csv,semantic_cube,1987-2015_cross_strait_diffusion,1990,Taiwan-side,taiwanese_cuisine_label,archival_ad_or_news,1,1,1.06,1.0,do_not_infer,too sparse for semantic_cube inference
analysis/semantic_propagation_live_outputs/semantic_propagation_cube.csv,semantic_cube,1988-2001_cross_strait_mobility,1990,Taiwan-side,tea_drink_breakfast,other_discourse,1,1,0.91,1.0,do_not_infer,too sparse for semantic_cube inference
analysis/semantic_propagation_live_outputs/semantic_propagation_cube.csv,semantic_cube,1988-2001_cross_strait_mobility,1995,Hong Kong,tea_drink_breakfast,other_discourse,1,1,0.91,1.0,do_not_infer,too sparse for semantic_cube inference
analysis/semantic_propagation_live_outputs/semantic_propagation_cube.csv,semantic_cube,1988-2001_cross_strait_mobility,1995,North China,other_food_or_memory,other_discourse,1,1,0.91,1.0,do_not_infer,too sparse for semantic_cube inference
analysis/semantic_propagation_live_outputs/semantic_propagation_cube.csv,semantic_cube,1988-2001_cross_strait_mobility,1995,North China,other_food_or_memory,other_discourse,1,1,0.91,0.0,do_not_infer,too sparse for semantic_cube inference
analysis/semantic_propagation_live_outputs/semantic_propagation_cube.csv,semantic_cube,1987-2015_cross_strait_diffusion,1995,Singapore,other_food_or_memory,archival_ad_or_news,1,1,1.06,1.0,do_not_infer,too sparse for semantic_cube inference
analysis/semantic_propagation_live_outputs/semantic_propagation_cube.csv,semantic_cube,1987-2015_cross_strait_diffusion,1995,Singapore,taiwan_porridge,archival_ad_or_news,23,18,24.379999999999992,1.0,main_text_cautious,usable for cautious descriptive claim
analysis/semantic_propagation_live_outputs/semantic_propagation_cube.csv,semantic_cube,1988-2001_cross_strait_mobility,1995,Taiwan-side,lurou_rouzao_core,brand_or_platform_listing,1,1,0.91,1.0,do_not_infer,too sparse for semantic_cube inference
analysis/semantic_propagation_live_outputs/semantic_propagation_cube.csv,semantic_cube,1987-2015_cross_strait_diffusion,1995,Taiwan-side,taiwanese_cuisine_label,archival_ad_or_news,1,1,1.06,1.0,do_not_infer,too sparse for semantic_cube inference
analysis/semantic_propagation_live_outputs/semantic_propagation_cube.csv,semantic_cube,1987-2015_cross_strait_diffusion,1995,Yangtze River Delta,noodle_soup_general,brand_or_platform_listing,2,1,1.82,1.0,do_not_infer,too sparse for semantic_cube inference
analysis/semantic_propagation_live_outputs/semantic_propagation_cube.csv,semantic_cube,1987-2015_cross_strait_diffusion,1995,Yangtze River Delta,other_food_or_memory,brand_or_platform_listing,15,2,13.65,1.0,appendix_or_case_context,show as context; avoid strong inference
analysis/semantic_propagation_live_outputs/semantic_propagation_cube.csv,semantic_cube,1987-2015_cross_strait_diffusion,1995,Yangtze River Delta,rice_meal_general,brand_or_platform_listing,2,1,1.82,1.0,do_not_infer,too sparse for semantic_cube inference
analysis/semantic_propagation_live_outputs/semantic_propagation_cube.csv,semantic_cube,1987-2015_cross_strait_diffusion,1995,Yangtze River Delta,street_snack_xiaochi,brand_or_platform_listing,2,1,1.82,1.0,do_not_infer,too sparse for semantic_cube inference
analysis/semantic_propagation_live_outputs/semantic_propagation_cube.csv,semantic_cube,1988-2001_cross_strait_mobility,1995,Yangtze River Delta,tea_drink_breakfast,other_discourse,1,1,0.91,0.0,do_not_infer,too sparse for semantic_cube inference
analysis/semantic_propagation_live_outputs/semantic_propagation_cube.csv,semantic_cube,1987-2015_cross_strait_diffusion,1995,Yangtze River Delta,tea_drink_breakfast,brand_or_platform_listing,3,2,2.73,1.0,do_not_infer,too sparse for semantic_cube inference
analysis/semantic_propagation_live_outputs/semantic_propagation_cube.csv,semantic_cube,2002-2013_taiwan_capital_gateway,2000,Japan,lurou_rouzao_core,brand_or_platform_listing,1,1,0.91,1.0,do_not_infer,too sparse for semantic_cube inference
analysis/semantic_propagation_live_outputs/semantic_propagation_cube.csv,semantic_cube,1988-2001_cross_strait_mobility,2000,North China,other_food_or_memory,other_discourse,1,1,0.91,1.0,do_not_infer,too sparse for semantic_cube inference
analysis/semantic_propagation_live_outputs/semantic_propagation_cube.csv,semantic_cube,1987-2015_cross_strait_diffusion,2000,Singapore,other_food_or_memory,archival_ad_or_news,1,1,1.06,1.0,do_not_infer,too sparse for semantic_cube inference
analysis/semantic_propagation_live_outputs/semantic_propagation_cube.csv,semantic_cube,1987-2015_cross_strait_diffusion,2000,Singapore,street_snack_xiaochi,consumer_or_retrospective_web,1,1,0.91,1.0,do_not_infer,too sparse for semantic_cube inference
analysis/semantic_propagation_live_outputs/semantic_propagation_cube.csv,semantic_cube,1987-2015_cross_strait_diffusion,2000,Singapore,street_snack_xiaochi,brand_or_platform_listing,11,1,10.01,1.0,appendix_or_case_context,show as context; avoid strong inference
analysis/semantic_propagation_live_outputs/semantic_propagation_cube.csv,semantic_cube,1987-2015_cross_strait_diffusion,2000,Singapore,taiwan_porridge,archival_ad_or_news,8,6,8.48,1.0,appendix_or_case_context,show as context; avoid strong inference
analysis/semantic_propagation_live_outputs/semantic_propagation_cube.csv,semantic_cube,1988-2001_cross_strait_mobility,2000,Taiwan-side,lurou_rouzao_core,brand_or_platform_listing,1,1,0.8494,0.0,do_not_infer,too sparse for semantic_cube inference
analysis/semantic_propagation_live_outputs/semantic_propagation_cube.csv,semantic_cube,2002-2013_taiwan_capital_gateway,2000,Taiwan-side,lurou_rouzao_core,brand_or_platform_listing,1,1,0.91,1.0,do_not_infer,too sparse for semantic_cube inference
analysis/semantic_propagation_live_outputs/semantic_propagation_cube.csv,semantic_cube,2002-2013_taiwan_capital_gateway,2000,Taiwan-side,lurou_rouzao_core,official_tourism_memory,1,1,0.76,1.0,do_not_infer,too sparse for semantic_cube inference
analysis/semantic_propagation_live_outputs/semantic_propagation_cube.csv,semantic_cube,2002-2013_taiwan_capital_gateway,2000,Taiwan-side,other_food_or_memory,other_discourse,1,1,0.91,1.0,do_not_infer,too sparse for semantic_cube inference
analysis/semantic_propagation_live_outputs/semantic_propagation_cube.csv,semantic_cube,1987-2015_cross_strait_diffusion,2000,Taiwan-side,other_food_or_memory,archival_ad_or_news,7,1,7.420000000000002,1.0,appendix_or_case_context,show as context; avoid strong inference
analysis/semantic_propagation_live_outputs/semantic_propagation_cube.csv,semantic_cube,1987-2015_cross_strait_diffusion,2000,Taiwan-side,rice_meal_general,archival_ad_or_news,1,1,1.06,1.0,do_not_infer,too sparse for semantic_cube inference
analysis/semantic_propagation_live_outputs/semantic_propagation_cube.csv,semantic_cube,1987-2015_cross_strait_diffusion,2000,Taiwan-side,street_snack_xiaochi,archival_ad_or_news,4,1,4.24,1.0,do_not_infer,too sparse for semantic_cube inference
analysis/semantic_propagation_live_outputs/semantic_propagation_cube.csv,semantic_cube,1988-2001_cross_strait_mobility,2000,Yangtze River Delta,lurou_rouzao_core,other_discourse,2,1,1.82,1.0,do_not_infer,too sparse for semantic_cube inference
analysis/semantic_propagation_live_outputs/semantic_propagation_cube.csv,semantic_cube,1987-2015_cross_strait_diffusion,2000,Yangtze River Delta,street_snack_xiaochi,other_discourse,12,1,10.92,1.0,appendix_or_case_context,show as context; avoid strong inference
analysis/semantic_propagation_live_outputs/semantic_propagation_cube.csv,semantic_cube,1988-2001_cross_strait_mobility,2000,Yangtze River Delta,tea_drink_breakfast,other_discourse,1,1,0.91,1.0,do_not_infer,too sparse for semantic_cube inference
analysis/semantic_propagation_live_outputs/semantic_propagation_cube.csv,semantic_cube,1987-2015_cross_strait_diffusion,2000,Yangtze River Delta,tea_drink_breakfast,consumer_or_retrospective_web,2,2,1.82,1.0,do_not_infer,too sparse for semantic_cube inference
analysis/semantic_propagation_live_outputs/semantic_propagation_cube.csv,semantic_cube,2002-2013_taiwan_capital_gateway,2000,Yangtze River Delta,tea_drink_breakfast,other_discourse,2,2,1.7376,0.0,do_not_infer,too sparse for semantic_cube inference
analysis/semantic_propagation_live_outputs/semantic_propagation_cube.csv,semantic_cube,2002-2013_taiwan_capital_gateway,2000,Yangtze River Delta,tea_drink_breakfast,other_discourse,3,2,2.73,1.0,do_not_infer,too sparse for semantic_cube inference
