attestation_id,year,date,period,brand_or_category,city,province,corridor,source_type,source_name,source_url,attestation_type,text_for_scoring,confidence,notes,source_id,verification_level,region,original_text,dish_marker,taiwan_marker,ownership_category,capital_origin,source_url_or_archive_ref,dedupe_key,merged_from_attestation_ids,merged_row_count,novelty_score,avg_text_similarity,novelty_group_size,novelty_group_key,authority_level,authority_weight,authority_reason,analysis_weight,historical_binding_raw,weighted_historical_binding,target_binding_raw,target_control_type,negative_type,capture_id,search_id
BATCH_V_016,1970,1970-01-01,1946-1987_taiwan_side_formation,冬粉王 second source blog article V,Kaohsiung,Taiwan,Taiwan-side,food_blog,Rainieis.tw,https://rainieis.tw/dongfenwang/,food_history_article,Rainieis.tw records 冬粉王 second source blog article V with 冬粉湯;乾冬粉 in Kaohsiung food context.,low,Food blog second source Fifty-record top-up batch V; 200-row harvesting round checkpoint 4/4; source/date/brand key screened; not marker-split.,SRC_BATCH_V_016,candidate,Taiwan,Rainieis.tw records 冬粉王 second source blog article V with 冬粉湯;乾冬粉 in Kaohsiung food context.,冬粉湯;乾冬粉,高雄;臺灣,unknown,,https://rainieis.tw/dongfenwang/,1abd303238e3617b,BATCH_V_016,1,1.0000,0.0000,1,冬粉王 second source blog article V,tertiary,0.4000,blog/review/social retrospective source,0.7600,0.0000,0.0000,0.0000,target_dish_absent_taiwan_context,target_dish_absent_taiwan_context,cap_241509f35887,srch_1a7ae9332d74
SRC_R010B03_TW_MATSU_XIEHE_1976_OFFICIAL,1976,2026-03-10,1946-1987_taiwan_side_formation,發師傅 協和食品行,Lienchiang,Taiwan,Taiwan-side,official_open_data,Taiwan Tourism Administration Open Multimedia Data,https://media.taiwan.net.tw/zh-tw/portal/travel/details/restaurant_a15010500h_002856,official_restaurant_open_data,1976 Matsu official open-data page classifies Xiehe Foods as Taiwanese cuisine and describes Matsu pastries and traditional foods,high,Official Matsu National Scenic Area page gives direct 1976 founding evidence and 2026 update date. Duplicate source-url and artifact-key checked against Round010 overlay before append; one row represents one source artifact.,SRC_R010B03_TW_MATSU_XIEHE_1976_OFFICIAL,verified,Taiwan-side,資料更新日期時間 2026-03-10T15:29:54+08:00；餐飲店家類型：台灣小吃/台菜；協和食品行創立於1976年，於北竿塘岐延續馬祖傳統美食，包括馬祖酥、芙蓉酥、蘿蔔絲餅、黃金地瓜餃與婚慶禮餅。,馬祖酥;芙蓉酥;蘿蔔絲餅;黃金地瓜餃,台灣小吃/台菜;馬祖傳統美食,,,https://media.taiwan.net.tw/zh-tw/portal/travel/details/restaurant_a15010500h_002856,e2de13deede5cbdc,SRC_R010B03_TW_MATSU_XIEHE_1976_OFFICIAL,1,0.9000,0.1000,1,發師傅 協和食品行,secondary,0.7000,official Taiwan Tourism Administration open-data or Michelin-derived tourism source with direct date evidence,0.8400,0.0000,0.0000,0.0000,target_dish_absent_taiwan_context,target_dish_absent_taiwan_context,cap_bfd16763bf61,srch_4aecdcdc9fcb
BATCH_Q_051,1980,1980-01-01,1946-1987_taiwan_side_formation,老睦家炒鱔魚,Taipei,Taiwan,Taiwan-side,food_media_profile,Mecocute,https://www.mecocute.com/agedmom/,media_taiwanese_cuisine_profile,1980 老睦家 profile records inherited Taiwanese restaurant craft and late twentieth-century Tai-cai continuity,medium,Fifty-record top-up batch Q; source-artifact unit checked against existing source/date/brand keys; not marker-split.,SRC_BATCH_Q_051,probable,Taiwan-side,Food article says 老睦家 inherits parents craft from a restaurant founded in 1980 and identifies the venue as a 台菜 restaurant,台菜;炒鱔魚,臺菜;台北,,,https://www.mecocute.com/agedmom/,06d6e43bf1a0b604,BATCH_Q_051,1,1.0000,0.0000,1,老睦家炒鱔魚,secondary,0.7000,official/media curated narrative source,0.9100,0.0000,0.0000,0.0000,target_dish_absent_taiwan_context,target_dish_absent_taiwan_context,cap_77e5c4156b85,srch_99ddf4f8a27b
MERGED_8afbad82618fec,1986,1986-01-01,1946-1987_taiwan_side_formation,春水堂珍珠奶茶,Taichung,Taiwan,Taiwan-side,official_product_history,春水堂人文茶館,https://www.chunshuitang.com.tw/drink/innovation/,bubble_tea_invention,1986 Chun Shui Tang invented pearl milk tea Taiwan tea drink innovation hand-shaken beverage,high,Official product-history page explicitly states 1986 invention and 1987 launch; keep separate from launch row for innovation timeline.,TW_CHUNSHUITANG_BMT_1986,probable,Taiwan-side,Chun Shui Tang official page says pearl milk tea was invented by Chun Shui Tang in 1986 before being listed for sale in 1987.,珍珠奶茶,世界首創;台灣手搖飲,Taiwan tea-house operator,Taiwan,https://www.chunshuitang.com.tw/drink/innovation/,edc920707958ddbe,TW_1986_002,1,0.6552,0.3448,2,春水堂珍珠奶茶,secondary,0.7000,default secondary classification,0.6686,0.0000,0.0000,0.0000,target_dish_absent_taiwan_context,target_dish_absent_taiwan_context,cap_cd662cbc72e8,srch_c7587c827a19
MERGED_0eaaaae1370547,1971,1971-11-19,1946-1987_taiwan_side_formation,Taiwanese food,Singapore,,,newspaper_archive,NewspaperSG / New Nation,https://eresources.nlb.gov.sg/newspapers/digitised/issue/newnation19711119-1,overseas_taiwan_food_review,Taiwanese food Singapore genuine Taiwan food Taiwanese cooks first restaurant serving genuine Taiwan food,,Comparative Singapore attestation; source lines from NewspaperSG search/open result.,NEWSG_NEWNATION_19711119,probable,Singapore,New Nation article describes genuine Taiwan food and Taiwanese cooks in Singapore.,,Taiwanese food,,,https://eresources.nlb.gov.sg/newspapers/digitised/issue/newnation19711119-1,72f24c44262908af,SG_1971_001,1,1.0000,0.0000,1,Taiwanese food,primary,1.0000,dated archive/newspaper/registry-like source,1.0600,0.0000,0.0000,0.0000,target_dish_absent_taiwan_context,target_dish_absent_taiwan_context,cap_7b8137aeb970,srch_6ea13a6d7fde
MERGED_28267deb61c2cc,1975,1975-04-19,1946-1987_taiwan_side_formation,Taiwan Porridge Restaurant,Singapore,,,newspaper_archive,NewspaperSG / The Straits Times,https://eresources.nlb.gov.sg/newspapers/digitised/issue/straitstimes19750419-1,overseas_taiwan_porridge_ad,Taiwan Porridge Restaurant Singapore advertisement Taiwan porridge,,Comparative Singapore Taiwan-porridge ad.,NEWSG_ST_19750419,probable,Singapore,Advertisement references Taiwan Porridge Rest in entertainment/restaurant cluster.,,Taiwan porridge,,,https://eresources.nlb.gov.sg/newspapers/digitised/issue/straitstimes19750419-1,f8ad3c285b4a78e8,SG_1975_001,1,0.7179,0.2821,4,Taiwan Porridge Restaurant,primary,1.0000,dated archive/newspaper/registry-like source,0.8625,0.0000,0.0000,0.0000,target_dish_absent_taiwan_context,target_dish_absent_taiwan_context,cap_bbe0cff085cd,srch_d21b5504a516
MERGED_7cd21411d891ea,1982,1982-03-21,1946-1987_taiwan_side_formation,Taiwan Porridge,Singapore,,,newspaper_archive,NewspaperSG / The Straits Times,https://eresources.nlb.gov.sg/newspapers/digitised/issue/straitstimes19820321-1,overseas_taiwan_porridge_review,Taiwan porridge light meal snack Goodwood Park Hotel Singapore,,Comparative Singapore Taiwan-porridge review.,NEWSG_ST_19820321,probable,Singapore,Article titled Taiwan porridge as a light meal or snack.,,Taiwan porridge,,,https://eresources.nlb.gov.sg/newspapers/digitised/issue/straitstimes19820321-1,a895bfb377a33857,SG_1982_001,1,0.9172,0.0828,9,Taiwan Porridge,primary,1.0000,dated archive/newspaper/registry-like source,1.0020,0.0000,0.0000,0.0000,target_dish_absent_taiwan_context,target_dish_absent_taiwan_context,cap_d58363d20c82,srch_4cbc39684c26
MERGED_7a17e8733bb1b1,1986,1986-06-19,1946-1987_taiwan_side_formation,Taiwanese Porridge,Singapore,,,newspaper_archive,NewspaperSG / The Straits Times,https://eresources.nlb.gov.sg/newspapers/digitised/issue/straitstimes19860619-1,overseas_taiwan_porridge_ad,Taiwanese Porridge Cockpit Hotel Singapore supper breakfast,,Comparative Singapore Taiwan-porridge ad.,NEWSG_ST_19860619,probable,Singapore,Cockpit Hotel ad lists Taiwanese porridge among supper/breakfast choices.,,Taiwanese porridge,,,https://eresources.nlb.gov.sg/newspapers/digitised/issue/straitstimes19860619-1,a3d8761bf21e3780,SG_1986_001,1,0.9375,0.0625,2,Taiwanese Porridge,primary,1.0000,dated archive/newspaper/registry-like source,1.0162,0.0000,0.0000,0.0000,target_dish_absent_taiwan_context,target_dish_absent_taiwan_context,cap_bc71d21605de,srch_2683001572a0
MERGED_542b43b39d8bbb,1952,1952-01-01,1946-1987_taiwan_side_formation,ビーフン東,Tokyo,Tokyo,Japan,food_media_retrospective,Ameba Karin Diary,https://ameblo.jp/karin0321/entry-12620231263.html,dated_source_event|menu_or_dish_marker|service_or_store_format|urban_memory_or_geography,1952 ビーフン東 dated public source event anchors the food sign ビーフン;バーツァン 新橋台湾料理 || 1952 ビーフン東 dish wording binds local food item to Taiwaneseness corpus ビーフン;バーツァン 新橋台湾料理 || 1952 ビーフン東 store service format records circulation context ビーフン;バーツァン 新橋台湾料理 || 1952 ビーフン東 urban memory and place geography support historical binding ビーフン;バーツァン 新橋台湾料理,medium,Large source-diverse top-up from manually reviewed public source event; duplicate source-key checked before append.,SRC_BULK_O_019_A,probable,Japan,Bifun Azuma founded in Showa 27 as Shinbashi old Taiwanese rice-noodle restaurant,ビーフン;バーツァン,新橋台湾料理,,,https://ameblo.jp/karin0321/entry-12620231263.html,50578897db8cf77f,BULK_O_019_A;BULK_O_019_B;BULK_O_019_C;BULK_O_019_D,4,0.8067,0.1933,3,ビーフン東,tertiary,0.4000,blog/review/social retrospective source,0.6247,0.0000,0.0000,0.0000,target_dish_absent_taiwan_context,target_dish_absent_taiwan_context,cap_619d53dcd6a3,srch_6f2ac3d89675
MERGED_44867d32bcc21e,1955,1955-01-01,1946-1987_taiwan_side_formation,麗郷,Tokyo,Tokyo,Japan,food_history_feature,さんたつ / 散歩の達人,https://san-tatsu.jp/articles/414608/,old_taiwan_restaurant_origin,1955 Shibuya Reikyo old Taiwan cuisine restaurant sausage clam classic Showa continuity,medium,Food-history feature gives exact Showa 30 founding and identifies the shop as a long-running Taiwan-cuisine restaurant.,JP_REIKYO_1955,probable,Japan,San-tatsu says Reikyo in Shibuya was founded in Showa 30 1955 and is a 70-year Taiwan-cuisine restaurant known for sausage and clams.,腸詰;シジミ,台湾料理,,,https://san-tatsu.jp/articles/414608/,dc84a628e01e2919,JP_1955_001,1,0.7500,0.2500,2,麗郷,secondary,0.7000,default secondary classification,0.7350,0.0000,0.0000,0.0000,target_dish_absent_taiwan_context,target_dish_absent_taiwan_context,cap_f27747bfb12c,srch_d74cef0f77ea
MERGED_8de4972785e4e7,1962,1962-01-01,1946-1987_taiwan_side_formation,味仙今池本店,Nagoya,Aichi,Japan,brand_history,Yaba Misen official history,https://yabamisen.jp/history/,overseas_taiwanese_restaurant_localization,Misen first store 1962 Taiwan ramen tan-tsu-men staff meal Taiwan cuisine Nagoya,medium,Alternative internal brand-history chronology gives 1962; keep both with source-specific dates until reconciled.,JP_MISEN_1962,probable,Japan,Brand history says the first Misen store opened in 1962 and Taiwan ramen began from adapted danzai noodles.,台湾ラーメン,台湾料理,,,https://yabamisen.jp/history/,34208b79815858ec,JP_1962_001,1,0.8889,0.1111,2,味仙今池本店,secondary,0.7000,default secondary classification,0.8322,0.0000,0.0000,0.0000,target_dish_absent_taiwan_context,target_dish_absent_taiwan_context,cap_a87c91ecb382,srch_467a794da1c9
MERGED_4308999a2f6274,1967,1967-01-01,1946-1987_taiwan_side_formation,味仙台湾ラーメン,Nagoya,Aichi,Japan,media_obituary,CBC / TBS News Dig,https://newsdig.tbs.co.jp/articles/cbc/409918?display=1,overseas_taiwan_label_local_dish,Misen Taiwan ramen born five years after 1962 founding adapted Taiwanese danzai noodles 1980s spicy boom,medium,Useful for distinguishing Taiwaneseness as localized Japanese sign rather than reproduced Taiwanese dish.,JP_MISEN_RAMEN_1967,probable,Japan,CBC reports that Taiwan ramen emerged five years after Misen's 1962 founding and spread in the 1980s spicy-food boom.,台湾ラーメン,Taiwan,,,https://newsdig.tbs.co.jp/articles/cbc/409918?display=1,24b17857845fc44f,JP_1967_001,1,1.0000,0.0000,1,味仙台湾ラーメン,secondary,0.7000,default secondary classification,0.9100,0.0000,0.0000,0.0000,target_dish_absent_taiwan_context,target_dish_absent_taiwan_context,cap_679e897f8978,srch_8630057c7a25
MERGED_5c4bf973a16874,1979,1979-01-01,1946-1987_taiwan_side_formation,Tokyo old Taiwanese and yatai cuisine restaurants,Tokyo,,Japan,food_media_secondary,Forbes Japan,https://forbesjapan.com/articles/detail/46596/page2,overseas_taiwanese_restaurant_field,1979 Taiwan travel liberalization Taiwanese people opened restaurants in Tokyo before late 1980s Chinese migrants Taiwanese yatai small-plate cuisine,medium,Secondary typology; useful for identifying Tokyo restaurant names but not a discrete restaurant record.,JP_TOKYO_OLD_TW_FIELD_1979,probable,Japan,Forbes Japan says Taiwanese operators had already opened Tokyo restaurants before late-1980s mainland Chinese migration and often used Taiwan yatai small-plate cuisine signs.,台湾屋台料理,Taiwanese cuisine,Taiwan-origin operator,Taiwan,https://forbesjapan.com/articles/detail/46596/page2,a730594d894c74da,JP_1979_001,1,1.0000,0.0000,1,Tokyo old Taiwanese and yatai cuisine restaurants,secondary,0.7000,official/media curated narrative source,0.9100,0.0000,0.0000,0.0000,target_dish_absent_taiwan_context,target_dish_absent_taiwan_context,cap_0a8d1c23d5ad,srch_4571573c4fad
MERGED_e8ac03c7436a24,1980,1980-01-01,1946-1987_taiwan_side_formation,老李,Nagasaki,Nagasaki,Japan,local_tv_feature,KTNテレビ長崎,https://www.ktn.co.jp/mottele/2026/01/post-560.html,dated_source_event|menu_or_dish_marker|service_or_store_format|urban_memory_or_geography,1980 老李 dated public source event anchors the food sign 台湾料理 長崎台湾料理 || 1980 老李 dish wording binds local food item to Taiwaneseness corpus 台湾料理 長崎台湾料理 || 1980 老李 store service format records circulation context 台湾料理 長崎台湾料理 || 1980 老李 urban memory and place geography support historical binding 台湾料理 長崎台湾料理,medium,Large source-diverse top-up from manually reviewed public source event; duplicate source-key checked before append.,SRC_BULK_O_022_A,probable,Japan,Lao Lee founded in 1980 and provides real Taiwanese taste across Nagasaki and Tokyo stores,台湾料理,長崎台湾料理,,,https://www.ktn.co.jp/mottele/2026/01/post-560.html,7a9035a9c968b5b2,BULK_O_022_A;BULK_O_022_B;BULK_O_022_C;BULK_O_022_D,4,1.0000,0.0000,1,老李,secondary,0.7000,default secondary classification,0.9100,0.0000,0.0000,0.0000,target_dish_absent_taiwan_context,target_dish_absent_taiwan_context,cap_d08db1f2a77e,srch_36a30caefc10
MERGED_dd9b15bffa0d79,1987,1987-01-01,1946-1987_taiwan_side_formation,台湾料理 千,Tokyo,Tokyo,Japan,food_history_feature,東京ディープチャイナ研究会,https://deep-china.tokyo/restaurant-info/6706/,taiwan_hakka_restaurant_origin,1987 Harajuku Taiwan cuisine Sen Hsinchu Hakka aunt and niece yuba dumplings Taiwan rice-style sauce,medium,Secondary food-history source; exact year and origin story make this usable as a probable but still worth future corroboration.,JP_SEN_HARAJUKU_1987,probable,Japan,Tokyo Deep China says Harajuku Taiwan Cuisine Sen opened in 1987 and was started by a Hsinchu Hakka woman and her niece.,揚げ湯葉;水餃子,台湾新竹客家料理,Hsinchu-origin operator,Taiwan,https://deep-china.tokyo/restaurant-info/6706/,ec3e98bb4268d0f2,JP_1987_002,1,1.0000,0.0000,1,台湾料理 千,secondary,0.7000,default secondary classification,0.9100,0.0000,0.0000,0.0000,target_dish_absent_taiwan_context,target_dish_absent_taiwan_context,cap_8ae1186e5770,srch_c68e3b682698
MERGED_af481a79212eeb,1987,1987-10-20,1946-1987_taiwan_side_formation,China Travel Service hotel and food-service network,Multiple mainland cities,,Mainland China,newspaper_archive,People's Daily / cn.govopendata,https://cn.govopendata.com/renminribao/1987/10/20/4/,taiwan_compatriot_travel_food_lodging_capacity,1987 China Travel Service 320 branches 169 hotels 50 car companies food lodging travel shopping services for Taiwan compatriots,high,Capacity row distinct from the earlier CTS reception record; captures nationwide food/lodging service infrastructure.,CN_RMRB_19871020_CTS_SERVICE_CAPACITY,probable,Mainland China,People's Daily quotes CTS as having 320 branches 169 tourist hotels and enough capacity to provide Taiwan compatriots with eating lodging travel touring and shopping services.,,台胞;吃住行游购;旅游饭店,,,https://cn.govopendata.com/renminribao/1987/10/20/4/,722bd00c3781142d,CN_1987_013,1,1.0000,0.0000,1,China Travel Service hotel and food-service network,primary,1.0000,dated archive/newspaper/registry-like source,1.0600,0.0000,0.0000,0.0000,target_dish_absent_taiwan_context,target_dish_absent_taiwan_context,cap_1faae4e0719e,srch_8333c8c9bc08
MERGED_814ffaa53c088d,1973,1973-01-01,1946-1987_taiwan_side_formation,General Tso chicken Taiwan-New York circuit,New York,New York,North America,food_history_magazine,TIME,https://time.com/4591567/general-tsos-chicken-creator-peng-chang-kuei-chuck/,dish_transfer,1973 Peng brought Taiwan-created General Tso chicken to New York restaurant Taiwanese diplomats hosted events,medium,Shows Taiwan-origin dish story and diplomatic restaurant clientele in New York.,US_GENERAL_TSO_1973,probable,North America,TIME says Peng moved to New York in 1973 and Taiwanese diplomats hosted events at his restaurant near the UN.,General Tso chicken,Taiwan diplomatic restaurant circuit,,,https://time.com/4591567/general-tsos-chicken-creator-peng-chang-kuei-chuck/,d05d497876bb9c49,US_1973_002,1,1.0000,0.0000,1,General Tso chicken Taiwan-New York circuit,secondary,0.7000,official/media curated narrative source,0.9100,0.0000,0.0000,0.0000,target_dish_absent_taiwan_context,target_dish_absent_taiwan_context,cap_a2260136d29c,srch_f57c342f059b
MERGED_3fc473f2cd6c03,1975,1975-01-01,1946-1987_taiwan_side_formation,Los Angeles Chinatown non-Cantonese shift,Los Angeles,California,North America,food_history_article,LA Weekly,https://www.laweekly.com/as-chinatown-changes-the-neighborhoods-chinese-restaurants-move-away-from-cantonese-food/,regional_restaurant_shift,1970s Los Angeles Chinatown non-Cantonese restaurants Taiwanese chefs introduced Sichuan Hunan styles through Americanized Chinese food,medium,Useful for coding Taiwan-origin restaurateurs under regional Chinese labels.,US_LA_CHINATOWN_1970S,probable,North America,LA Weekly says Taiwanese chefs introduced Sichuan and Hunan style Chinese cuisine to America and LA Chinatown saw non-Cantonese restaurants in the 1970s.,Sichuan Hunan restaurant,Taiwanese chefs,,,https://www.laweekly.com/as-chinatown-changes-the-neighborhoods-chinese-restaurants-move-away-from-cantonese-food/,1a3f5bd3acd930a4,US_1975_001,1,1.0000,0.0000,1,Los Angeles Chinatown non-Cantonese shift,secondary,0.7000,default secondary classification,0.9100,0.0000,0.0000,0.0000,target_dish_absent_taiwan_context,target_dish_absent_taiwan_context,cap_f764ad97ca66,srch_d6a04d44fdff
MERGED_57100317346c50,1984,1984-01-01,1946-1987_taiwan_side_formation,99 Ranch Market,Westminster,California,North America,food_media_retro,Los Angeles Times,https://www.latimes.com/food/story/2020-02-26/supermarkets-we-like,asian_supermarket_media_corroboration,1984 Taiwanese immigrant Roger Chen opened first 99 Ranch Market Westminster Asian ingredients Taiwanese bakery pantry infrastructure,medium,Media corroboration of the official 99 Ranch row; same brand/year but distinct source URL and attestation type.,US_99RANCH_LATIMES_1984,probable,North America,Los Angeles Times says Taiwanese immigrant Roger Chen opened the first 99 Ranch store in Westminster in 1984 and notes its Asian ingredients and Taiwanese bakery counter.,Asian grocery;Taiwanese bakery,Taiwanese immigrant founder;Asian ingredients,Taiwanese immigrant operator,Taiwan,https://www.latimes.com/food/story/2020-02-26/supermarkets-we-like,d10bda58c2ec49d6,US_1984_002,1,0.7317,0.2683,2,99 Ranch Market,secondary,0.7000,official/media curated narrative source,0.7222,0.0000,0.0000,0.0000,target_dish_absent_taiwan_context,target_dish_absent_taiwan_context,cap_871f5f820f85,srch_3d5aa88af411
MERGED_f854350e1af3e0,1986,1986-09-24,1946-1987_taiwan_side_formation,Monterey Park Taiwanese food landscape,Monterey Park,California,North America,newspaper_feature,The Washington Post,https://www.washingtonpost.com/archive/lifestyle/food/1986/09/24/asian-oasis/0f0cd975-4262-493e-938a-f3c1d9ffd74d/,taiwanese_food_landscape_feature,1986 Monterey Park food landscape mostly Taiwanese restaurants Chinese regional parade bilingual signs,high,Contemporaneous national newspaper feature; venue-level ecology rather than single restaurant but directly labels the foodscape.,US_WP_MONTEREY_19860924,probable,North America,Washington Post describes Monterey Park restaurant geography in 1986 and says most of the food was Taiwanese alongside other Chinese regional cuisines.,Taiwanese food;regional Chinese restaurants,Taiwanese foodscape,,,https://www.washingtonpost.com/archive/lifestyle/food/1986/09/24/asian-oasis/0f0cd975-4262-493e-938a-f3c1d9ffd74d/,88aa9f25189c1e61,US_1986_001,1,1.0000,0.0000,1,Monterey Park Taiwanese food landscape,primary,1.0000,dated archive/newspaper/registry-like source,1.0600,0.0000,0.0000,0.0000,target_dish_absent_taiwan_context,target_dish_absent_taiwan_context,cap_119b144da486,srch_41ddcc28ced1
BATCH_R_033,1972,1972-09-26,1946-1987_taiwan_side_formation,Oasis Theatre Taiwan Porridge Restaurant,Singapore,,Singapore,newspaper_archive,NewspaperSG / NLB,https://eresources.nlb.gov.sg/newspapers/digitised/issue/straitstimes19720926-1,newspaper_ad_or_article,"Oasis Theatre Restaurant advertisement presents fine food at Taiwan Porridge Restaurant, business hours 11 am to 3 pm and 6 pm to 4 am daily.",medium,Fifty-record top-up batch R; generated from 60-candidate source-artifact pool; existing source/date/brand keys skipped; not marker-split.,SRC_BATCH_R_033,probable,Singapore,"Oasis Theatre Restaurant advertisement presents fine food at Taiwan Porridge Restaurant, business hours 11 am to 3 pm and 6 pm to 4 am daily.",Taiwan porridge,Taiwan,,,https://eresources.nlb.gov.sg/newspapers/digitised/issue/straitstimes19720926-1,05cc4cf6e4019b08,BATCH_R_033,1,0.7714,0.2286,2,Oasis Theatre Taiwan Porridge Restaurant,primary,1.0000,dated archive/newspaper/registry-like source,0.9000,0.0000,0.0000,0.0000,target_dish_absent_taiwan_context,target_dish_absent_taiwan_context,cap_e74ef327656f,srch_54a92877e718
SRC_NEWSG_MANUAL_19750614_OASIS,1975,1975-06-14,1946-1987_taiwan_side_formation,Oasis Paradise Cove Taiwan Porridge Restaurant,Singapore,,Singapore,newspaper_archive,The Straits Times / NewspaperSG,https://eresources.nlb.gov.sg/newspapers/digitised/issue/straitstimes19750614-1,ad,1975 Singapore Oasis Taiwan porridge restaurant advertisement,medium,New non-duplicate NewspaperSG ad; OCR noisy but identifies Oasis complex and Taiwan Porridge Rest.,SRC_NEWSG_MANUAL_19750614_OASIS,probable,Singapore,Oasis Paradise Cove bar restaurant and nightclub; exotic Chinese dinner; Taiwan Porridge Rest,Taiwan Porridge,Taiwan,,,https://eresources.nlb.gov.sg/newspapers/digitised/issue/straitstimes19750614-1,,SRC_NEWSG_MANUAL_19750614_OASIS,1,0.5483,0.4517,3,Oasis Paradise Cove Taiwan Porridge Restaurant,primary,1.0000,dated archive/newspaper/registry-like source,0.7438,0.0000,0.0000,0.0000,target_dish_absent_taiwan_context,target_dish_absent_taiwan_context,cap_abddaf9eceab,srch_c35b4b6e9ed6
SRC_NEWSG_MANUAL_19800712_TWSEAFOOD,1980,1980-07-12,1946-1987_taiwan_side_formation,Taiwan Seafood Restaurant,Singapore,,Singapore,newspaper_archive,New Nation / NewspaperSG,https://eresources.nlb.gov.sg/newspapers/digitised/issue/newnation19800712-1,ad,1980 Singapore first Taiwan seafood restaurant rice porridge advertisement,high,New non-duplicate NewspaperSG ad; one ad kept as one attestation artifact.,SRC_NEWSG_MANUAL_19800712_TWSEAFOOD,probable,Singapore,Singapore's first Taiwan sea food restaurant; taste of our Taiwan delicacy; staple rice porridge,rice porridge;sea food,Taiwan;Taiwan delicacy,,,https://eresources.nlb.gov.sg/newspapers/digitised/issue/newnation19800712-1,,SRC_NEWSG_MANUAL_19800712_TWSEAFOOD,1,0.3692,0.6308,9,Taiwan Seafood Restaurant,primary,1.0000,dated archive/newspaper/registry-like source,0.6184,0.0000,0.0000,0.0000,target_dish_absent_taiwan_context,target_dish_absent_taiwan_context,cap_6ee3390d72ca,srch_c5d210855966
MERGED_5d55179ab33b70,1985,1985-10-18,1946-1987_taiwan_side_formation,Taiwanese Porridge breakfast,Singapore,Singapore,Singapore,newspaper_archive,NewspaperSG / The Business Times,https://eresources.nlb.gov.sg/newspapers/digitised/issue/biztimes19851018-1,overseas_taiwanese_porridge_breakfast_ad,1985 Business Times tempting Taiwanese Porridge breakfast sumptuous dishes tasty tim sum Singapore,medium,OCR gives direct dish label but the venue is less clear in text capture; keep as probable dish-label attestation for Singapore breakfast circulation.,NEWSG_BT_19851018_TAIWANESE_PORRIDGE,probable,Singapore,The Business Times advertisement invites readers to wake up to tempting Taiwanese Porridge with sumptuous dishes and tim sum for breakfast.,Taiwanese Porridge,Taiwanese,,,https://eresources.nlb.gov.sg/newspapers/digitised/issue/biztimes19851018-1,f7478def2a476142,SG_1985_005,1,1.0000,0.0000,1,Taiwanese Porridge breakfast,primary,1.0000,dated archive/newspaper/registry-like source,1.0600,0.0000,0.0000,0.0000,target_dish_absent_taiwan_context,target_dish_absent_taiwan_context,cap_b0a84e2ae811,srch_2aa2669061ad
BATCH_U_020,1946,1946-01-01,1946-1987_taiwan_side_formation,香茗茶行 Kaohsiung old-flavor page,Kaohsiung,Taiwan,Taiwan-side,official_event_page,Kaohsiung Travel,https://khh.travel/zh-tw/event/news/4784/,official_old_flavor_profile,Kaohsiung old-flavor page states Xiangming Tea Shop opened in 1946 and serves traditional tea.,medium,Official Kaohsiung old-flavor page; exact founding year. Fifty-record top-up batch U; 200-row harvesting round checkpoint 3/4; source/date/brand key screened; not marker-split.,SRC_BATCH_U_020,probable,Taiwan,Kaohsiung old-flavor page states Xiangming Tea Shop opened in 1946 and serves traditional tea.,菊花茶;茶飲,高雄;臺灣,unknown,,https://khh.travel/zh-tw/event/news/4784/,e238b4b0773a7191,BATCH_U_020,1,1.0000,0.0000,1,香茗茶行 Kaohsiung old-flavor page,secondary,0.7000,official/media curated narrative source,0.9100,0.0000,0.0000,0.0000,target_dish_absent_taiwan_context,target_dish_absent_taiwan_context,cap_42eebd31d113,srch_f13824b36f98
BATCH_T_046,1950,1950-01-01,1946-1987_taiwan_side_formation,七賢鴨肉飯 secondary guide,Kaohsiung,Taiwan,Taiwan-side,public_food_profile,Foodie Teller,https://foodieteller.com/qixian-duck-rice-kaohsiung/,food_history_profile,Secondary guide presents Qixian duck rice as an older Kaohsiung local food memory.,low,Secondary guide and relative history; candidate only. Fifty-record top-up batch T; 200-row harvesting round checkpoint 2/4; source/date/brand key screened; not marker-split.,SRC_BATCH_T_046,candidate,Taiwan,Secondary guide presents Qixian duck rice as an older Kaohsiung local food memory.,鴨肉飯;飯,高雄;臺灣,unknown,,https://foodieteller.com/qixian-duck-rice-kaohsiung/,0434f75ce7ba7864,BATCH_T_046,1,1.0000,0.0000,1,七賢鴨肉飯 secondary guide,secondary,0.7000,default secondary classification,0.9100,0.0000,0.0000,0.0000,target_dish_absent_taiwan_context,target_dish_absent_taiwan_context,cap_1ef0248d31b2,srch_917108ada80f
