attestation_id,year,date,period,brand_or_category,city,province,corridor,source_type,source_name,source_url,attestation_type,text_for_scoring,confidence,notes,source_id,verification_level,region,original_text,dish_marker,taiwan_marker,ownership_category,capital_origin,source_url_or_archive_ref,dedupe_key,merged_from_attestation_ids,merged_row_count,novelty_score,avg_text_similarity,novelty_group_size,novelty_group_key,authority_level,authority_weight,authority_reason,analysis_weight,historical_binding_raw,weighted_historical_binding,target_binding_raw,target_control_type,negative_type,_balanced_bin,_binding_raw_for_balance
MERGED_a16fe4a8e5b4d6,1956,1956-01-01,1946-1987_taiwan_side_formation,吳家豬血湯,Kaohsiung,Taiwan,Taiwan-side,food_media_retrospective,WalkerLand / 樂天小高,https://www.walkerland.com.tw/article/view/170762,old_shop_menu_corroboration,1956 Kaohsiung Gushan Wu family pig-blood soup ROC year 45 menu includes rouzao rice rice cake meat sauce noodles market breakfast,medium,Separate source corroborates the existing Wu-family row and adds meat-sauce-on-rice-cake and noodle ecology.,TW_KHH_WUJIA_1956_WALKER,probable,Taiwan-side,Source says Wu family pig-blood soup was founded in ROC year 45 and lists rice cake rouzao rice fried noodles and other market foods.,肉燥飯,高雄鼓山市場小吃,,,https://www.walkerland.com.tw/article/view/170762,f766f70b80b9e74d,TW_KHH_1956_002,1,0.3077,0.6923,2,吳家豬血湯,tertiary,0.4000,blog/review/social retrospective source,0.2754,1.0000,0.2754,1.0000,target_positive,,1955,1.0000
MERGED_6e5941b2624aaa,1958,1958-01-01,1946-1987_taiwan_side_formation,滿庭香魯肉飯,Taipei,Taiwan,Taiwan-side,oral_history_project,NCAFROC archive / postwar Shuanglian oral history,https://archive.ncafroc.org.tw/upload/result/21083-A1001/%E7%8E%8B%E5%BA%AD%E7%8F%8A%E3%80%8C%E5%86%8D%E7%8F%BE%E6%88%B0%E5%BE%8C%E9%9B%99%E9%80%A3%E5%9C%A8%E5%9C%B0%E8%A8%98%E6%86%B6%E5%8F%A3%E8%BF%B0%E6%AD%B7%E5%8F%B2%E8%AA%BF%E6%9F%A5%E8%A8%88%E7%95%AB%E3%80%8D%E8%87%AA%E9%81%B8%E9%83%A8%E5%88%86%E7%AB%A0%E7%AF%80_1655188846159.pdf,stall_origin_oral_history|semantic_origin_oral_history,1958 Shuanglian Minsheng open-air stalls Mantingxiang began selling lu rou fan fishball soup fish crisp soup pork oil rice ordinary people's snack || lu rou fan evolved from pork oil mixed rice pork crackling soy sauce spices Chinese medicine ordinary people's rice dish,high,Oral-history chapter gives named informants and a detailed account of postwar Shuanglian stall food. || This is semantic history rather than a separate shop event; keep because it directly defines early lu rou fan as a classed everyday dish.,TW_MANTINGXIANG_1958,probable,Taiwan-side,Oral-history text says the founder began selling lu rou fan in 1958 with fishball and fish-crisp soups. || Oral-history account describes lu rou fan as developing from pork-oil rice and pork crackling.,滷肉飯,台灣庶民小吃,,,https://archive.ncafroc.org.tw/upload/result/21083-A1001/%E7%8E%8B%E5%BA%AD%E7%8F%8A%E3%80%8C%E5%86%8D%E7%8F%BE%E6%88%B0%E5%BE%8C%E9%9B%99%E9%80%A3%E5%9C%A8%E5%9C%B0%E8%A8%98%E6%86%B6%E5%8F%A3%E8%BF%B0%E6%AD%B7%E5%8F%B2%E8%AA%BF%E6%9F%A5%E8%A8%88%E7%95%AB%E3%80%8D%E8%87%AA%E9%81%B8%E9%83%A8%E5%88%86%E7%AB%A0%E7%AF%80_1655188846159.pdf,ee5e655777c0dd16,TW_1958_001;TW_1958_002,2,0.8750,0.1250,2,滿庭香魯肉飯,primary,1.0000,dated archive/newspaper/registry-like source,0.9725,1.0000,0.9725,1.0000,target_positive,,1955,1.0000
MERGED_3cfbef67b6402e,1958,1958-01-01,1946-1987_taiwan_side_formation,香滿園魯肉飯,Taipei,Taiwan,Taiwan-side,food_media_retrospective,貓大爺,https://lordcat.net/archives/365,restaurant_origin_retro,1958 Shuanglian Xiangmanyuan lu rou fan old shop Wanquan Street laborer affordable rice meal,medium,Retrospective food-media source corroborates the Shuanglian 1958 lu rou fan cluster but needs archive or registration confirmation.,TW_XIANGMANYUAN_1958,probable,Taiwan-side,Article says Xiangmanyuan near Shuanglian station opened in 1958 as an old lu rou fan shop.,滷肉飯,台北雙連小吃,,,https://lordcat.net/archives/365,e3e035aafa3ca482,TW_1958_004,1,0.7664,0.2336,3,香滿園魯肉飯,tertiary,0.4000,blog/review/social retrospective source,0.5965,1.0000,0.5965,1.0000,target_positive,,1955,1.0000
MERGED_5b279378b99f39,1958,1958-01-01,1946-1987_taiwan_side_formation,香滿園魯肉飯,Taipei,Taiwan,Taiwan-side,food_blog_retrospective,Livia's Wonderland,https://www.liviatravel.com/2015/02/taipei-shuanglian-braised-pork-rice.html,old_shop_origin,1958 Taipei Shuanglian Xiangmanyuan lu rou fan old taste lu rou fan began ROC year 47,medium,Retrospective blog source; valuable Taipei/Shuanglian comparator to Formosa Chang and Dadaocheng but needs archival corroboration.,TW_TPE_XIANGMANYUAN_1958,probable,Taiwan-side,Source says Xiangmanyuan lu rou fan began in ROC year 47 as an old-style Taipei lu rou fan shop near Shuanglian.,魯肉飯,台北雙連小吃,,,https://www.liviatravel.com/2015/02/taipei-shuanglian-braised-pork-rice.html,582314e346325a57,TW_TPE_1958_003,1,0.7510,0.2490,3,香滿園魯肉飯,tertiary,0.4000,blog/review/social retrospective source,0.5857,1.0000,0.5857,1.0000,target_positive,,1955,1.0000
MERGED_2a1e149980e58f,1958,1958-01-01,1946-1987_taiwan_side_formation,香滿園魯肉飯,Taipei,Taiwan,Taiwan-side,platform_food_review,PopDaily,https://www.popdaily.com.tw/forum/food/1586514,restaurant_social_memory_retro,1958 Shuanglian Xiangmanyuan opened over sixty years laborers affordable lu rou fan side dishes,low,User-platform food post; keep as low-confidence corroborative consumer-memory evidence only.,TW_XIANGMANYUAN_1958_POP,probable,Taiwan-side,PopDaily post says Xiangmanyuan has operated since 1958 and served workers around Taipei Bridge and Shuanglian.,滷肉飯,台北雙連小吃,,,https://www.popdaily.com.tw/forum/food/1586514,e64fd4568cd0ba0d,TW_1958_005,1,0.8775,0.1225,3,香滿園魯肉飯,tertiary,0.4000,blog/review/social retrospective source,0.6743,1.0000,0.6743,1.0000,target_positive,,1955,1.0000
MERGED_31fb9bbad61c72,1958,1958-01-01,1946-1987_taiwan_side_formation,大稻埕魯肉飯,Taipei,Taiwan,Taiwan-side,food_media_retrospective,WalkerLand / 女子的休假計劃,https://www.walkerland.com.tw/article/view/190003,old_shop_origin,1958 Taipei Dadaocheng lu rou fan founded ROC year 47 old taste third generation market alley national snack,medium,Retrospective food-media source gives ROC year 47 founding and describes lu rou fan as old Taipei everyday taste; useful for Taipei quota but should be corroborated by municipal/archive source.,TW_TPE_DADAOCHENG_1958_ORIGIN,probable,Taiwan-side,Source says Dadaocheng lu rou fan was founded in ROC year 47 and has carried an old taste through three generations in the Taipei rear-station market area.,魯肉飯,老台北市場小吃,,,https://www.walkerland.com.tw/article/view/190003,f49f1bb8f436205c,TW_TPE_1958_001,1,0.7143,0.2857,2,大稻埕魯肉飯,tertiary,0.4000,blog/review/social retrospective source,0.5600,1.0000,0.5600,1.0000,target_positive,,1955,1.0000
MERGED_2f4513179cc91c,1958,1958-01-01,1946-1987_taiwan_side_formation,大稻埕魯肉飯,Taipei,Taiwan,Taiwan-side,food_media_retrospective,WalkerLand / 小麥與鳩鳩,https://www.walkerland.com.tw/article/view/190745,family_photo_archive,1958 Taipei rear-station restaurant old photo group lunch banquet later third-generation lu rou fan revival,medium,Same brand as TW_TPE_1958_001 but a distinct source and attestation type; captures family-photo/restaurant memory rather than only present shop description.,TW_TPE_DADAOCHENG_1958_PHOTO,probable,Taiwan-side,Source says a ROC year 47 old photo showed the owner's grandfather operating a rear-station restaurant for group lunch boxes and banquets later inherited as Dadaocheng lu rou fan.,魯肉飯,台北後車站小吃,,,https://www.walkerland.com.tw/article/view/190745,46531fb33bd91a8d,TW_TPE_1958_002,1,0.7143,0.2857,2,大稻埕魯肉飯,tertiary,0.4000,blog/review/social retrospective source,0.5600,1.0000,0.5600,1.0000,target_positive,,1955,1.0000
MERGED_3f668ee7bdfdac,1958,1958-01-01,1946-1987_taiwan_side_formation,大稻埕魯肉飯 / 民福飯店,Taipei,Taiwan,Taiwan-side,food_media_retrospective,WalkerLand,https://www.walkerland.com.tw/article/view/190745,restaurant_photo_retro,1958 Taipei rear station Minfu restaurant group travel lunch banquets later Dadaocheng lu rou fan inherited taste,medium,Retrospective food-media source uses an old photo and family memory; needs newspaper or business-record corroboration.,TW_DADAOCHENG_1958,probable,Taiwan-side,Article describes a 1958 family restaurant photo and links it to the later Dadaocheng lu rou fan lineage.,魯肉飯,台北後站小吃,,,https://www.walkerland.com.tw/article/view/190745,211f8f69e7a96436,TW_1958_003,1,1.0000,0.0000,1,大稻埕魯肉飯 / 民福飯店,tertiary,0.4000,blog/review/social retrospective source,0.7600,1.0000,0.7600,1.0000,target_positive,,1955,1.0000
BATCH_U_018,1959,1959-01-01,1946-1987_taiwan_side_formation,老李排骨湯 weak-source roundup,Kaohsiung,Taiwan,Taiwan-side,travel_food_article,BH World,https://bhworld.tw/articles/47,food_history_article,Travel roundup states Lao Li pork-rib soup was founded in 1959 and pairs with meat-sauce rice.,low,Travel roundup; weak source so candidate. Fifty-record top-up batch U; 200-row harvesting round checkpoint 3/4; source/date/brand key screened; not marker-split.,SRC_BATCH_U_018,candidate,Taiwan,Travel roundup states Lao Li pork-rib soup was founded in 1959 and pairs with meat-sauce rice.,排骨酥湯;肉燥飯,高雄;臺灣,unknown,,https://bhworld.tw/articles/47,05d66f98a504da8d,BATCH_U_018,1,1.0000,0.0000,1,老李排骨湯 weak-source roundup,secondary,0.7000,default secondary classification,0.9100,1.0000,0.9100,1.0000,target_positive,,1955,1.0000
MERGED_11424596493419,1959,1959-01-01,1946-1987_taiwan_side_formation,前金肉燥飯,Kaohsiung,Taiwan,Taiwan-side,municipal_tourism,Kaohsiung Travel,https://khh.travel/zh-tw/shop/gourmet/1138/,old_shop_origin|taste_semantics|dated_source_event|menu_or_dish_marker|service_or_store_format|urban_memory_or_geography,1959 Qianjin rouzao rice Kaohsiung third generation signature rouzao rice || 1959 Qianjin rouzao rice pork back fat fatty not greasy duck egg fish floss local taste || 1959 前金肉燥飯 dated public source event anchors the food sign 肉燥飯 高雄前金 || 1959 前金肉燥飯 dish wording binds local food item to Taiwaneseness corpus 肉燥飯 高雄前金 || 1959 前金肉燥飯 store service format records circulation context 肉燥飯 高雄前金 || 1959 前金肉燥飯 urban memory and place geography support historical binding 肉燥飯 高雄前金,high,Official Kaohsiung tourism page gives exact date and third-generation status. || Useful for coding southern rouzao rice sensory terms and add-on grammar. || Large source-diverse top-up from manually reviewed public source event; duplicate source-key checked before append.,TW_QIANJIN_1959_ORIGIN,probable,Taiwan-side,Kaohsiung Travel says Qianjin rouzao rice was founded in 1959 and is now third-generation. || Source defines the shop through pork back fat meat texture duck egg and fish-floss add-ons. || Qianjin rouzao rice was founded in 1959 and identifies rouzao rice as its signature now in third generation,肉燥飯,高雄前金小吃;高雄前金,,,https://khh.travel/zh-tw/shop/gourmet/1138/,bb35ac04b30bfed1,TW_1959_001;TW_1959_002;BULK_O_012_A;BULK_O_012_B;BULK_O_012_C;BULK_O_012_D,6,1.0000,0.0000,1,前金肉燥飯,secondary,0.7000,official/media curated narrative source,0.9100,1.0000,0.9100,1.0000,target_positive,,1955,1.0000
BATCH_V_017,1959,1959-01-01,1946-1987_taiwan_side_formation,前金肉燥飯 second source article V,Kaohsiung,Taiwan,Taiwan-side,food_article,YesOK,https://www.yesok.com.tw/food/qianjin-braised-pork-rice,food_history_article,YesOK records 前金肉燥飯 second source article V with 肉燥飯;飯 in Kaohsiung food context.,low,Secondary article Fifty-record top-up batch V; 200-row harvesting round checkpoint 4/4; source/date/brand key screened; not marker-split.,SRC_BATCH_V_017,candidate,Taiwan,YesOK records 前金肉燥飯 second source article V with 肉燥飯;飯 in Kaohsiung food context.,肉燥飯;飯,高雄;臺灣,unknown,,https://www.yesok.com.tw/food/qianjin-braised-pork-rice,028e024e0099bd1d,BATCH_V_017,1,1.0000,0.0000,1,前金肉燥飯 second source article V,secondary,0.7000,default secondary classification,0.9100,1.0000,0.9100,1.0000,target_positive,,1955,1.0000
BATCH_V_013,1958,1958-01-01,1946-1987_taiwan_side_formation,黑乾溫州餛飩 official travel hit,Kaohsiung,Taiwan,Taiwan-side,official_tourism_profile,Kaohsiung Go,https://khh.travel/go/,official_food_hit,Kaohsiung Go records 黑乾溫州餛飩 official travel hit with 餛飩;乾麵 in Kaohsiung food context.,medium,Official travel hit but source landing is broad Fifty-record top-up batch V; 200-row harvesting round checkpoint 4/4; source/date/brand key screened; not marker-split.,SRC_BATCH_V_013,candidate,Taiwan,Kaohsiung Go records 黑乾溫州餛飩 official travel hit with 餛飩;乾麵 in Kaohsiung food context.,餛飩;乾麵,高雄;臺灣,unknown,,https://khh.travel/go/,cfbe54b75dd9d5f2,BATCH_V_013,1,1.0000,0.0000,1,黑乾溫州餛飩 official travel hit,secondary,0.7000,official/media curated narrative source,0.9100,0.0000,0.0000,0.0000,target_dish_absent_taiwan_context,target_dish_absent_taiwan_context,1955,0.0000
BATCH_V_011,1958,1958-01-01,1946-1987_taiwan_side_formation,忠孝豆花 weak-source founding article,Kaohsiung,Taiwan,Taiwan-side,food_blog,Jeremy Foodie,https://jeremyfoodie.tw/chung-hsiao-tofu-pudding/,food_history_article,Jeremy Foodie records 忠孝豆花 weak-source founding article with 豆花;甜湯 in Kaohsiung food context.,low,Food blog source Fifty-record top-up batch V; 200-row harvesting round checkpoint 4/4; source/date/brand key screened; not marker-split.,SRC_BATCH_V_011,candidate,Taiwan,Jeremy Foodie records 忠孝豆花 weak-source founding article with 豆花;甜湯 in Kaohsiung food context.,豆花;甜湯,高雄;臺灣,unknown,,https://jeremyfoodie.tw/chung-hsiao-tofu-pudding/,c6235031ba3472a6,BATCH_V_011,1,1.0000,0.0000,1,忠孝豆花 weak-source founding article,tertiary,0.4000,blog/review/social retrospective source,0.7600,0.0000,0.0000,0.0000,target_dish_absent_taiwan_context,target_dish_absent_taiwan_context,1955,0.0000
BATCH_U_023,1958,1958-01-01,1946-1987_taiwan_side_formation,老周冷熱飲 Kaohsiung old-flavor page,Kaohsiung,Taiwan,Taiwan-side,official_event_page,Kaohsiung Travel,https://khh.travel/zh-tw/event/news/4784/,official_old_flavor_profile,Kaohsiung old-flavor page states Lao Zhou hot/cold drink brand was founded in 1958 and preserves handmade traditional dessert ingredients.,medium,Official Kaohsiung old-flavor page; exact founding year. Fifty-record top-up batch U; 200-row harvesting round checkpoint 3/4; source/date/brand key screened; not marker-split.,SRC_BATCH_U_023,probable,Taiwan,Kaohsiung old-flavor page states Lao Zhou hot/cold drink brand was founded in 1958 and preserves handmade traditional dessert ingredients.,燒麻糬;麵茶粉,高雄;臺灣,unknown,,https://khh.travel/zh-tw/event/news/4784/,80289fdea3a5baf0,BATCH_U_023,1,1.0000,0.0000,1,老周冷熱飲 Kaohsiung old-flavor page,secondary,0.7000,official/media curated narrative source,0.9100,0.0000,0.0000,0.0000,target_dish_absent_taiwan_context,target_dish_absent_taiwan_context,1955,0.0000
MERGED_5ffd9f50c5d435,1957,1957-01-01,1946-1987_taiwan_side_formation,阿鳳浮水虱目魚羹,Tainan,Taiwan,Taiwan-side,official_tourism_profile,台南旅遊網,https://twtainan.net/zh-tw/shop/consume/1488/,old_shop_origin|floating_fish_thick_soup_technique,1957 Tainan Afeng floating milkfish thick soup old shop origin Baoan Road || 1957 Tainan Afeng milkfish belly back-meat paste floating thick soup technique boneless filling,medium,Official tourism page gives exact ROC year 46 founding and present family continuity. || Same official page explains the historical floating-fish-thick-soup form in enough detail to code as a preparation record.,TW_AFENG_1957_ORIGIN,probable,Taiwan-side,Official page says Lin Ye-aiyin founded Afeng floating milkfish thick soup in ROC year 46 on Baoan Road. || Official page says the soup used milkfish belly and back meat pounded into paste and dropped into boiling water so the fish-thick-soup pieces floated when cooked.,虱目魚羹,台南保安路小吃;台南虱目魚技法,,,https://twtainan.net/zh-tw/shop/consume/1488/,48e05f1597bfd881,TW_TN_1957_001;TW_TN_1957_002,2,1.0000,0.0000,1,阿鳳浮水虱目魚羹,secondary,0.7000,official/media curated narrative source,0.9100,0.0000,0.0000,0.0000,target_dish_absent_taiwan_context,target_dish_absent_taiwan_context,1955,0.0000
MERGED_c3dd3ec9d15578,1960,1960-01-01,1946-1987_taiwan_side_formation,鬍鬚張魯肉飯,Taipei,Taiwan,Taiwan-side,municipal_accessibility_listing,Taipei Friendly Store,https://friendlystore.taipei/index.php/property/7552/tw,brand_origin_corroboration,1960 Formosa Chang roadside stall traditional food Taiwanese food culture lu rou fan restaurant,high,Corroborates official brand timeline through a Taipei municipal-facing listing.,TW_FMSC_TAIPEI_1960,probable,Taiwan-side,Taipei listing says Formosa Chang was founded in 1960 from a roadside stall and aimed to promote Taiwanese food culture.,魯肉飯,台北雙連小吃,,,https://friendlystore.taipei/index.php/property/7552/tw,60fda82801dbc1df,TW_1960_002,1,0.9938,0.0062,12,鬍鬚張魯肉飯,secondary,0.7000,official/media curated narrative source,0.9057,1.0000,0.9057,1.0000,target_positive,,1960,1.0000
MERGED_2779fbc08b4c27,1960,1960-01-01,1946-1987_taiwan_side_formation,大溝頂虱目魚米粉湯,Kaohsiung,Taiwan,Taiwan-side,platform_food_listing,FonFood,https://www.fonfood.com/store/6632226,side_menu_marker,1960 Kaohsiung Yancheng milkfish rice noodle soup old breakfast shop rouzao rice side menu,medium,Not a rouzao-rice specialist but shows rouzao rice embedded in southern breakfast shop menu ecology.,TW_DAGOUDING_1960,probable,Taiwan-side,FonFood listing says the old Kaohsiung breakfast shop was founded in 1960 and lists rouzao rice among popular items.,肉燥飯,高雄鹽埕早餐小吃,,,https://www.fonfood.com/store/6632226,3d323cdddd13e8da,TW_1960_003,1,1.0000,0.0000,1,大溝頂虱目魚米粉湯,secondary,0.7000,default secondary classification,0.9100,1.0000,0.9100,1.0000,target_positive,,1960,1.0000
BATCH_V_008,1960,1960-01-01,1946-1987_taiwan_side_formation,大溝頂虱目魚米粉湯 platform founding card,Kaohsiung,Taiwan,Taiwan-side,restaurant_platform,FonFood,https://www.fonfood.com/store/875873,platform_listing,FonFood records 大溝頂虱目魚米粉湯 platform founding card with 虱目魚米粉湯;肉燥飯 in Kaohsiung food context.,low,Restaurant platform/relative history Fifty-record top-up batch V; 200-row harvesting round checkpoint 4/4; source/date/brand key screened; not marker-split.,SRC_BATCH_V_008,candidate,Taiwan,FonFood records 大溝頂虱目魚米粉湯 platform founding card with 虱目魚米粉湯;肉燥飯 in Kaohsiung food context.,虱目魚米粉湯;肉燥飯,高雄;臺灣,unknown,,https://www.fonfood.com/store/875873,eda7e5d616da36bd,BATCH_V_008,1,1.0000,0.0000,1,大溝頂虱目魚米粉湯 platform founding card,secondary,0.7000,default secondary classification,0.9100,1.0000,0.9100,1.0000,target_positive,,1960,1.0000
BATCH_R_002,1962,1962-01-01,1946-1987_taiwan_side_formation,福生小食店,Tainan,Taiwan,Taiwan-side,municipal_profile,Tainan Tourism food festival file,https://www.twtainan.net/file/1792,source_artifact_profile,福生小食店擁有五十年的老經驗，主要販售肉燥飯、香菇肉飯、魚酥飯以及各式新鮮魚料理。,low,Fifty-record top-up batch R; generated from 60-candidate source-artifact pool; existing source/date/brand keys skipped; not marker-split.,SRC_BATCH_R_002,candidate,Taiwan-side,福生小食店擁有五十年的老經驗，主要販售肉燥飯、香菇肉飯、魚酥飯以及各式新鮮魚料理。,肉燥飯;魚酥飯,Taiwan,,,https://www.twtainan.net/file/1792,561514fef9cda458,BATCH_R_002,1,1.0000,0.0000,2,福生小食店,secondary,0.7000,official/media curated narrative source,0.9100,1.0000,0.9100,1.0000,target_positive,,1960,1.0000
MERGED_d15927b7c7ef41,1963,1963-01-01,1946-1987_taiwan_side_formation,阿英排骨飯,Kaohsiung,Taiwan,Taiwan-side,food_blog_retrospective,高雄攻略 / 吃心絕對,https://khguide.com/%E9%98%BF%E8%8B%B1%E6%8E%92%E9%AA%A8%E9%A3%AF/,old_shop_menu_ecology,1963 Kaohsiung Yancheng Aying pork-chop rice founded ROC year 52 menu includes lu rou series,medium,Not a lu rou fan specialist; retained as Kaohsiung rice-menu ecology because source gives ROC year 52 founding and menu includes lu rou category.,TW_KHH_AYING_1963,probable,Taiwan-side,Source says Aying pork-chop rice in Yancheng was founded in ROC year 52 and shows a menu with lu rou / pork-chop / chicken-leg series.,魯肉,高雄鹽埕飯食小吃,,,https://khguide.com/%E9%98%BF%E8%8B%B1%E6%8E%92%E9%AA%A8%E9%A3%AF/,85ffe9eeb97dac77,TW_KHH_1963_001,1,1.0000,0.0000,1,阿英排骨飯,tertiary,0.4000,blog/review/social retrospective source,0.7600,1.0000,0.7600,1.0000,target_positive,,1960,1.0000
MERGED_6b2a063b2a8a97,1963,,1946-1987_taiwan_side_formation,光明街無名肉燥飯,Tainan,Taiwan,Taiwan-side,food_blog_retrospective,台南先生,https://www.mrtainan.com/2021/09/nnmpr.html,old_shop_origin_and_taste_semantics,1963 approximate Tainan Guangming Street nameless rouzao rice from roadside stall to shop three generations near sixty years non sweet Kaohsiung style rouzao rice,medium,Year inferred from 2021 source stating 58 years of operation; keep as approximate until registration or archive source is found.,TW_TN_GUANGMING_1963,probable,Taiwan-side,Source says the Guangming Street nameless rouzao rice shop moved from roadside stall to shop and had operated for 58 years by 2021; it describes non-sweet rouzao linked to the founder's Kaohsiung taste.,肉燥飯,高雄味進入台南早餐,,,https://www.mrtainan.com/2021/09/nnmpr.html,4a641c0781fb41ca,TW_TN_1963_001,1,1.0000,0.0000,1,光明街無名肉燥飯,tertiary,0.4000,blog/review/social retrospective source,0.7600,1.0000,0.7600,1.0000,target_positive,,1960,1.0000
BATCH_R_003,1963,1963-01-01,1946-1987_taiwan_side_formation,福生小食店 2013 food-festival profile,Tainan,Taiwan,Taiwan-side,municipal_profile,Tainan Tourism 2013 food festival,https://www.twtainan.net/zh-tw/Event/NewsDetail/2089,source_artifact_profile,福生小食店賣魚丸湯、肉燥飯、魚皮湯、虱目魚肚湯、肉燥米糕，做了五十年多。,low,Fifty-record top-up batch R; generated from 60-candidate source-artifact pool; existing source/date/brand keys skipped; not marker-split.,SRC_BATCH_R_003,candidate,Taiwan-side,福生小食店賣魚丸湯、肉燥飯、魚皮湯、虱目魚肚湯、肉燥米糕，做了五十年多。,肉燥飯;肉燥米糕,Taiwan,,,https://www.twtainan.net/zh-tw/Event/NewsDetail/2089,0fe08e06966604b1,BATCH_R_003,1,1.0000,0.0000,1,福生小食店 2013 food-festival profile,secondary,0.7000,official/media curated narrative source,0.9100,1.0000,0.9100,1.0000,target_positive,,1960,1.0000
BATCH_R_004,1963,1963-01-01,1946-1987_taiwan_side_formation,阿和肉燥飯,Tainan,Taiwan,Taiwan-side,municipal_profile,Tainan Tourism 2013 food festival,https://www.twtainan.net/zh-tw/Event/NewsDetail/2089,source_artifact_profile,阿和肉燥飯，台南市中西區府前路一段12號；老艾只要肉燥飯和虱目魚魚肚湯。,low,Fifty-record top-up batch R; generated from 60-candidate source-artifact pool; existing source/date/brand keys skipped; not marker-split.,SRC_BATCH_R_004,candidate,Taiwan-side,阿和肉燥飯，台南市中西區府前路一段12號；老艾只要肉燥飯和虱目魚魚肚湯。,肉燥飯,Taiwan,,,https://www.twtainan.net/zh-tw/Event/NewsDetail/2089,e53027d77faa482f,BATCH_R_004,1,1.0000,0.0000,2,阿和肉燥飯,secondary,0.7000,official/media curated narrative source,0.9100,1.0000,0.9100,1.0000,target_positive,,1960,1.0000
MERGED_c2e552795a6bc9,1964,1964-01-01,1946-1987_taiwan_side_formation,大港埔可口雞肉飯,Kaohsiung,Taiwan,Taiwan-side,food_blog_retrospective,捲捲和土豆拿鐵,https://nigi33.tw/2014-01-07-387/,meat_sauce_rice_comparator,1964 Kaohsiung Dagangpu Kokou chicken rice founded ROC year 53 chicken rice with optional rouzao hand-cut pork belly meat sauce,medium,Comparator for Kaohsiung meat-sauce-over-rice practice rather than rouzao-rice specialist origin.,TW_KHH_KOKOU_1964,probable,Taiwan-side,Source says Kokou chicken rice was founded in ROC year 53 and distinguishes chicken rice with or without added rouzao.,肉燥,高雄米飯小吃,,,https://nigi33.tw/2014-01-07-387/,21e6803d8d38a736,TW_KHH_1964_006,1,1.0000,0.0000,1,大港埔可口雞肉飯,tertiary,0.4000,blog/review/social retrospective source,0.7600,1.0000,0.7600,1.0000,target_positive,,1960,1.0000
MERGED_608b505b6c2073,1964,1964-01-01,1946-1987_taiwan_side_formation,彰化黑肉麵,Changhua,Taiwan,Taiwan-side,food_history_article,Ryori Taiwan,https://ryoritaiwan.fcdc.org.tw/columns/1151,menu_memory|retired_menu_marker,1964 Changhua black meat noodles father sold minced noodles wonton lu rou fan and rouzao rice before rib rice launch || 1964 Changhua old shop later stopped making lu rou fan and rouzao rice to focus on black meat noodles,high,Article gives oral-history details from second generation and states pre-1964 lu rou fan and rouzao rice menu memory. || Shows how rice dishes could be present in early menus and later removed as shop specialization changed.,TW_BLACKMEAT_1964_MENU,probable,Taiwan-side,Ryori Taiwan records family testimony that the father sold qiezai noodles wontons lu rou fan and rouzao rice before formally launching rib rice in 1964. || Source says later generations no longer prepared lu rou fan and rouzao rice and focused on black meat noodles.,滷肉飯;肉燥飯,彰化常民小吃,,,https://ryoritaiwan.fcdc.org.tw/columns/1151,3f4ee5d5a2a4f335,TW_CHH_1964_001;TW_1964_002,2,1.0000,0.0000,1,彰化黑肉麵,secondary,0.7000,default secondary classification,0.9100,1.0000,0.9100,1.0000,target_positive,,1960,1.0000
MERGED_190f4e25626475,1964,1964-01-01,1946-1987_taiwan_side_formation,青葉餐廳,Taipei,Taiwan,Taiwan-side,official_brand_history,Ching Yeh Food / 青葉飯擔,https://www.chinyeh-fandan.com.tw/pages/about,tai_cai_restaurantization,1964 Ching Yeh founder Shen Yun-ying founded Ching Yeh Restaurant first Taiwan Tai-cai banquet restaurant,high,Not lu rou fan-specific but important Taiwan-side Tai-cai restaurantization baseline.,TW_CHINGYEH_1964,probable,Taiwan-side,Official history says Ching Yeh Restaurant was founded in 1964 as Taiwan's first Tai-cai banquet restaurant.,台菜,台灣第一家台菜筵席餐廳,,,https://www.chinyeh-fandan.com.tw/pages/about,1079adbc5ad8d95c,TW_1964_001,1,1.0000,0.0000,1,青葉餐廳,secondary,0.7000,official/media curated narrative source,0.9100,1.0000,0.9100,1.0000,target_positive,,1960,1.0000
MERGED_65fa4caef0f150,1964,1964-01-01,1946-1987_taiwan_side_formation,石精臼擔仔麵,Tainan,Taiwan,Taiwan-side,local_news,RightMedia,https://www.right-media.news/archives/18114,old_shop_origin|rouzao_technique,1964 Tainan Chikan Tower area shijingjiu danzai noodles rouzao rice famous Taiwanese old taste || 1964 Tainan danzai noodles meat sauce fresh shoulder lean pork no water red shallot local garlic Taiwanese old taste,medium,Local news source explicitly links 1964 founding to Tainan old-taste food and rouzao rice. || Useful for coding rouzao as a technique crossing noodles and rice rather than only a named rice dish.,TW_SHIJINGJIU_1964_ORIGIN,probable,Taiwan-side,RightMedia says the shop was founded in 1964 and that danzai noodles and rouzao rice are famous Taiwanese old-taste foods near Chikan Tower. || Source says the danzai noodle technique depends on freshly stewed rouzao made without water and with local shallots and garlic.,肉燥飯;肉燥,台南赤崁樓小吃;台南古早味,,,https://www.right-media.news/archives/18114,500d2378dad6425f,TW_1964_003;TW_1964_004,2,1.0000,0.0000,1,石精臼擔仔麵,primary,1.0000,dated archive/newspaper/registry-like source,1.0600,1.0000,1.0600,1.0000,target_positive,,1960,1.0000
