search_id,source_id,query_terms,date_start,date_end,filters,result_count,earliest_hit_date,latest_hit_date,sample_hit_ids,search_url_or_command,notes
MANUAL_000228,UDNData,臺菜,1963-01-01,1963-12-31,"{""source_name"": ""UDNData""}",,,,,https://udndata.com/ndapp/udntag/finance/Search?keyword=%E8%87%BA%E8%8F%9C&from=19630101&to=19631231,manual restricted-archive search queue
MANUAL_000229,UDNData,臺菜,1964-01-01,1964-12-31,"{""source_name"": ""UDNData""}",,,,,https://udndata.com/ndapp/udntag/finance/Search?keyword=%E8%87%BA%E8%8F%9C&from=19640101&to=19641231,manual restricted-archive search queue
MANUAL_000230,UDNData,臺菜,1965-01-01,1965-12-31,"{""source_name"": ""UDNData""}",,,,,https://udndata.com/ndapp/udntag/finance/Search?keyword=%E8%87%BA%E8%8F%9C&from=19650101&to=19651231,manual restricted-archive search queue
MANUAL_000231,UDNData,臺菜,1966-01-01,1966-12-31,"{""source_name"": ""UDNData""}",,,,,https://udndata.com/ndapp/udntag/finance/Search?keyword=%E8%87%BA%E8%8F%9C&from=19660101&to=19661231,manual restricted-archive search queue
MANUAL_000232,UDNData,臺菜,1967-01-01,1967-12-31,"{""source_name"": ""UDNData""}",,,,,https://udndata.com/ndapp/udntag/finance/Search?keyword=%E8%87%BA%E8%8F%9C&from=19670101&to=19671231,manual restricted-archive search queue
MANUAL_000233,UDNData,臺菜,1968-01-01,1968-12-31,"{""source_name"": ""UDNData""}",,,,,https://udndata.com/ndapp/udntag/finance/Search?keyword=%E8%87%BA%E8%8F%9C&from=19680101&to=19681231,manual restricted-archive search queue
MANUAL_000234,UDNData,臺菜,1969-01-01,1969-12-31,"{""source_name"": ""UDNData""}",,,,,https://udndata.com/ndapp/udntag/finance/Search?keyword=%E8%87%BA%E8%8F%9C&from=19690101&to=19691231,manual restricted-archive search queue
MANUAL_000235,UDNData,臺菜,1970-01-01,1970-12-31,"{""source_name"": ""UDNData""}",,,,,https://udndata.com/ndapp/udntag/finance/Search?keyword=%E8%87%BA%E8%8F%9C&from=19700101&to=19701231,manual restricted-archive search queue
MANUAL_000236,UDNData,臺菜,1971-01-01,1971-12-31,"{""source_name"": ""UDNData""}",,,,,https://udndata.com/ndapp/udntag/finance/Search?keyword=%E8%87%BA%E8%8F%9C&from=19710101&to=19711231,manual restricted-archive search queue
MANUAL_000237,UDNData,臺菜,1972-01-01,1972-12-31,"{""source_name"": ""UDNData""}",,,,,https://udndata.com/ndapp/udntag/finance/Search?keyword=%E8%87%BA%E8%8F%9C&from=19720101&to=19721231,manual restricted-archive search queue
MANUAL_000238,UDNData,臺菜,1973-01-01,1973-12-31,"{""source_name"": ""UDNData""}",,,,,https://udndata.com/ndapp/udntag/finance/Search?keyword=%E8%87%BA%E8%8F%9C&from=19730101&to=19731231,manual restricted-archive search queue
MANUAL_000239,UDNData,臺菜,1974-01-01,1974-12-31,"{""source_name"": ""UDNData""}",,,,,https://udndata.com/ndapp/udntag/finance/Search?keyword=%E8%87%BA%E8%8F%9C&from=19740101&to=19741231,manual restricted-archive search queue
MANUAL_000240,UDNData,臺菜,1975-01-01,1975-12-31,"{""source_name"": ""UDNData""}",,,,,https://udndata.com/ndapp/udntag/finance/Search?keyword=%E8%87%BA%E8%8F%9C&from=19750101&to=19751231,manual restricted-archive search queue
MANUAL_000241,UDNData,臺菜,1976-01-01,1976-12-31,"{""source_name"": ""UDNData""}",,,,,https://udndata.com/ndapp/udntag/finance/Search?keyword=%E8%87%BA%E8%8F%9C&from=19760101&to=19761231,manual restricted-archive search queue
MANUAL_000242,UDNData,臺菜,1977-01-01,1977-12-31,"{""source_name"": ""UDNData""}",,,,,https://udndata.com/ndapp/udntag/finance/Search?keyword=%E8%87%BA%E8%8F%9C&from=19770101&to=19771231,manual restricted-archive search queue
MANUAL_000243,UDNData,臺菜,1978-01-01,1978-12-31,"{""source_name"": ""UDNData""}",,,,,https://udndata.com/ndapp/udntag/finance/Search?keyword=%E8%87%BA%E8%8F%9C&from=19780101&to=19781231,manual restricted-archive search queue
MANUAL_000244,UDNData,臺菜,1979-01-01,1979-12-31,"{""source_name"": ""UDNData""}",,,,,https://udndata.com/ndapp/udntag/finance/Search?keyword=%E8%87%BA%E8%8F%9C&from=19790101&to=19791231,manual restricted-archive search queue
MANUAL_000245,UDNData,臺菜,1980-01-01,1980-12-31,"{""source_name"": ""UDNData""}",,,,,https://udndata.com/ndapp/udntag/finance/Search?keyword=%E8%87%BA%E8%8F%9C&from=19800101&to=19801231,manual restricted-archive search queue
MANUAL_000246,UDNData,臺菜,1981-01-01,1981-12-31,"{""source_name"": ""UDNData""}",,,,,https://udndata.com/ndapp/udntag/finance/Search?keyword=%E8%87%BA%E8%8F%9C&from=19810101&to=19811231,manual restricted-archive search queue
MANUAL_000247,UDNData,臺菜,1982-01-01,1982-12-31,"{""source_name"": ""UDNData""}",,,,,https://udndata.com/ndapp/udntag/finance/Search?keyword=%E8%87%BA%E8%8F%9C&from=19820101&to=19821231,manual restricted-archive search queue
MANUAL_000248,UDNData,臺菜,1983-01-01,1983-12-31,"{""source_name"": ""UDNData""}",,,,,https://udndata.com/ndapp/udntag/finance/Search?keyword=%E8%87%BA%E8%8F%9C&from=19830101&to=19831231,manual restricted-archive search queue
MANUAL_000249,UDNData,臺菜,1984-01-01,1984-12-31,"{""source_name"": ""UDNData""}",,,,,https://udndata.com/ndapp/udntag/finance/Search?keyword=%E8%87%BA%E8%8F%9C&from=19840101&to=19841231,manual restricted-archive search queue
MANUAL_000250,UDNData,臺菜,1985-01-01,1985-12-31,"{""source_name"": ""UDNData""}",,,,,https://udndata.com/ndapp/udntag/finance/Search?keyword=%E8%87%BA%E8%8F%9C&from=19850101&to=19851231,manual restricted-archive search queue
MANUAL_000251,UDNData,臺菜,1986-01-01,1986-12-31,"{""source_name"": ""UDNData""}",,,,,https://udndata.com/ndapp/udntag/finance/Search?keyword=%E8%87%BA%E8%8F%9C&from=19860101&to=19861231,manual restricted-archive search queue
MANUAL_000252,UDNData,臺菜,1987-01-01,1987-12-31,"{""source_name"": ""UDNData""}",,,,,https://udndata.com/ndapp/udntag/finance/Search?keyword=%E8%87%BA%E8%8F%9C&from=19870101&to=19871231,manual restricted-archive search queue
MANUAL_000253,UDNData,小吃,1946-01-01,1946-12-31,"{""source_name"": ""UDNData""}",,,,,https://udndata.com/ndapp/udntag/finance/Search?keyword=%E5%B0%8F%E5%90%83&from=19460101&to=19461231,manual restricted-archive search queue
MANUAL_000254,UDNData,小吃,1947-01-01,1947-12-31,"{""source_name"": ""UDNData""}",,,,,https://udndata.com/ndapp/udntag/finance/Search?keyword=%E5%B0%8F%E5%90%83&from=19470101&to=19471231,manual restricted-archive search queue
MANUAL_000255,UDNData,小吃,1948-01-01,1948-12-31,"{""source_name"": ""UDNData""}",,,,,https://udndata.com/ndapp/udntag/finance/Search?keyword=%E5%B0%8F%E5%90%83&from=19480101&to=19481231,manual restricted-archive search queue
MANUAL_000256,UDNData,小吃,1949-01-01,1949-12-31,"{""source_name"": ""UDNData""}",,,,,https://udndata.com/ndapp/udntag/finance/Search?keyword=%E5%B0%8F%E5%90%83&from=19490101&to=19491231,manual restricted-archive search queue
MANUAL_000257,UDNData,小吃,1950-01-01,1950-12-31,"{""source_name"": ""UDNData""}",,,,,https://udndata.com/ndapp/udntag/finance/Search?keyword=%E5%B0%8F%E5%90%83&from=19500101&to=19501231,manual restricted-archive search queue
MANUAL_000258,UDNData,小吃,1951-01-01,1951-12-31,"{""source_name"": ""UDNData""}",,,,,https://udndata.com/ndapp/udntag/finance/Search?keyword=%E5%B0%8F%E5%90%83&from=19510101&to=19511231,manual restricted-archive search queue
MANUAL_000259,UDNData,小吃,1952-01-01,1952-12-31,"{""source_name"": ""UDNData""}",,,,,https://udndata.com/ndapp/udntag/finance/Search?keyword=%E5%B0%8F%E5%90%83&from=19520101&to=19521231,manual restricted-archive search queue
MANUAL_000260,UDNData,小吃,1953-01-01,1953-12-31,"{""source_name"": ""UDNData""}",,,,,https://udndata.com/ndapp/udntag/finance/Search?keyword=%E5%B0%8F%E5%90%83&from=19530101&to=19531231,manual restricted-archive search queue
MANUAL_000261,UDNData,小吃,1954-01-01,1954-12-31,"{""source_name"": ""UDNData""}",,,,,https://udndata.com/ndapp/udntag/finance/Search?keyword=%E5%B0%8F%E5%90%83&from=19540101&to=19541231,manual restricted-archive search queue
MANUAL_000262,UDNData,小吃,1955-01-01,1955-12-31,"{""source_name"": ""UDNData""}",,,,,https://udndata.com/ndapp/udntag/finance/Search?keyword=%E5%B0%8F%E5%90%83&from=19550101&to=19551231,manual restricted-archive search queue
MANUAL_000263,UDNData,小吃,1956-01-01,1956-12-31,"{""source_name"": ""UDNData""}",,,,,https://udndata.com/ndapp/udntag/finance/Search?keyword=%E5%B0%8F%E5%90%83&from=19560101&to=19561231,manual restricted-archive search queue
MANUAL_000264,UDNData,小吃,1957-01-01,1957-12-31,"{""source_name"": ""UDNData""}",,,,,https://udndata.com/ndapp/udntag/finance/Search?keyword=%E5%B0%8F%E5%90%83&from=19570101&to=19571231,manual restricted-archive search queue
MANUAL_000265,UDNData,小吃,1958-01-01,1958-12-31,"{""source_name"": ""UDNData""}",,,,,https://udndata.com/ndapp/udntag/finance/Search?keyword=%E5%B0%8F%E5%90%83&from=19580101&to=19581231,manual restricted-archive search queue
MANUAL_000266,UDNData,小吃,1959-01-01,1959-12-31,"{""source_name"": ""UDNData""}",,,,,https://udndata.com/ndapp/udntag/finance/Search?keyword=%E5%B0%8F%E5%90%83&from=19590101&to=19591231,manual restricted-archive search queue
MANUAL_000267,UDNData,小吃,1960-01-01,1960-12-31,"{""source_name"": ""UDNData""}",,,,,https://udndata.com/ndapp/udntag/finance/Search?keyword=%E5%B0%8F%E5%90%83&from=19600101&to=19601231,manual restricted-archive search queue
MANUAL_000268,UDNData,小吃,1961-01-01,1961-12-31,"{""source_name"": ""UDNData""}",,,,,https://udndata.com/ndapp/udntag/finance/Search?keyword=%E5%B0%8F%E5%90%83&from=19610101&to=19611231,manual restricted-archive search queue
MANUAL_000269,UDNData,小吃,1962-01-01,1962-12-31,"{""source_name"": ""UDNData""}",,,,,https://udndata.com/ndapp/udntag/finance/Search?keyword=%E5%B0%8F%E5%90%83&from=19620101&to=19621231,manual restricted-archive search queue
MANUAL_000270,UDNData,小吃,1963-01-01,1963-12-31,"{""source_name"": ""UDNData""}",,,,,https://udndata.com/ndapp/udntag/finance/Search?keyword=%E5%B0%8F%E5%90%83&from=19630101&to=19631231,manual restricted-archive search queue
MANUAL_000271,UDNData,小吃,1964-01-01,1964-12-31,"{""source_name"": ""UDNData""}",,,,,https://udndata.com/ndapp/udntag/finance/Search?keyword=%E5%B0%8F%E5%90%83&from=19640101&to=19641231,manual restricted-archive search queue
MANUAL_000272,UDNData,小吃,1965-01-01,1965-12-31,"{""source_name"": ""UDNData""}",,,,,https://udndata.com/ndapp/udntag/finance/Search?keyword=%E5%B0%8F%E5%90%83&from=19650101&to=19651231,manual restricted-archive search queue
MANUAL_000273,UDNData,小吃,1966-01-01,1966-12-31,"{""source_name"": ""UDNData""}",,,,,https://udndata.com/ndapp/udntag/finance/Search?keyword=%E5%B0%8F%E5%90%83&from=19660101&to=19661231,manual restricted-archive search queue
MANUAL_000274,UDNData,小吃,1967-01-01,1967-12-31,"{""source_name"": ""UDNData""}",,,,,https://udndata.com/ndapp/udntag/finance/Search?keyword=%E5%B0%8F%E5%90%83&from=19670101&to=19671231,manual restricted-archive search queue
MANUAL_000275,UDNData,小吃,1968-01-01,1968-12-31,"{""source_name"": ""UDNData""}",,,,,https://udndata.com/ndapp/udntag/finance/Search?keyword=%E5%B0%8F%E5%90%83&from=19680101&to=19681231,manual restricted-archive search queue
MANUAL_000276,UDNData,小吃,1969-01-01,1969-12-31,"{""source_name"": ""UDNData""}",,,,,https://udndata.com/ndapp/udntag/finance/Search?keyword=%E5%B0%8F%E5%90%83&from=19690101&to=19691231,manual restricted-archive search queue
MANUAL_000277,UDNData,小吃,1970-01-01,1970-12-31,"{""source_name"": ""UDNData""}",,,,,https://udndata.com/ndapp/udntag/finance/Search?keyword=%E5%B0%8F%E5%90%83&from=19700101&to=19701231,manual restricted-archive search queue
MANUAL_000278,UDNData,小吃,1971-01-01,1971-12-31,"{""source_name"": ""UDNData""}",,,,,https://udndata.com/ndapp/udntag/finance/Search?keyword=%E5%B0%8F%E5%90%83&from=19710101&to=19711231,manual restricted-archive search queue
MANUAL_000279,UDNData,小吃,1972-01-01,1972-12-31,"{""source_name"": ""UDNData""}",,,,,https://udndata.com/ndapp/udntag/finance/Search?keyword=%E5%B0%8F%E5%90%83&from=19720101&to=19721231,manual restricted-archive search queue
MANUAL_000280,UDNData,小吃,1973-01-01,1973-12-31,"{""source_name"": ""UDNData""}",,,,,https://udndata.com/ndapp/udntag/finance/Search?keyword=%E5%B0%8F%E5%90%83&from=19730101&to=19731231,manual restricted-archive search queue
MANUAL_000281,UDNData,小吃,1974-01-01,1974-12-31,"{""source_name"": ""UDNData""}",,,,,https://udndata.com/ndapp/udntag/finance/Search?keyword=%E5%B0%8F%E5%90%83&from=19740101&to=19741231,manual restricted-archive search queue
MANUAL_000282,UDNData,小吃,1975-01-01,1975-12-31,"{""source_name"": ""UDNData""}",,,,,https://udndata.com/ndapp/udntag/finance/Search?keyword=%E5%B0%8F%E5%90%83&from=19750101&to=19751231,manual restricted-archive search queue
MANUAL_000283,UDNData,小吃,1976-01-01,1976-12-31,"{""source_name"": ""UDNData""}",,,,,https://udndata.com/ndapp/udntag/finance/Search?keyword=%E5%B0%8F%E5%90%83&from=19760101&to=19761231,manual restricted-archive search queue
MANUAL_000284,UDNData,小吃,1977-01-01,1977-12-31,"{""source_name"": ""UDNData""}",,,,,https://udndata.com/ndapp/udntag/finance/Search?keyword=%E5%B0%8F%E5%90%83&from=19770101&to=19771231,manual restricted-archive search queue
MANUAL_000285,UDNData,小吃,1978-01-01,1978-12-31,"{""source_name"": ""UDNData""}",,,,,https://udndata.com/ndapp/udntag/finance/Search?keyword=%E5%B0%8F%E5%90%83&from=19780101&to=19781231,manual restricted-archive search queue
MANUAL_000286,UDNData,小吃,1979-01-01,1979-12-31,"{""source_name"": ""UDNData""}",,,,,https://udndata.com/ndapp/udntag/finance/Search?keyword=%E5%B0%8F%E5%90%83&from=19790101&to=19791231,manual restricted-archive search queue
MANUAL_000287,UDNData,小吃,1980-01-01,1980-12-31,"{""source_name"": ""UDNData""}",,,,,https://udndata.com/ndapp/udntag/finance/Search?keyword=%E5%B0%8F%E5%90%83&from=19800101&to=19801231,manual restricted-archive search queue
MANUAL_000288,UDNData,小吃,1981-01-01,1981-12-31,"{""source_name"": ""UDNData""}",,,,,https://udndata.com/ndapp/udntag/finance/Search?keyword=%E5%B0%8F%E5%90%83&from=19810101&to=19811231,manual restricted-archive search queue
MANUAL_000289,UDNData,小吃,1982-01-01,1982-12-31,"{""source_name"": ""UDNData""}",,,,,https://udndata.com/ndapp/udntag/finance/Search?keyword=%E5%B0%8F%E5%90%83&from=19820101&to=19821231,manual restricted-archive search queue
MANUAL_000290,UDNData,小吃,1983-01-01,1983-12-31,"{""source_name"": ""UDNData""}",,,,,https://udndata.com/ndapp/udntag/finance/Search?keyword=%E5%B0%8F%E5%90%83&from=19830101&to=19831231,manual restricted-archive search queue
MANUAL_000291,UDNData,小吃,1984-01-01,1984-12-31,"{""source_name"": ""UDNData""}",,,,,https://udndata.com/ndapp/udntag/finance/Search?keyword=%E5%B0%8F%E5%90%83&from=19840101&to=19841231,manual restricted-archive search queue
MANUAL_000292,UDNData,小吃,1985-01-01,1985-12-31,"{""source_name"": ""UDNData""}",,,,,https://udndata.com/ndapp/udntag/finance/Search?keyword=%E5%B0%8F%E5%90%83&from=19850101&to=19851231,manual restricted-archive search queue
MANUAL_000293,UDNData,小吃,1986-01-01,1986-12-31,"{""source_name"": ""UDNData""}",,,,,https://udndata.com/ndapp/udntag/finance/Search?keyword=%E5%B0%8F%E5%90%83&from=19860101&to=19861231,manual restricted-archive search queue
MANUAL_000294,UDNData,小吃,1987-01-01,1987-12-31,"{""source_name"": ""UDNData""}",,,,,https://udndata.com/ndapp/udntag/finance/Search?keyword=%E5%B0%8F%E5%90%83&from=19870101&to=19871231,manual restricted-archive search queue
MANUAL_000295,UDNData,夜市,1946-01-01,1946-12-31,"{""source_name"": ""UDNData""}",,,,,https://udndata.com/ndapp/udntag/finance/Search?keyword=%E5%A4%9C%E5%B8%82&from=19460101&to=19461231,manual restricted-archive search queue
MANUAL_000296,UDNData,夜市,1947-01-01,1947-12-31,"{""source_name"": ""UDNData""}",,,,,https://udndata.com/ndapp/udntag/finance/Search?keyword=%E5%A4%9C%E5%B8%82&from=19470101&to=19471231,manual restricted-archive search queue
MANUAL_000297,UDNData,夜市,1948-01-01,1948-12-31,"{""source_name"": ""UDNData""}",,,,,https://udndata.com/ndapp/udntag/finance/Search?keyword=%E5%A4%9C%E5%B8%82&from=19480101&to=19481231,manual restricted-archive search queue
MANUAL_000298,UDNData,夜市,1949-01-01,1949-12-31,"{""source_name"": ""UDNData""}",,,,,https://udndata.com/ndapp/udntag/finance/Search?keyword=%E5%A4%9C%E5%B8%82&from=19490101&to=19491231,manual restricted-archive search queue
MANUAL_000299,UDNData,夜市,1950-01-01,1950-12-31,"{""source_name"": ""UDNData""}",,,,,https://udndata.com/ndapp/udntag/finance/Search?keyword=%E5%A4%9C%E5%B8%82&from=19500101&to=19501231,manual restricted-archive search queue
MANUAL_000300,UDNData,夜市,1951-01-01,1951-12-31,"{""source_name"": ""UDNData""}",,,,,https://udndata.com/ndapp/udntag/finance/Search?keyword=%E5%A4%9C%E5%B8%82&from=19510101&to=19511231,manual restricted-archive search queue
MANUAL_000301,UDNData,夜市,1952-01-01,1952-12-31,"{""source_name"": ""UDNData""}",,,,,https://udndata.com/ndapp/udntag/finance/Search?keyword=%E5%A4%9C%E5%B8%82&from=19520101&to=19521231,manual restricted-archive search queue
MANUAL_000302,UDNData,夜市,1953-01-01,1953-12-31,"{""source_name"": ""UDNData""}",,,,,https://udndata.com/ndapp/udntag/finance/Search?keyword=%E5%A4%9C%E5%B8%82&from=19530101&to=19531231,manual restricted-archive search queue
MANUAL_000303,UDNData,夜市,1954-01-01,1954-12-31,"{""source_name"": ""UDNData""}",,,,,https://udndata.com/ndapp/udntag/finance/Search?keyword=%E5%A4%9C%E5%B8%82&from=19540101&to=19541231,manual restricted-archive search queue
MANUAL_000304,UDNData,夜市,1955-01-01,1955-12-31,"{""source_name"": ""UDNData""}",,,,,https://udndata.com/ndapp/udntag/finance/Search?keyword=%E5%A4%9C%E5%B8%82&from=19550101&to=19551231,manual restricted-archive search queue
MANUAL_000305,UDNData,夜市,1956-01-01,1956-12-31,"{""source_name"": ""UDNData""}",,,,,https://udndata.com/ndapp/udntag/finance/Search?keyword=%E5%A4%9C%E5%B8%82&from=19560101&to=19561231,manual restricted-archive search queue
MANUAL_000306,UDNData,夜市,1957-01-01,1957-12-31,"{""source_name"": ""UDNData""}",,,,,https://udndata.com/ndapp/udntag/finance/Search?keyword=%E5%A4%9C%E5%B8%82&from=19570101&to=19571231,manual restricted-archive search queue
MANUAL_000307,UDNData,夜市,1958-01-01,1958-12-31,"{""source_name"": ""UDNData""}",,,,,https://udndata.com/ndapp/udntag/finance/Search?keyword=%E5%A4%9C%E5%B8%82&from=19580101&to=19581231,manual restricted-archive search queue
MANUAL_000308,UDNData,夜市,1959-01-01,1959-12-31,"{""source_name"": ""UDNData""}",,,,,https://udndata.com/ndapp/udntag/finance/Search?keyword=%E5%A4%9C%E5%B8%82&from=19590101&to=19591231,manual restricted-archive search queue
MANUAL_000309,UDNData,夜市,1960-01-01,1960-12-31,"{""source_name"": ""UDNData""}",,,,,https://udndata.com/ndapp/udntag/finance/Search?keyword=%E5%A4%9C%E5%B8%82&from=19600101&to=19601231,manual restricted-archive search queue
MANUAL_000310,UDNData,夜市,1961-01-01,1961-12-31,"{""source_name"": ""UDNData""}",,,,,https://udndata.com/ndapp/udntag/finance/Search?keyword=%E5%A4%9C%E5%B8%82&from=19610101&to=19611231,manual restricted-archive search queue
MANUAL_000311,UDNData,夜市,1962-01-01,1962-12-31,"{""source_name"": ""UDNData""}",,,,,https://udndata.com/ndapp/udntag/finance/Search?keyword=%E5%A4%9C%E5%B8%82&from=19620101&to=19621231,manual restricted-archive search queue
MANUAL_000312,UDNData,夜市,1963-01-01,1963-12-31,"{""source_name"": ""UDNData""}",,,,,https://udndata.com/ndapp/udntag/finance/Search?keyword=%E5%A4%9C%E5%B8%82&from=19630101&to=19631231,manual restricted-archive search queue
MANUAL_000313,UDNData,夜市,1964-01-01,1964-12-31,"{""source_name"": ""UDNData""}",,,,,https://udndata.com/ndapp/udntag/finance/Search?keyword=%E5%A4%9C%E5%B8%82&from=19640101&to=19641231,manual restricted-archive search queue
MANUAL_000314,UDNData,夜市,1965-01-01,1965-12-31,"{""source_name"": ""UDNData""}",,,,,https://udndata.com/ndapp/udntag/finance/Search?keyword=%E5%A4%9C%E5%B8%82&from=19650101&to=19651231,manual restricted-archive search queue
MANUAL_000315,UDNData,夜市,1966-01-01,1966-12-31,"{""source_name"": ""UDNData""}",,,,,https://udndata.com/ndapp/udntag/finance/Search?keyword=%E5%A4%9C%E5%B8%82&from=19660101&to=19661231,manual restricted-archive search queue
MANUAL_000316,UDNData,夜市,1967-01-01,1967-12-31,"{""source_name"": ""UDNData""}",,,,,https://udndata.com/ndapp/udntag/finance/Search?keyword=%E5%A4%9C%E5%B8%82&from=19670101&to=19671231,manual restricted-archive search queue
MANUAL_000317,UDNData,夜市,1968-01-01,1968-12-31,"{""source_name"": ""UDNData""}",,,,,https://udndata.com/ndapp/udntag/finance/Search?keyword=%E5%A4%9C%E5%B8%82&from=19680101&to=19681231,manual restricted-archive search queue
MANUAL_000318,UDNData,夜市,1969-01-01,1969-12-31,"{""source_name"": ""UDNData""}",,,,,https://udndata.com/ndapp/udntag/finance/Search?keyword=%E5%A4%9C%E5%B8%82&from=19690101&to=19691231,manual restricted-archive search queue
MANUAL_000319,UDNData,夜市,1970-01-01,1970-12-31,"{""source_name"": ""UDNData""}",,,,,https://udndata.com/ndapp/udntag/finance/Search?keyword=%E5%A4%9C%E5%B8%82&from=19700101&to=19701231,manual restricted-archive search queue
MANUAL_000320,UDNData,夜市,1971-01-01,1971-12-31,"{""source_name"": ""UDNData""}",,,,,https://udndata.com/ndapp/udntag/finance/Search?keyword=%E5%A4%9C%E5%B8%82&from=19710101&to=19711231,manual restricted-archive search queue
MANUAL_000321,UDNData,夜市,1972-01-01,1972-12-31,"{""source_name"": ""UDNData""}",,,,,https://udndata.com/ndapp/udntag/finance/Search?keyword=%E5%A4%9C%E5%B8%82&from=19720101&to=19721231,manual restricted-archive search queue
MANUAL_000322,UDNData,夜市,1973-01-01,1973-12-31,"{""source_name"": ""UDNData""}",,,,,https://udndata.com/ndapp/udntag/finance/Search?keyword=%E5%A4%9C%E5%B8%82&from=19730101&to=19731231,manual restricted-archive search queue
MANUAL_000323,UDNData,夜市,1974-01-01,1974-12-31,"{""source_name"": ""UDNData""}",,,,,https://udndata.com/ndapp/udntag/finance/Search?keyword=%E5%A4%9C%E5%B8%82&from=19740101&to=19741231,manual restricted-archive search queue
MANUAL_000324,UDNData,夜市,1975-01-01,1975-12-31,"{""source_name"": ""UDNData""}",,,,,https://udndata.com/ndapp/udntag/finance/Search?keyword=%E5%A4%9C%E5%B8%82&from=19750101&to=19751231,manual restricted-archive search queue
MANUAL_000325,UDNData,夜市,1976-01-01,1976-12-31,"{""source_name"": ""UDNData""}",,,,,https://udndata.com/ndapp/udntag/finance/Search?keyword=%E5%A4%9C%E5%B8%82&from=19760101&to=19761231,manual restricted-archive search queue
MANUAL_000326,UDNData,夜市,1977-01-01,1977-12-31,"{""source_name"": ""UDNData""}",,,,,https://udndata.com/ndapp/udntag/finance/Search?keyword=%E5%A4%9C%E5%B8%82&from=19770101&to=19771231,manual restricted-archive search queue
MANUAL_000327,UDNData,夜市,1978-01-01,1978-12-31,"{""source_name"": ""UDNData""}",,,,,https://udndata.com/ndapp/udntag/finance/Search?keyword=%E5%A4%9C%E5%B8%82&from=19780101&to=19781231,manual restricted-archive search queue
MANUAL_000328,UDNData,夜市,1979-01-01,1979-12-31,"{""source_name"": ""UDNData""}",,,,,https://udndata.com/ndapp/udntag/finance/Search?keyword=%E5%A4%9C%E5%B8%82&from=19790101&to=19791231,manual restricted-archive search queue
MANUAL_000329,UDNData,夜市,1980-01-01,1980-12-31,"{""source_name"": ""UDNData""}",,,,,https://udndata.com/ndapp/udntag/finance/Search?keyword=%E5%A4%9C%E5%B8%82&from=19800101&to=19801231,manual restricted-archive search queue
MANUAL_000330,UDNData,夜市,1981-01-01,1981-12-31,"{""source_name"": ""UDNData""}",,,,,https://udndata.com/ndapp/udntag/finance/Search?keyword=%E5%A4%9C%E5%B8%82&from=19810101&to=19811231,manual restricted-archive search queue
MANUAL_000331,UDNData,夜市,1982-01-01,1982-12-31,"{""source_name"": ""UDNData""}",,,,,https://udndata.com/ndapp/udntag/finance/Search?keyword=%E5%A4%9C%E5%B8%82&from=19820101&to=19821231,manual restricted-archive search queue
MANUAL_000332,UDNData,夜市,1983-01-01,1983-12-31,"{""source_name"": ""UDNData""}",,,,,https://udndata.com/ndapp/udntag/finance/Search?keyword=%E5%A4%9C%E5%B8%82&from=19830101&to=19831231,manual restricted-archive search queue
MANUAL_000333,UDNData,夜市,1984-01-01,1984-12-31,"{""source_name"": ""UDNData""}",,,,,https://udndata.com/ndapp/udntag/finance/Search?keyword=%E5%A4%9C%E5%B8%82&from=19840101&to=19841231,manual restricted-archive search queue
MANUAL_000334,UDNData,夜市,1985-01-01,1985-12-31,"{""source_name"": ""UDNData""}",,,,,https://udndata.com/ndapp/udntag/finance/Search?keyword=%E5%A4%9C%E5%B8%82&from=19850101&to=19851231,manual restricted-archive search queue
MANUAL_000335,UDNData,夜市,1986-01-01,1986-12-31,"{""source_name"": ""UDNData""}",,,,,https://udndata.com/ndapp/udntag/finance/Search?keyword=%E5%A4%9C%E5%B8%82&from=19860101&to=19861231,manual restricted-archive search queue
MANUAL_000336,UDNData,夜市,1987-01-01,1987-12-31,"{""source_name"": ""UDNData""}",,,,,https://udndata.com/ndapp/udntag/finance/Search?keyword=%E5%A4%9C%E5%B8%82&from=19870101&to=19871231,manual restricted-archive search queue
MANUAL_000337,ChinaTimes,魯肉飯,1946-01-01,1946-12-31,"{""source_name"": ""ChinaTimes""}",,,,,https://cshopping.chinatimes.com/search.aspx?keyword=%E9%AD%AF%E8%82%89%E9%A3%AF&year=1946,manual restricted-archive search queue
MANUAL_000338,ChinaTimes,魯肉飯,1947-01-01,1947-12-31,"{""source_name"": ""ChinaTimes""}",,,,,https://cshopping.chinatimes.com/search.aspx?keyword=%E9%AD%AF%E8%82%89%E9%A3%AF&year=1947,manual restricted-archive search queue
MANUAL_000339,ChinaTimes,魯肉飯,1948-01-01,1948-12-31,"{""source_name"": ""ChinaTimes""}",,,,,https://cshopping.chinatimes.com/search.aspx?keyword=%E9%AD%AF%E8%82%89%E9%A3%AF&year=1948,manual restricted-archive search queue
MANUAL_000340,ChinaTimes,魯肉飯,1949-01-01,1949-12-31,"{""source_name"": ""ChinaTimes""}",,,,,https://cshopping.chinatimes.com/search.aspx?keyword=%E9%AD%AF%E8%82%89%E9%A3%AF&year=1949,manual restricted-archive search queue
MANUAL_000341,ChinaTimes,魯肉飯,1950-01-01,1950-12-31,"{""source_name"": ""ChinaTimes""}",,,,,https://cshopping.chinatimes.com/search.aspx?keyword=%E9%AD%AF%E8%82%89%E9%A3%AF&year=1950,manual restricted-archive search queue
