period,five_year_bin,corridor,semantic_family,taiwan_marker_frame,discourse_frame,row_count,weight_sum,binding_index,positive_rate_weighted,positive_rate_rows,primary_rows,secondary_rows,tertiary_rows,unique_sources,first_year,last_year
1946-1987_taiwan_side_formation,1980,Taiwan-side,taiwanese_cuisine_label,explicit_taiwan,official_tourism_memory,1,0.76,1.0,1.0,1.0,0,0,1,1,1981,1981
1946-1987_taiwan_side_formation,1980,Taiwan-side,taiwanese_cuisine_label,explicit_taiwan,other_discourse,1,0.91,1.0,1.0,1.0,0,1,0,1,1980,1980
1946-1987_taiwan_side_formation,1980,Taiwan-side,tea_drink_breakfast,explicit_taiwan,brand_or_platform_listing,1,0.91,1.0,1.0,1.0,0,1,0,1,1983,1983
1946-1987_taiwan_side_formation,1980,unknown,taiwan_context_without_target_dish,explicit_taiwan,brand_or_platform_listing,1,0.76,0.0,0.0,0.0,0,0,1,1,1980,1980
1946-1987_taiwan_side_formation,1980,unknown,taiwan_context_without_target_dish,explicit_taiwan,consumer_or_retrospective_web,1,0.5691,0.0,0.0,0.0,0,0,1,1,1980,1980
1946-1987_taiwan_side_formation,1980,unknown,taiwan_context_without_target_dish,explicit_taiwan,archival_ad_or_news,2,1.8963999999999999,0.0,0.0,0.0,2,0,0,2,1982,1982
1946-1987_taiwan_side_formation,1980,unknown,taiwan_context_without_target_dish,explicit_taiwan,other_discourse,2,1.82,0.0,0.0,0.0,0,2,0,2,1980,1981
1946-1987_taiwan_side_formation,1985,Japan,lurou_rouzao_core,explicit_taiwan,other_discourse,1,0.91,1.0,1.0,1.0,0,1,0,1,1986,1986
1946-1987_taiwan_side_formation,1985,Japan,other_food_or_memory,explicit_taiwan,other_discourse,1,0.91,1.0,1.0,1.0,0,1,0,1,1986,1986
1946-1987_taiwan_side_formation,1985,Japan,taiwanese_cuisine_label,explicit_taiwan,brand_or_platform_listing,1,0.91,1.0,1.0,1.0,0,1,0,1,1987,1987
1946-1987_taiwan_side_formation,1985,Japan,taiwanese_cuisine_label,explicit_taiwan,other_discourse,1,0.91,1.0,1.0,1.0,0,1,0,1,1987,1987
1946-1987_taiwan_side_formation,1985,Mainland China,noodle_soup_general,explicit_taiwan,brand_or_platform_listing,1,0.91,1.0,1.0,1.0,0,1,0,1,1987,1987
1946-1987_taiwan_side_formation,1985,Mainland China,taiwan_context_without_target_dish,explicit_taiwan,archival_ad_or_news,13,13.780000000000003,0.0,0.0,0.0,13,0,0,5,1987,1987
1946-1987_taiwan_side_formation,1985,North America,other_food_or_memory,explicit_taiwan,archival_ad_or_news,2,1.9409,1.0,1.0,1.0,2,0,0,2,1985,1987
1946-1987_taiwan_side_formation,1985,North America,other_food_or_memory,explicit_taiwan,other_discourse,3,2.73,1.0,1.0,1.0,0,3,0,3,1985,1987
1946-1987_taiwan_side_formation,1985,North America,taiwan_context_without_target_dish,explicit_taiwan,other_discourse,1,0.91,0.0,0.0,0.0,0,1,0,1,1985,1985
1946-1987_taiwan_side_formation,1985,North America,taiwanese_cuisine_label,explicit_taiwan,archival_ad_or_news,3,2.7009,1.0,1.0,1.0,2,0,1,3,1985,1987
1987-2015_cross_strait_diffusion,1985,Singapore,other_food_or_memory,explicit_taiwan,archival_ad_or_news,1,1.06,1.0,1.0,1.0,1,0,0,1,1988,1988
1946-1987_taiwan_side_formation,1985,Singapore,other_food_or_memory,explicit_taiwan,archival_ad_or_news,9,7.6369,1.0,1.0,1.0,9,0,0,9,1986,1987
1946-1987_taiwan_side_formation,1985,Singapore,taiwan_porridge,explicit_taiwan,other_discourse,1,0.91,1.0,1.0,1.0,0,1,0,1,1987,1987
1987-2015_cross_strait_diffusion,1985,Singapore,taiwan_porridge,explicit_taiwan,archival_ad_or_news,16,16.1078,1.0,1.0,1.0,16,0,0,4,1988,1989
1946-1987_taiwan_side_formation,1985,Singapore,taiwan_porridge,explicit_taiwan,archival_ad_or_news,27,26.281999999999996,1.0,1.0,1.0,27,0,0,15,1985,1987
1946-1987_taiwan_side_formation,1985,Singapore,taiwanese_cuisine_label,explicit_taiwan,archival_ad_or_news,3,2.6695,1.0,1.0,1.0,3,0,0,3,1985,1986
1987-2015_cross_strait_diffusion,1985,Singapore,taiwanese_cuisine_label,explicit_taiwan,archival_ad_or_news,3,3.18,1.0,1.0,1.0,3,0,0,3,1988,1989
1946-1987_taiwan_side_formation,1985,Singapore,tea_drink_breakfast,explicit_taiwan,archival_ad_or_news,10,9.1409,1.0,1.0,1.0,10,0,0,6,1985,1986
1946-1987_taiwan_side_formation,1985,Taiwan-side,lurou_rouzao_core,explicit_taiwan,other_discourse,1,0.91,1.0,1.0,1.0,0,1,0,1,1986,1986
1946-1987_taiwan_side_formation,1985,Taiwan-side,lurou_rouzao_core,other_taiwan_marker,other_discourse,1,0.6159,1.0,1.0,1.0,0,0,1,1,1987,1987
1946-1987_taiwan_side_formation,1985,Taiwan-side,lurou_rouzao_core,other_taiwan_place,other_discourse,1,0.76,1.0,1.0,1.0,0,0,1,1,1986,1986
1946-1987_taiwan_side_formation,1985,Taiwan-side,lurou_rouzao_core,south_taiwan_place,other_discourse,1,0.76,1.0,1.0,1.0,0,0,1,1,1986,1986
1979-1987_brand_formalization_and_reopening,1985,Taiwan-side,lurou_rouzao_core,no_explicit_taiwan_marker,brand_or_platform_listing,1,0.8104,0.0,0.0,0.0,0,1,0,1,1986,1986
1979-1987_brand_formalization_and_reopening,1985,Taiwan-side,taiwanese_cuisine_label,no_explicit_taiwan_marker,archival_ad_or_news,1,0.76,0.0,0.0,0.0,0,0,1,1,1987,1987
1946-1987_taiwan_side_formation,1985,Taiwan-side,tea_drink_breakfast,explicit_taiwan,consumer_or_retrospective_web,1,0.6686,1.0,1.0,1.0,0,1,0,1,1987,1987
1946-1987_taiwan_side_formation,1985,Taiwan-side,tea_drink_breakfast,explicit_taiwan,other_discourse,1,0.6686,1.0,1.0,1.0,0,1,0,1,1986,1986
1946-1987_taiwan_side_formation,1985,Taiwan-side,tea_drink_breakfast,south_taiwan_place,brand_or_platform_listing,1,0.91,1.0,1.0,1.0,0,1,0,1,1986,1986
1946-1987_taiwan_side_formation,1985,unknown,taiwan_context_without_target_dish,explicit_taiwan,other_discourse,1,0.91,0.0,0.0,0.0,0,1,0,1,1985,1985
1946-1987_taiwan_side_formation,1985,unknown,taiwan_context_without_target_dish,explicit_taiwan,archival_ad_or_news,2,2.0324,0.0,0.0,0.0,2,0,0,2,1986,1987
1987-2015_cross_strait_diffusion,1990,Singapore,other_food_or_memory,explicit_taiwan,archival_ad_or_news,13,13.780000000000003,1.0,1.0,1.0,13,0,0,3,1992,1994
1987-2015_cross_strait_diffusion,1990,Singapore,taiwan_porridge,explicit_taiwan,archival_ad_or_news,15,15.900000000000004,1.0,1.0,1.0,15,0,0,10,1992,1994
1987-2015_cross_strait_diffusion,1990,Singapore,taiwanese_cuisine_label,explicit_taiwan,archival_ad_or_news,3,2.8764,1.0,1.0,1.0,3,0,0,3,1990,1994
1987-2015_cross_strait_diffusion,1990,Singapore,tea_drink_breakfast,explicit_taiwan,archival_ad_or_news,14,14.840000000000003,1.0,1.0,1.0,14,0,0,3,1990,1994
1988-2001_cross_strait_mobility,1990,Taiwan-side,lurou_rouzao_core,no_explicit_taiwan_marker,brand_or_platform_listing,1,0.8102,0.0,0.0,0.0,0,1,0,1,1993,1993
1987-2015_cross_strait_diffusion,1990,Taiwan-side,other_food_or_memory,explicit_taiwan,archival_ad_or_news,1,1.06,1.0,1.0,1.0,1,0,0,1,1993,1993
1987-2015_cross_strait_diffusion,1990,Taiwan-side,other_food_or_memory,explicit_taiwan,official_event_or_open_data,1,0.76,1.0,1.0,1.0,0,0,1,1,1990,1990
1987-2015_cross_strait_diffusion,1990,Taiwan-side,taiwanese_cuisine_label,explicit_taiwan,archival_ad_or_news,1,1.06,1.0,1.0,1.0,1,0,0,1,1993,1993
1988-2001_cross_strait_mobility,1990,Taiwan-side,tea_drink_breakfast,explicit_taiwan,other_discourse,1,0.91,1.0,1.0,1.0,0,1,0,1,1994,1994
1988-2001_cross_strait_mobility,1995,Hong Kong,tea_drink_breakfast,explicit_taiwan,other_discourse,1,0.91,1.0,1.0,1.0,0,1,0,1,1996,1996
1988-2001_cross_strait_mobility,1995,North China,other_food_or_memory,explicit_taiwan,other_discourse,1,0.91,1.0,1.0,1.0,0,1,0,1,1998,1998
1988-2001_cross_strait_mobility,1995,North China,other_food_or_memory,no_explicit_taiwan_marker,other_discourse,1,0.91,0.0,0.0,0.0,0,1,0,1,1998,1998
1987-2015_cross_strait_diffusion,1995,Singapore,other_food_or_memory,explicit_taiwan,archival_ad_or_news,1,1.06,1.0,1.0,1.0,1,0,0,1,1999,1999
1987-2015_cross_strait_diffusion,1995,Singapore,taiwan_porridge,explicit_taiwan,archival_ad_or_news,23,24.379999999999992,1.0,1.0,1.0,23,0,0,18,1995,1999
1988-2001_cross_strait_mobility,1995,Taiwan-side,lurou_rouzao_core,explicit_taiwan,brand_or_platform_listing,1,0.91,1.0,1.0,1.0,0,1,0,1,1995,1995
1987-2015_cross_strait_diffusion,1995,Taiwan-side,taiwanese_cuisine_label,explicit_taiwan,archival_ad_or_news,1,1.06,1.0,1.0,1.0,1,0,0,1,1996,1996
1987-2015_cross_strait_diffusion,1995,Yangtze River Delta,noodle_soup_general,explicit_taiwan,brand_or_platform_listing,2,1.82,1.0,1.0,1.0,0,2,0,1,1999,1999
1987-2015_cross_strait_diffusion,1995,Yangtze River Delta,other_food_or_memory,explicit_taiwan,brand_or_platform_listing,15,13.65,1.0,1.0,1.0,0,15,0,2,1996,1999
1987-2015_cross_strait_diffusion,1995,Yangtze River Delta,rice_meal_general,explicit_taiwan,brand_or_platform_listing,2,1.82,1.0,1.0,1.0,0,2,0,1,1996,1996
1987-2015_cross_strait_diffusion,1995,Yangtze River Delta,street_snack_xiaochi,explicit_taiwan,brand_or_platform_listing,2,1.82,1.0,1.0,1.0,0,2,0,1,1996,1996
1988-2001_cross_strait_mobility,1995,Yangtze River Delta,tea_drink_breakfast,no_explicit_taiwan_marker,other_discourse,1,0.91,0.0,0.0,0.0,0,1,0,1,1996,1996
1987-2015_cross_strait_diffusion,1995,Yangtze River Delta,tea_drink_breakfast,explicit_taiwan,brand_or_platform_listing,3,2.73,1.0,1.0,1.0,0,3,0,2,1996,1999
2002-2013_taiwan_capital_gateway,2000,Japan,lurou_rouzao_core,explicit_taiwan,brand_or_platform_listing,1,0.91,1.0,1.0,1.0,0,1,0,1,2004,2004
1988-2001_cross_strait_mobility,2000,North China,other_food_or_memory,explicit_taiwan,other_discourse,1,0.91,1.0,1.0,1.0,0,1,0,1,2001,2001
1987-2015_cross_strait_diffusion,2000,Singapore,other_food_or_memory,explicit_taiwan,archival_ad_or_news,1,1.06,1.0,1.0,1.0,1,0,0,1,2001,2001
1987-2015_cross_strait_diffusion,2000,Singapore,street_snack_xiaochi,explicit_taiwan,consumer_or_retrospective_web,1,0.91,1.0,1.0,1.0,0,1,0,1,2003,2003
1987-2015_cross_strait_diffusion,2000,Singapore,street_snack_xiaochi,explicit_taiwan,brand_or_platform_listing,11,10.01,1.0,1.0,1.0,0,11,0,1,2003,2003
1987-2015_cross_strait_diffusion,2000,Singapore,taiwan_porridge,explicit_taiwan,archival_ad_or_news,8,8.48,1.0,1.0,1.0,8,0,0,6,2000,2004
1988-2001_cross_strait_mobility,2000,Taiwan-side,lurou_rouzao_core,no_explicit_taiwan_marker,brand_or_platform_listing,1,0.8494,0.0,0.0,0.0,0,1,0,1,2000,2000
2002-2013_taiwan_capital_gateway,2000,Taiwan-side,lurou_rouzao_core,explicit_taiwan,brand_or_platform_listing,1,0.91,1.0,1.0,1.0,0,1,0,1,2002,2002
2002-2013_taiwan_capital_gateway,2000,Taiwan-side,lurou_rouzao_core,explicit_taiwan,official_tourism_memory,1,0.76,1.0,1.0,1.0,0,0,1,1,2002,2002
2002-2013_taiwan_capital_gateway,2000,Taiwan-side,other_food_or_memory,explicit_taiwan,other_discourse,1,0.91,1.0,1.0,1.0,0,1,0,1,2004,2004
1987-2015_cross_strait_diffusion,2000,Taiwan-side,other_food_or_memory,explicit_taiwan,archival_ad_or_news,7,7.420000000000002,1.0,1.0,1.0,7,0,0,1,2001,2001
1987-2015_cross_strait_diffusion,2000,Taiwan-side,rice_meal_general,explicit_taiwan,archival_ad_or_news,1,1.06,1.0,1.0,1.0,1,0,0,1,2001,2001
1987-2015_cross_strait_diffusion,2000,Taiwan-side,street_snack_xiaochi,explicit_taiwan,archival_ad_or_news,4,4.24,1.0,1.0,1.0,4,0,0,1,2001,2001
1988-2001_cross_strait_mobility,2000,Yangtze River Delta,lurou_rouzao_core,explicit_taiwan,other_discourse,2,1.82,1.0,1.0,1.0,0,2,0,1,2001,2001
1987-2015_cross_strait_diffusion,2000,Yangtze River Delta,street_snack_xiaochi,explicit_taiwan,other_discourse,12,10.92,1.0,1.0,1.0,0,12,0,1,2004,2004
1988-2001_cross_strait_mobility,2000,Yangtze River Delta,tea_drink_breakfast,explicit_taiwan,other_discourse,1,0.91,1.0,1.0,1.0,0,1,0,1,2001,2001
1987-2015_cross_strait_diffusion,2000,Yangtze River Delta,tea_drink_breakfast,explicit_taiwan,consumer_or_retrospective_web,2,1.82,1.0,1.0,1.0,0,2,0,2,2002,2002
2002-2013_taiwan_capital_gateway,2000,Yangtze River Delta,tea_drink_breakfast,no_explicit_taiwan_marker,other_discourse,2,1.7376,0.0,0.0,0.0,0,2,0,2,2002,2002
2002-2013_taiwan_capital_gateway,2000,Yangtze River Delta,tea_drink_breakfast,explicit_taiwan,other_discourse,3,2.73,1.0,1.0,1.0,0,3,0,2,2002,2004
2002-2013_taiwan_capital_gateway,2005,Japan,tea_drink_breakfast,explicit_taiwan,other_discourse,1,0.91,1.0,1.0,1.0,0,1,0,1,2006,2006
2002-2013_taiwan_capital_gateway,2005,North America,other_food_or_memory,explicit_taiwan,other_discourse,1,0.91,1.0,1.0,1.0,0,1,0,1,2008,2008
2002-2013_taiwan_capital_gateway,2005,North China,lurou_rouzao_core,no_explicit_taiwan_marker,brand_or_platform_listing,1,0.8448,0.0,0.0,0.0,0,1,0,1,2009,2009
2002-2013_taiwan_capital_gateway,2005,North China,other_food_or_memory,explicit_taiwan,other_discourse,2,1.82,1.0,1.0,1.0,0,2,0,1,2008,2009
2002-2013_taiwan_capital_gateway,2005,North China,tea_drink_breakfast,explicit_taiwan,other_discourse,1,0.91,1.0,1.0,1.0,0,1,0,1,2006,2006
1987-2015_cross_strait_diffusion,2005,Singapore,other_food_or_memory,explicit_taiwan,archival_ad_or_news,10,10.600000000000001,1.0,1.0,1.0,10,0,0,1,2008,2008
1987-2015_cross_strait_diffusion,2005,Singapore,rice_meal_general,explicit_taiwan,archival_ad_or_news,1,1.06,1.0,1.0,1.0,1,0,0,1,2008,2008
1987-2015_cross_strait_diffusion,2005,Singapore,taiwan_porridge,explicit_taiwan,archival_ad_or_news,21,21.407799999999998,1.0,1.0,1.0,21,0,0,9,2005,2009
1987-2015_cross_strait_diffusion,2005,Singapore,taiwanese_cuisine_label,explicit_taiwan,archival_ad_or_news,2,2.12,1.0,1.0,1.0,2,0,0,2,2008,2009
2002-2013_taiwan_capital_gateway,2005,Taiwan-side,lurou_rouzao_core,explicit_taiwan,brand_or_platform_listing,1,0.91,1.0,1.0,1.0,0,1,0,1,2006,2006
2002-2013_taiwan_capital_gateway,2005,Taiwan-side,lurou_rouzao_core,explicit_taiwan,consumer_or_retrospective_web,1,0.91,1.0,1.0,1.0,0,1,0,1,2008,2008
2002-2013_taiwan_capital_gateway,2005,Taiwan-side,lurou_rouzao_core,no_explicit_taiwan_marker,brand_or_platform_listing,1,0.8525,0.0,0.0,0.0,0,1,0,1,2007,2007
2002-2013_taiwan_capital_gateway,2005,Taiwan-side,lurou_rouzao_core,formosa_legacy,brand_or_platform_listing,6,5.46,1.0,1.0,1.0,0,6,0,1,2006,2009
2002-2013_taiwan_capital_gateway,2005,Taiwan-side,street_snack_xiaochi,no_explicit_taiwan_marker,other_discourse,1,0.91,0.0,0.0,0.0,0,1,0,1,2009,2009
2002-2013_taiwan_capital_gateway,2005,Yangtze River Delta,other_food_or_memory,explicit_taiwan,other_discourse,1,0.91,1.0,1.0,1.0,0,1,0,1,2007,2007
1987-2015_cross_strait_diffusion,2005,Yangtze River Delta,tea_drink_breakfast,explicit_taiwan,consumer_or_retrospective_web,3,2.73,1.0,1.0,1.0,0,3,0,2,2005,2008
2002-2013_taiwan_capital_gateway,2005,Yangtze River Delta,tea_drink_breakfast,explicit_taiwan,other_discourse,4,3.64,1.0,1.0,1.0,0,4,0,1,2005,2007
2002-2013_taiwan_capital_gateway,2010,Japan,lurou_rouzao_core,explicit_taiwan,brand_or_platform_listing,1,0.91,1.0,1.0,1.0,0,1,0,1,2010,2010
2002-2013_taiwan_capital_gateway,2010,North China,other_food_or_memory,no_explicit_taiwan_marker,other_discourse,1,0.91,0.0,0.0,0.0,0,1,0,1,2010,2010
2002-2013_taiwan_capital_gateway,2010,North China,other_food_or_memory,explicit_taiwan,other_discourse,2,1.82,1.0,1.0,1.0,0,2,0,1,2013,2014
1987-2015_cross_strait_diffusion,2010,North China,tea_drink_breakfast,explicit_taiwan,consumer_or_retrospective_web,1,0.91,1.0,1.0,1.0,0,1,0,1,2013,2013
1987-2015_cross_strait_diffusion,2010,Singapore,noodle_soup_general,explicit_taiwan,archival_ad_or_news,7,6.16,1.0,1.0,1.0,7,0,0,2,2010,2012
1987-2015_cross_strait_diffusion,2010,Singapore,other_food_or_memory,explicit_taiwan,archival_ad_or_news,41,35.4333,1.0,1.0,1.0,41,0,0,4,2010,2014
1987-2015_cross_strait_diffusion,2010,Singapore,street_snack_xiaochi,explicit_taiwan,archival_ad_or_news,72,63.51810000000001,1.0,1.0,1.0,72,0,0,4,2010,2014
1987-2015_cross_strait_diffusion,2010,Singapore,taiwan_porridge,explicit_taiwan,archival_ad_or_news,16,14.6408,1.0,1.0,1.0,16,0,0,4,2010,2014
1987-2015_cross_strait_diffusion,2010,Singapore,taiwanese_cuisine_label,explicit_taiwan,archival_ad_or_news,4,4.24,1.0,1.0,1.0,4,0,0,3,2010,2014
1987-2015_cross_strait_diffusion,2010,Singapore,tea_drink_breakfast,explicit_taiwan,archival_ad_or_news,3,1.4133,1.0,1.0,1.0,3,0,0,1,2014,2014
2002-2013_taiwan_capital_gateway,2010,Taiwan-side,lurou_rouzao_core,no_explicit_taiwan_marker,other_discourse,1,0.91,0.0,0.0,0.0,0,1,0,1,2011,2011
2002-2013_taiwan_capital_gateway,2010,Taiwan-side,lurou_rouzao_core,explicit_taiwan,brand_or_platform_listing,5,4.55,1.0,1.0,1.0,0,5,0,1,2010,2013
2002-2013_taiwan_capital_gateway,2010,Taiwan-side,lurou_rouzao_core,formosa_legacy,brand_or_platform_listing,6,5.46,1.0,1.0,1.0,0,6,0,1,2010,2014
1987-2015_cross_strait_diffusion,2010,Taiwan-side,lurou_rouzao_core,explicit_taiwan,official_tourism_memory,12,7.5827,1.0,1.0,1.0,0,0,12,3,2011,2013
1987-2015_cross_strait_diffusion,2010,Taiwan-side,lurou_rouzao_core,explicit_taiwan,official_event_or_open_data,28,20.127000000000006,1.0,1.0,1.0,0,0,28,2,2013,2013
1987-2015_cross_strait_diffusion,2010,Taiwan-side,other_food_or_memory,explicit_taiwan,archival_ad_or_news,1,1.06,1.0,1.0,1.0,1,0,0,1,2013,2013
1987-2015_cross_strait_diffusion,2010,Taiwan-side,other_food_or_memory,explicit_taiwan,official_event_or_open_data,3,2.2800000000000002,1.0,1.0,1.0,0,0,3,2,2013,2013
1987-2015_cross_strait_diffusion,2010,Taiwan-side,other_food_or_memory,explicit_taiwan,official_tourism_memory,27,17.308200000000003,1.0,1.0,1.0,0,0,27,3,2011,2013
1987-2015_cross_strait_diffusion,2010,Taiwan-side,rice_meal_general,explicit_taiwan,official_event_or_open_data,1,0.76,1.0,1.0,1.0,0,0,1,1,2013,2013
1987-2015_cross_strait_diffusion,2010,Taiwan-side,rice_meal_general,explicit_taiwan,official_tourism_memory,6,4.0247,1.0,1.0,1.0,0,0,6,2,2012,2013
1987-2015_cross_strait_diffusion,2010,Taiwan-side,street_snack_xiaochi,explicit_taiwan,official_event_or_open_data,20,12.893999999999998,1.0,1.0,1.0,0,0,20,2,2013,2013
1987-2015_cross_strait_diffusion,2010,Taiwan-side,street_snack_xiaochi,explicit_taiwan,official_tourism_memory,23,16.4094,1.0,1.0,1.0,0,0,23,3,2011,2013
1987-2015_cross_strait_diffusion,2010,Taiwan-side,tea_drink_breakfast,explicit_taiwan,official_event_or_open_data,4,1.9694,1.0,1.0,1.0,0,0,4,2,2013,2013
1987-2015_cross_strait_diffusion,2010,Taiwan-side,tea_drink_breakfast,explicit_taiwan,official_tourism_memory,4,3.04,1.0,1.0,1.0,0,0,4,3,2011,2013
2002-2013_taiwan_capital_gateway,2010,Yangtze River Delta,lurou_rouzao_core,no_explicit_taiwan_marker,other_discourse,1,0.91,0.0,0.0,0.0,0,1,0,1,2010,2010
2002-2013_taiwan_capital_gateway,2010,Yangtze River Delta,lurou_rouzao_core,explicit_taiwan,other_discourse,2,1.82,1.0,1.0,1.0,0,2,0,1,2010,2010
2002-2013_taiwan_capital_gateway,2010,Yangtze River Delta,noodle_soup_general,explicit_taiwan,other_discourse,1,0.91,1.0,1.0,1.0,0,1,0,1,2010,2010
2002-2013_taiwan_capital_gateway,2010,Yangtze River Delta,other_food_or_memory,explicit_taiwan,archival_ad_or_news,1,1.06,1.0,1.0,1.0,1,0,0,1,2010,2010
2002-2013_taiwan_capital_gateway,2010,Yangtze River Delta,other_food_or_memory,explicit_taiwan,other_discourse,1,0.91,1.0,1.0,1.0,0,1,0,1,2010,2010
2002-2013_taiwan_capital_gateway,2010,Yangtze River Delta,street_snack_xiaochi,explicit_taiwan,archival_ad_or_news,1,1.06,1.0,1.0,1.0,1,0,0,1,2010,2010
2014-2020_pre_wanghong_platformization,2015,North China,other_food_or_memory,explicit_taiwan,other_discourse,1,0.91,1.0,1.0,1.0,0,1,0,1,2015,2015
2014-2020_pre_wanghong_platformization,2015,North China,tea_drink_breakfast,explicit_taiwan,other_discourse,1,0.91,1.0,1.0,1.0,0,1,0,1,2016,2016
2015-2025_internet_wanghong_capital,2015,Singapore,other_food_or_memory,explicit_taiwan,archival_ad_or_news,1,1.06,1.0,1.0,1.0,1,0,0,1,2015,2015
2015-2025_internet_wanghong_capital,2015,Singapore,street_snack_xiaochi,explicit_taiwan,archival_ad_or_news,4,4.24,1.0,1.0,1.0,4,0,0,2,2016,2018
2014-2020_pre_wanghong_platformization,2015,Singapore,taiwan_porridge,explicit_taiwan,archival_ad_or_news,1,1.06,1.0,1.0,1.0,1,0,0,1,2016,2016
2015-2025_internet_wanghong_capital,2015,Singapore,taiwan_porridge,explicit_taiwan,archival_ad_or_news,1,1.06,1.0,1.0,1.0,1,0,0,1,2016,2016
2014-2020_pre_wanghong_platformization,2015,Singapore,taiwanese_cuisine_label,explicit_taiwan,archival_ad_or_news,1,1.06,1.0,1.0,1.0,1,0,0,1,2017,2017
2014-2020_pre_wanghong_platformization,2015,Taiwan-side,lurou_rouzao_core,explicit_taiwan,official_tourism_memory,1,0.76,1.0,1.0,1.0,0,0,1,1,2018,2018
2014-2020_pre_wanghong_platformization,2015,Taiwan-side,lurou_rouzao_core,no_explicit_taiwan_marker,other_discourse,1,0.8275,0.0,0.0,0.0,0,1,0,1,2016,2016
2015-2025_platformization,2015,Taiwan-side,lurou_rouzao_core,other_taiwan_marker,official_event_or_open_data,1,0.76,1.0,1.0,1.0,0,0,1,1,2018,2018
2014-2020_pre_wanghong_platformization,2015,Taiwan-side,lurou_rouzao_core,explicit_taiwan,brand_or_platform_listing,2,1.82,1.0,1.0,1.0,0,2,0,1,2015,2017
2014-2020_pre_wanghong_platformization,2015,Taiwan-side,lurou_rouzao_core,no_explicit_taiwan_marker,brand_or_platform_listing,2,1.632,0.0,0.0,0.0,0,2,0,1,2018,2019
2015-2025_internet_wanghong_capital,2015,Taiwan-side,lurou_rouzao_core,explicit_taiwan,other_discourse,2,1.52,1.0,1.0,1.0,0,0,2,1,2017,2017
2014-2020_pre_wanghong_platformization,2015,Taiwan-side,lurou_rouzao_core,explicit_taiwan,other_discourse,3,2.2800000000000002,1.0,1.0,1.0,0,0,3,3,2016,2017
2014-2020_pre_wanghong_platformization,2015,Taiwan-side,lurou_rouzao_core,formosa_legacy,brand_or_platform_listing,4,3.64,1.0,1.0,1.0,0,4,0,1,2015,2017
2015-2025_internet_wanghong_capital,2015,Taiwan-side,lurou_rouzao_core,explicit_taiwan,official_tourism_memory,5,3.8,1.0,1.0,1.0,0,0,5,3,2018,2018
2015-2025_internet_wanghong_capital,2015,Taiwan-side,other_food_or_memory,explicit_taiwan,other_discourse,1,0.76,1.0,1.0,1.0,0,0,1,1,2017,2017
2015-2025_internet_wanghong_capital,2015,Taiwan-side,other_food_or_memory,explicit_taiwan,official_tourism_memory,9,6.84,1.0,1.0,1.0,0,0,9,2,2018,2018
2015-2025_internet_wanghong_capital,2015,Taiwan-side,rice_meal_general,explicit_taiwan,official_tourism_memory,1,0.76,1.0,1.0,1.0,0,0,1,1,2018,2018
2015-2025_internet_wanghong_capital,2015,Taiwan-side,rice_meal_general,explicit_taiwan,other_discourse,1,0.76,1.0,1.0,1.0,0,0,1,1,2017,2017
2015-2025_platformization,2015,Taiwan-side,street_snack_xiaochi,other_taiwan_marker,official_event_or_open_data,1,0.76,1.0,1.0,1.0,0,0,1,1,2018,2018
2015-2025_platformization,2015,Taiwan-side,street_snack_xiaochi,explicit_taiwan,official_event_or_open_data,2,1.52,1.0,1.0,1.0,0,0,2,2,2018,2018
2015-2025_internet_wanghong_capital,2015,Taiwan-side,street_snack_xiaochi,explicit_taiwan,other_discourse,5,3.8,1.0,1.0,1.0,0,0,5,1,2017,2017
2015-2025_internet_wanghong_capital,2015,Taiwan-side,street_snack_xiaochi,explicit_taiwan,official_tourism_memory,8,6.08,1.0,1.0,1.0,0,0,8,1,2018,2018
2015-2025_platformization,2015,Taiwan-side,taiwanese_cuisine_label,explicit_taiwan,official_event_or_open_data,4,3.04,1.0,1.0,1.0,0,0,4,4,2017,2018
2015-2025_internet_wanghong_capital,2015,Taiwan-side,tea_drink_breakfast,explicit_taiwan,other_discourse,1,0.76,1.0,1.0,1.0,0,0,1,1,2017,2017
2015-2025_internet_wanghong_capital,2015,Taiwan-side,tea_drink_breakfast,explicit_taiwan,official_tourism_memory,5,3.8,1.0,1.0,1.0,0,0,5,1,2018,2018
2014-2020_pre_wanghong_platformization,2015,Yangtze River Delta,lurou_rouzao_core,explicit_taiwan,other_discourse,2,1.82,1.0,1.0,1.0,0,2,0,2,2018,2018
2014-2020_pre_wanghong_platformization,2015,Yangtze River Delta,lurou_rouzao_core,no_explicit_taiwan_marker,other_discourse,2,1.82,0.0,0.0,0.0,0,2,0,2,2015,2018
2014-2020_pre_wanghong_platformization,2015,Yangtze River Delta,taiwanese_cuisine_label,explicit_taiwan,archival_ad_or_news,1,1.06,1.0,1.0,1.0,1,0,0,1,2019,2019
2014-2020_pre_wanghong_platformization,2015,Yangtze River Delta,taiwanese_cuisine_label,explicit_taiwan,other_discourse,1,0.91,1.0,1.0,1.0,0,1,0,1,2016,2016
2014-2020_pre_wanghong_platformization,2015,national,lurou_rouzao_core,other_taiwan_marker,other_discourse,1,0.91,1.0,1.0,1.0,0,1,0,1,2018,2018
2014-2020_pre_wanghong_platformization,2015,national,lurou_rouzao_core,explicit_taiwan,other_discourse,2,1.82,1.0,1.0,1.0,0,2,0,2,2015,2015
