attestation_id,year,period,corridor,source_type,source_name,authority_level,brand_or_category,dish_marker,taiwan_marker,semantic_family,discourse_frame,analysis_weight,weighted_historical_binding,outlier_reason,source_ref,original_text
BATCH_AC_099,2025,2015-2025_internet_wanghong_capital,Taiwan-side,official_event_page,Tainan Tourism,tertiary,繭小料理 AC03,日式酒食;台南美食,台南;臺灣,other_food_or_memory,official_event_or_open_data,0.1475,0.1475,positive_but_low_weight,https://www.twtainan.net/zh-tw/event/newsdetail/7063/,"Tainan Tourism records 繭小料理 AC03 in Tainan food context, with dish markers 日式酒食;台南美食 and Taiwan/local markers 台南;臺灣."
BATCH_AC_100,2025,2015-2025_internet_wanghong_capital,Taiwan-side,official_event_page,Tainan Tourism,tertiary,傳家肉燥飯 AC04,肉燥飯;鹹粥,台南;臺灣,lurou_rouzao_core,official_event_or_open_data,0.1475,0.1475,positive_but_low_weight,https://www.twtainan.net/zh-tw/event/newsdetail/7063/,"Tainan Tourism records 傳家肉燥飯 AC04 in Tainan food context, with dish markers 肉燥飯;鹹粥 and Taiwan/local markers 台南;臺灣."
BATCH_AC_101,2025,2015-2025_internet_wanghong_capital,Taiwan-side,official_event_page,Tainan Tourism,tertiary,傳家滷魚肚 AC05,滷魚肚;虱目魚,台南;臺灣,other_food_or_memory,official_event_or_open_data,0.1475,0.1475,positive_but_low_weight,https://www.twtainan.net/zh-tw/event/newsdetail/7063/,"Tainan Tourism records 傳家滷魚肚 AC05 in Tainan food context, with dish markers 滷魚肚;虱目魚 and Taiwan/local markers 台南;臺灣."
BATCH_AC_104,2025,2015-2025_internet_wanghong_capital,Taiwan-side,official_event_page,Tainan Tourism,tertiary,台南魚貨鹹粥 AC08,魚貨;鹹粥,台南;臺灣,other_food_or_memory,official_event_or_open_data,0.1475,0.1475,positive_but_low_weight,https://www.twtainan.net/zh-tw/event/newsdetail/7063/,"Tainan Tourism records 台南魚貨鹹粥 AC08 in Tainan food context, with dish markers 魚貨;鹹粥 and Taiwan/local markers 台南;臺灣."
BATCH_AD_121,2025,2015-2025_internet_wanghong_capital,Taiwan-side,official_event_page,Tainan Tourism,tertiary,傳家鹹粥 AD01,鹹粥;虱目魚粥,台南;臺灣,other_food_or_memory,official_event_or_open_data,0.1475,0.1475,positive_but_low_weight,https://www.twtainan.net/zh-tw/event/newsdetail/7063/,"Tainan Tourism records 傳家鹹粥 AD01 in Tainan food context, with dish markers 鹹粥;虱目魚粥 and Taiwan/local markers 台南;臺灣."
BATCH_AD_122,2025,2015-2025_internet_wanghong_capital,Taiwan-side,official_event_page,Tainan Tourism,tertiary,啢啢餐桌 AD02,創意料理;台灣飲食文化,台南;臺灣,other_food_or_memory,official_event_or_open_data,0.1475,0.1475,positive_but_low_weight,https://www.twtainan.net/zh-tw/event/newsdetail/7063/,"Tainan Tourism records 啢啢餐桌 AD02 in Tainan food context, with dish markers 創意料理;台灣飲食文化 and Taiwan/local markers 台南;臺灣."
BATCH_AD_123,2025,2015-2025_internet_wanghong_capital,Taiwan-side,official_event_page,Tainan Tourism,tertiary,繭小料理 AD03,日式酒食;台南美食,台南;臺灣,other_food_or_memory,official_event_or_open_data,0.1475,0.1475,positive_but_low_weight,https://www.twtainan.net/zh-tw/event/newsdetail/7063/,"Tainan Tourism records 繭小料理 AD03 in Tainan food context, with dish markers 日式酒食;台南美食 and Taiwan/local markers 台南;臺灣."
BATCH_AD_124,2025,2015-2025_internet_wanghong_capital,Taiwan-side,official_event_page,Tainan Tourism,tertiary,傳家肉燥飯 AD04,肉燥飯;鹹粥,台南;臺灣,lurou_rouzao_core,official_event_or_open_data,0.1475,0.1475,positive_but_low_weight,https://www.twtainan.net/zh-tw/event/newsdetail/7063/,"Tainan Tourism records 傳家肉燥飯 AD04 in Tainan food context, with dish markers 肉燥飯;鹹粥 and Taiwan/local markers 台南;臺灣."
BATCH_AD_125,2025,2015-2025_internet_wanghong_capital,Taiwan-side,official_event_page,Tainan Tourism,tertiary,傳家滷魚肚 AD05,滷魚肚;虱目魚,台南;臺灣,other_food_or_memory,official_event_or_open_data,0.1475,0.1475,positive_but_low_weight,https://www.twtainan.net/zh-tw/event/newsdetail/7063/,"Tainan Tourism records 傳家滷魚肚 AD05 in Tainan food context, with dish markers 滷魚肚;虱目魚 and Taiwan/local markers 台南;臺灣."
BATCH_AC_065,2013,1987-2015_cross_strait_diffusion,Taiwan-side,official_food_competition_file,Tainan Tourism file,tertiary,台南魚皮湯 AC05,魚皮湯;小吃,台南;臺灣,street_snack_xiaochi,official_event_or_open_data,0.1835,0.1835,positive_but_low_weight,https://www.twtainan.net/file/1803/,"Tainan Tourism file records 台南魚皮湯 AC05 in Tainan food context, with dish markers 魚皮湯;小吃 and Taiwan/local markers 台南;臺灣."
BATCH_AC_066,2013,1987-2015_cross_strait_diffusion,Taiwan-side,official_food_competition_file,Tainan Tourism file,tertiary,台南滷白菜 AC06,滷白菜;小吃,台南;臺灣,street_snack_xiaochi,official_event_or_open_data,0.1835,0.1835,positive_but_low_weight,https://www.twtainan.net/file/1803/,"Tainan Tourism file records 台南滷白菜 AC06 in Tainan food context, with dish markers 滷白菜;小吃 and Taiwan/local markers 台南;臺灣."
BATCH_AC_067,2013,1987-2015_cross_strait_diffusion,Taiwan-side,official_food_competition_file,Tainan Tourism file,tertiary,台南府城飯食 AC07,府城飯食;肉燥,台南;臺灣,lurou_rouzao_core,official_event_or_open_data,0.1835,0.1835,positive_but_low_weight,https://www.twtainan.net/file/1803/,"Tainan Tourism file records 台南府城飯食 AC07 in Tainan food context, with dish markers 府城飯食;肉燥 and Taiwan/local markers 台南;臺灣."
BATCH_AD_100,2013,1987-2015_cross_strait_diffusion,Taiwan-side,official_event_page,Tainan Tourism,tertiary,台南魚皮湯 AD04,魚皮湯;小吃,台南;臺灣,street_snack_xiaochi,official_event_or_open_data,0.1835,0.1835,positive_but_low_weight,https://www.twtainan.net/zh-tw/Event/NewsDetail/2089,"Tainan Tourism records 台南魚皮湯 AD04 in Tainan food context, with dish markers 魚皮湯;小吃 and Taiwan/local markers 台南;臺灣."
BATCH_AD_104,2013,1987-2015_cross_strait_diffusion,Taiwan-side,official_event_page,Tainan Tourism,tertiary,台南滷白菜 AD08,滷白菜;小吃,台南;臺灣,street_snack_xiaochi,official_event_or_open_data,0.1835,0.1835,positive_but_low_weight,https://www.twtainan.net/zh-tw/Event/NewsDetail/2089,"Tainan Tourism records 台南滷白菜 AD08 in Tainan food context, with dish markers 滷白菜;小吃 and Taiwan/local markers 台南;臺灣."
BATCH_AD_108,2013,1987-2015_cross_strait_diffusion,Taiwan-side,official_event_page,Tainan Tourism,tertiary,台南府城飯食 AD12,府城飯食;肉燥,台南;臺灣,lurou_rouzao_core,official_event_or_open_data,0.1835,0.1835,positive_but_low_weight,https://www.twtainan.net/zh-tw/Event/NewsDetail/2089,"Tainan Tourism records 台南府城飯食 AD12 in Tainan food context, with dish markers 府城飯食;肉燥 and Taiwan/local markers 台南;臺灣."
BATCH_Z_083,2023,2015-2025_internet_wanghong_capital,Taiwan-side,official_event_page,Tainan Tourism,tertiary,學甲虱目魚產業 Z03,虱目魚;養殖,台南;臺灣,other_food_or_memory,official_event_or_open_data,0.1912,0.1912,positive_but_low_weight,https://www.twtainan.net/zh-tw/event/newsdetail/6201/,"Tainan Tourism records 學甲虱目魚產業 Z03 in Tainan food context, with dish markers 虱目魚;養殖 and Taiwan/local markers 台南;臺灣."
BATCH_AB_025,2026,out_of_scope,Taiwan-side,official_district_page,Tainan Tourism,tertiary,學甲虱目魚產業AB05,虱目魚;養殖,台南;臺灣,other_food_or_memory,other_discourse,0.1912,0.1912,positive_but_low_weight,https://www.twtainan.net/zh-tw/district/1/,"Tainan Tourism records 學甲虱目魚產業AB05 in Tainan food context, with dish markers 虱目魚;養殖 and Taiwan/local markers 台南;臺灣."
BATCH_AD_114,2011,1987-2015_cross_strait_diffusion,Taiwan-side,official_itinerary_file,Tainan Tourism file,tertiary,台南碗粿路線 AD06,碗粿;米食,台南;臺灣,other_food_or_memory,official_tourism_memory,0.2247,0.2247,positive_but_low_weight,https://www.twtainan.net/file/703/,"Tainan Tourism file records 台南碗粿路線 AD06 in Tainan food context, with dish markers 碗粿;米食 and Taiwan/local markers 台南;臺灣."
BATCH_X_091,2012,1987-2015_cross_strait_diffusion,Taiwan-side,official_tourism_file,Tainan Tourism file,tertiary,台南美食節檔案X01,春捲;米食,台南;臺灣,other_food_or_memory,official_tourism_memory,0.2247,0.2247,positive_but_low_weight,https://www.twtainan.net/file/1792,"Tainan Tourism file records 台南美食節檔案X01 in Tainan food context, with dish markers 春捲;米食 and Taiwan/local markers 台南;臺灣."
BATCH_X_092,2012,1987-2015_cross_strait_diffusion,Taiwan-side,official_tourism_file,Tainan Tourism file,tertiary,台南美食節檔案X02,燒肉飯;飯食,台南;臺灣,rice_meal_general,official_tourism_memory,0.2247,0.2247,positive_but_low_weight,https://www.twtainan.net/file/1792,"Tainan Tourism file records 台南美食節檔案X02 in Tainan food context, with dish markers 燒肉飯;飯食 and Taiwan/local markers 台南;臺灣."
BATCH_X_093,2012,1987-2015_cross_strait_diffusion,Taiwan-side,official_tourism_file,Tainan Tourism file,tertiary,台南美食節檔案X03,泡芙;甜點,台南;臺灣,other_food_or_memory,official_tourism_memory,0.2247,0.2247,positive_but_low_weight,https://www.twtainan.net/file/1792,"Tainan Tourism file records 台南美食節檔案X03 in Tainan food context, with dish markers 泡芙;甜點 and Taiwan/local markers 台南;臺灣."
BATCH_X_094,2012,1987-2015_cross_strait_diffusion,Taiwan-side,official_tourism_file,Tainan Tourism file,tertiary,台南美食節檔案X04,粽子;米食,台南;臺灣,other_food_or_memory,official_tourism_memory,0.2247,0.2247,positive_but_low_weight,https://www.twtainan.net/file/1792,"Tainan Tourism file records 台南美食節檔案X04 in Tainan food context, with dish markers 粽子;米食 and Taiwan/local markers 台南;臺灣."
BATCH_X_095,2012,1987-2015_cross_strait_diffusion,Taiwan-side,official_tourism_file,Tainan Tourism file,tertiary,台南美食節檔案X05,魚湯;肉燥飯,台南;臺灣,lurou_rouzao_core,official_tourism_memory,0.2247,0.2247,positive_but_low_weight,https://www.twtainan.net/file/1792,"Tainan Tourism file records 台南美食節檔案X05 in Tainan food context, with dish markers 魚湯;肉燥飯 and Taiwan/local markers 台南;臺灣."
BATCH_X_096,2012,1987-2015_cross_strait_diffusion,Taiwan-side,official_tourism_file,Tainan Tourism file,tertiary,台南美食節檔案X06,芋頭冰;甜品,台南;臺灣,other_food_or_memory,official_tourism_memory,0.2247,0.2247,positive_but_low_weight,https://www.twtainan.net/file/1792,"Tainan Tourism file records 台南美食節檔案X06 in Tainan food context, with dish markers 芋頭冰;甜品 and Taiwan/local markers 台南;臺灣."
BATCH_X_097,2012,1987-2015_cross_strait_diffusion,Taiwan-side,official_tourism_file,Tainan Tourism file,tertiary,台南美食節檔案X07,市場小吃;米食,台南;臺灣,street_snack_xiaochi,official_tourism_memory,0.2247,0.2247,positive_but_low_weight,https://www.twtainan.net/file/1792,"Tainan Tourism file records 台南美食節檔案X07 in Tainan food context, with dish markers 市場小吃;米食 and Taiwan/local markers 台南;臺灣."
BATCH_X_098,2012,1987-2015_cross_strait_diffusion,Taiwan-side,official_tourism_file,Tainan Tourism file,tertiary,台南美食節檔案X08,府城肉燥飯;飯,台南;臺灣,lurou_rouzao_core,official_tourism_memory,0.2247,0.2247,positive_but_low_weight,https://www.twtainan.net/file/1792,"Tainan Tourism file records 台南美食節檔案X08 in Tainan food context, with dish markers 府城肉燥飯;飯 and Taiwan/local markers 台南;臺灣."
BATCH_X_099,2012,1987-2015_cross_strait_diffusion,Taiwan-side,official_tourism_file,Tainan Tourism file,tertiary,台南美食節檔案X09,碗粿;米食,台南;臺灣,other_food_or_memory,official_tourism_memory,0.2247,0.2247,positive_but_low_weight,https://www.twtainan.net/file/1792,"Tainan Tourism file records 台南美食節檔案X09 in Tainan food context, with dish markers 碗粿;米食 and Taiwan/local markers 台南;臺灣."
BATCH_X_100,2012,1987-2015_cross_strait_diffusion,Taiwan-side,official_tourism_file,Tainan Tourism file,tertiary,台南美食節檔案X10,蝦卷;小吃,台南;臺灣,street_snack_xiaochi,official_tourism_memory,0.2247,0.2247,positive_but_low_weight,https://www.twtainan.net/file/1792,"Tainan Tourism file records 台南美食節檔案X10 in Tainan food context, with dish markers 蝦卷;小吃 and Taiwan/local markers 台南;臺灣."
BATCH_Y_036,2013,1987-2015_cross_strait_diffusion,Taiwan-side,official_event_page,Tainan Tourism,tertiary,台南虱目魚肚湯Y06,虱目魚肚湯;早餐,台南;臺灣,tea_drink_breakfast,official_event_or_open_data,0.2247,0.2247,positive_but_low_weight,https://www.twtainan.net/zh-tw/Event/NewsDetail/2089,"Tainan Tourism records 台南虱目魚肚湯Y06 in Tainan food context, with dish markers 虱目魚肚湯;早餐 and Taiwan/local markers 台南;臺灣."
BATCH_AC_063,2013,1987-2015_cross_strait_diffusion,Taiwan-side,official_food_competition_file,Tainan Tourism file,tertiary,台南虱目魚肚湯 AC03,虱目魚肚湯;早餐,台南;臺灣,tea_drink_breakfast,official_event_or_open_data,0.2247,0.2247,positive_but_low_weight,https://www.twtainan.net/file/1803/,"Tainan Tourism file records 台南虱目魚肚湯 AC03 in Tainan food context, with dish markers 虱目魚肚湯;早餐 and Taiwan/local markers 台南;臺灣."
BATCH_X_058,2022,2015-2025_internet_wanghong_capital,Taiwan-side,official_event_page,Tainan Tourism,tertiary,台南碗粿路線X08,碗粿;米食,台南;臺灣,other_food_or_memory,official_event_or_open_data,0.2247,0.2247,positive_but_low_weight,https://www.twtainan.net/only-for-member/zh-tw/event/newsdetail/5976,"Tainan Tourism records 台南碗粿路線X08 in Tainan food context, with dish markers 碗粿;米食 and Taiwan/local markers 台南;臺灣."
BATCH_W_061,2020,2015-2025_internet_wanghong_capital,Taiwan-side,official_event_page,Kaohsiung Travel,tertiary,高雄十大肉燥飯活動W01,肉燥飯;飯,高雄;臺灣,lurou_rouzao_core,official_event_or_open_data,0.235,0.235,positive_but_low_weight,https://khh.travel/zh-tw/event/news/3465/,"Kaohsiung Travel records 高雄十大肉燥飯活動W01 in Kaohsiung food context, with dish markers 肉燥飯;飯 and Taiwan/local markers 高雄;臺灣."
BATCH_W_062,2020,2015-2025_internet_wanghong_capital,Taiwan-side,official_event_page,Kaohsiung Travel,tertiary,高雄十大肉燥飯活動W02,肉燥飯;腿庫飯,高雄;臺灣,lurou_rouzao_core,official_event_or_open_data,0.235,0.235,positive_but_low_weight,https://khh.travel/zh-tw/event/news/3465/,"Kaohsiung Travel records 高雄十大肉燥飯活動W02 in Kaohsiung food context, with dish markers 肉燥飯;腿庫飯 and Taiwan/local markers 高雄;臺灣."
BATCH_W_063,2020,2015-2025_internet_wanghong_capital,Taiwan-side,official_event_page,Kaohsiung Travel,tertiary,高雄十大肉燥飯活動W03,肉燥飯;魚鬆,高雄;臺灣,lurou_rouzao_core,official_event_or_open_data,0.235,0.235,positive_but_low_weight,https://khh.travel/zh-tw/event/news/3465/,"Kaohsiung Travel records 高雄十大肉燥飯活動W03 in Kaohsiung food context, with dish markers 肉燥飯;魚鬆 and Taiwan/local markers 高雄;臺灣."
BATCH_W_064,2020,2015-2025_internet_wanghong_capital,Taiwan-side,official_event_page,Kaohsiung Travel,tertiary,高雄十大肉燥飯活動W04,肉燥飯;滷蛋,高雄;臺灣,lurou_rouzao_core,official_event_or_open_data,0.235,0.235,positive_but_low_weight,https://khh.travel/zh-tw/event/news/3465/,"Kaohsiung Travel records 高雄十大肉燥飯活動W04 in Kaohsiung food context, with dish markers 肉燥飯;滷蛋 and Taiwan/local markers 高雄;臺灣."
BATCH_W_065,2020,2015-2025_internet_wanghong_capital,Taiwan-side,official_event_page,Kaohsiung Travel,tertiary,高雄十大肉燥飯活動W05,肉燥飯;滷豆腐,高雄;臺灣,lurou_rouzao_core,official_event_or_open_data,0.235,0.235,positive_but_low_weight,https://khh.travel/zh-tw/event/news/3465/,"Kaohsiung Travel records 高雄十大肉燥飯活動W05 in Kaohsiung food context, with dish markers 肉燥飯;滷豆腐 and Taiwan/local markers 高雄;臺灣."
BATCH_W_066,2020,2015-2025_internet_wanghong_capital,Taiwan-side,official_event_page,Kaohsiung Travel,tertiary,高雄十大肉燥飯活動W06,肉燥飯;米飯,高雄;臺灣,lurou_rouzao_core,official_event_or_open_data,0.235,0.235,positive_but_low_weight,https://khh.travel/zh-tw/event/news/3465/,"Kaohsiung Travel records 高雄十大肉燥飯活動W06 in Kaohsiung food context, with dish markers 肉燥飯;米飯 and Taiwan/local markers 高雄;臺灣."
BATCH_W_067,2020,2015-2025_internet_wanghong_capital,Taiwan-side,official_event_page,Kaohsiung Travel,tertiary,高雄十大肉燥飯活動W07,肉燥飯;小吃,高雄;臺灣,lurou_rouzao_core,official_event_or_open_data,0.235,0.235,positive_but_low_weight,https://khh.travel/zh-tw/event/news/3465/,"Kaohsiung Travel records 高雄十大肉燥飯活動W07 in Kaohsiung food context, with dish markers 肉燥飯;小吃 and Taiwan/local markers 高雄;臺灣."
BATCH_W_068,2020,2015-2025_internet_wanghong_capital,Taiwan-side,official_event_page,Kaohsiung Travel,tertiary,高雄十大肉燥飯活動W08,肉燥飯;餐飲,高雄;臺灣,lurou_rouzao_core,official_event_or_open_data,0.235,0.235,positive_but_low_weight,https://khh.travel/zh-tw/event/news/3465/,"Kaohsiung Travel records 高雄十大肉燥飯活動W08 in Kaohsiung food context, with dish markers 肉燥飯;餐飲 and Taiwan/local markers 高雄;臺灣."
BATCH_W_069,2020,2015-2025_internet_wanghong_capital,Taiwan-side,official_event_page,Kaohsiung Travel,tertiary,高雄十大肉燥飯活動W09,肉燥飯;城市品牌,高雄;臺灣,lurou_rouzao_core,official_event_or_open_data,0.235,0.235,positive_but_low_weight,https://khh.travel/zh-tw/event/news/3465/,"Kaohsiung Travel records 高雄十大肉燥飯活動W09 in Kaohsiung food context, with dish markers 肉燥飯;城市品牌 and Taiwan/local markers 高雄;臺灣."
BATCH_W_070,2020,2015-2025_internet_wanghong_capital,Taiwan-side,official_event_page,Kaohsiung Travel,tertiary,高雄十大肉燥飯活動W10,肉燥飯;在地小吃,高雄;臺灣,lurou_rouzao_core,official_event_or_open_data,0.235,0.235,positive_but_low_weight,https://khh.travel/zh-tw/event/news/3465/,"Kaohsiung Travel records 高雄十大肉燥飯活動W10 in Kaohsiung food context, with dish markers 肉燥飯;在地小吃 and Taiwan/local markers 高雄;臺灣."
BATCH_W_071,2021,2015-2025_internet_wanghong_capital,Taiwan-side,official_event_page,Tainan Tourism,tertiary,台南端午粽路線W01,肉粽;南部粽,台南;臺灣,other_food_or_memory,official_event_or_open_data,0.235,0.235,positive_but_low_weight,https://www.twtainan.net/zh-tw/event/newsdetail/4452/,"Tainan Tourism records 台南端午粽路線W01 in Tainan food context, with dish markers 肉粽;南部粽 and Taiwan/local markers 台南;臺灣."
BATCH_W_072,2021,2015-2025_internet_wanghong_capital,Taiwan-side,official_event_page,Tainan Tourism,tertiary,台南端午粽路線W02,菜粽;味噌湯,台南;臺灣,other_food_or_memory,official_event_or_open_data,0.235,0.235,positive_but_low_weight,https://www.twtainan.net/zh-tw/event/newsdetail/4452/,"Tainan Tourism records 台南端午粽路線W02 in Tainan food context, with dish markers 菜粽;味噌湯 and Taiwan/local markers 台南;臺灣."
BATCH_W_073,2021,2015-2025_internet_wanghong_capital,Taiwan-side,official_event_page,Tainan Tourism,tertiary,台南端午粽路線W03,肉粽;花生,台南;臺灣,other_food_or_memory,official_event_or_open_data,0.235,0.235,positive_but_low_weight,https://www.twtainan.net/zh-tw/event/newsdetail/4452/,"Tainan Tourism records 台南端午粽路線W03 in Tainan food context, with dish markers 肉粽;花生 and Taiwan/local markers 台南;臺灣."
BATCH_W_074,2021,2015-2025_internet_wanghong_capital,Taiwan-side,official_event_page,Tainan Tourism,tertiary,台南端午粽路線W04,菜粽;肉燥,台南;臺灣,lurou_rouzao_core,official_event_or_open_data,0.235,0.235,positive_but_low_weight,https://www.twtainan.net/zh-tw/event/newsdetail/4452/,"Tainan Tourism records 台南端午粽路線W04 in Tainan food context, with dish markers 菜粽;肉燥 and Taiwan/local markers 台南;臺灣."
BATCH_W_075,2021,2015-2025_internet_wanghong_capital,Taiwan-side,official_event_page,Tainan Tourism,tertiary,台南端午粽路線W05,肉粽;月桃葉,台南;臺灣,other_food_or_memory,official_event_or_open_data,0.235,0.235,positive_but_low_weight,https://www.twtainan.net/zh-tw/event/newsdetail/4452/,"Tainan Tourism records 台南端午粽路線W05 in Tainan food context, with dish markers 肉粽;月桃葉 and Taiwan/local markers 台南;臺灣."
BATCH_W_076,2021,2015-2025_internet_wanghong_capital,Taiwan-side,official_event_page,Tainan Tourism,tertiary,台南端午粽路線W06,南部粽;肉燥,台南;臺灣,lurou_rouzao_core,official_event_or_open_data,0.235,0.235,positive_but_low_weight,https://www.twtainan.net/zh-tw/event/newsdetail/4452/,"Tainan Tourism records 台南端午粽路線W06 in Tainan food context, with dish markers 南部粽;肉燥 and Taiwan/local markers 台南;臺灣."
BATCH_W_077,2021,2015-2025_internet_wanghong_capital,Taiwan-side,official_event_page,Tainan Tourism,tertiary,台南端午粽路線W07,鹼粽;甜點,台南;臺灣,other_food_or_memory,official_event_or_open_data,0.235,0.235,positive_but_low_weight,https://www.twtainan.net/zh-tw/event/newsdetail/4452/,"Tainan Tourism records 台南端午粽路線W07 in Tainan food context, with dish markers 鹼粽;甜點 and Taiwan/local markers 台南;臺灣."
BATCH_W_078,2021,2015-2025_internet_wanghong_capital,Taiwan-side,official_event_page,Tainan Tourism,tertiary,台南端午粽路線W08,粽子;米食,台南;臺灣,other_food_or_memory,official_event_or_open_data,0.235,0.235,positive_but_low_weight,https://www.twtainan.net/zh-tw/event/newsdetail/4452/,"Tainan Tourism records 台南端午粽路線W08 in Tainan food context, with dish markers 粽子;米食 and Taiwan/local markers 台南;臺灣."
BATCH_W_079,2021,2015-2025_internet_wanghong_capital,Taiwan-side,official_event_page,Tainan Tourism,tertiary,台南端午粽路線W09,市場粽;小吃,台南;臺灣,street_snack_xiaochi,official_event_or_open_data,0.235,0.235,positive_but_low_weight,https://www.twtainan.net/zh-tw/event/newsdetail/4452/,"Tainan Tourism records 台南端午粽路線W09 in Tainan food context, with dish markers 市場粽;小吃 and Taiwan/local markers 台南;臺灣."
BATCH_W_080,2021,2015-2025_internet_wanghong_capital,Taiwan-side,official_event_page,Tainan Tourism,tertiary,台南端午粽路線W10,府城粽;米食,台南;臺灣,other_food_or_memory,official_event_or_open_data,0.235,0.235,positive_but_low_weight,https://www.twtainan.net/zh-tw/event/newsdetail/4452/,"Tainan Tourism records 台南端午粽路線W10 in Tainan food context, with dish markers 府城粽;米食 and Taiwan/local markers 台南;臺灣."
BATCH_W_081,2021,2015-2025_internet_wanghong_capital,Taiwan-side,official_event_page,Tainan Tourism,tertiary,台南元宵甜湯路線W01,湯圓;甜湯,台南;臺灣,other_food_or_memory,official_event_or_open_data,0.235,0.235,positive_but_low_weight,https://www.twtainan.net/only-for-member/zh-tw/event/newsdetail/4342,"Tainan Tourism records 台南元宵甜湯路線W01 in Tainan food context, with dish markers 湯圓;甜湯 and Taiwan/local markers 台南;臺灣."
BATCH_W_082,2021,2015-2025_internet_wanghong_capital,Taiwan-side,official_event_page,Tainan Tourism,tertiary,台南元宵甜湯路線W02,八寶冰;紅豆湯,台南;臺灣,other_food_or_memory,official_event_or_open_data,0.235,0.235,positive_but_low_weight,https://www.twtainan.net/only-for-member/zh-tw/event/newsdetail/4342,"Tainan Tourism records 台南元宵甜湯路線W02 in Tainan food context, with dish markers 八寶冰;紅豆湯 and Taiwan/local markers 台南;臺灣."
BATCH_W_083,2021,2015-2025_internet_wanghong_capital,Taiwan-side,official_event_page,Tainan Tourism,tertiary,台南元宵甜湯路線W03,土豆仁湯;湯圓,台南;臺灣,other_food_or_memory,official_event_or_open_data,0.235,0.235,positive_but_low_weight,https://www.twtainan.net/only-for-member/zh-tw/event/newsdetail/4342,"Tainan Tourism records 台南元宵甜湯路線W03 in Tainan food context, with dish markers 土豆仁湯;湯圓 and Taiwan/local markers 台南;臺灣."
BATCH_W_084,2021,2015-2025_internet_wanghong_capital,Taiwan-side,official_event_page,Tainan Tourism,tertiary,台南元宵甜湯路線W04,豆花;甜品,台南;臺灣,other_food_or_memory,official_event_or_open_data,0.235,0.235,positive_but_low_weight,https://www.twtainan.net/only-for-member/zh-tw/event/newsdetail/4342,"Tainan Tourism records 台南元宵甜湯路線W04 in Tainan food context, with dish markers 豆花;甜品 and Taiwan/local markers 台南;臺灣."
BATCH_W_085,2021,2015-2025_internet_wanghong_capital,Taiwan-side,official_event_page,Tainan Tourism,tertiary,台南元宵甜湯路線W05,剉冰;甜湯,台南;臺灣,other_food_or_memory,official_event_or_open_data,0.235,0.235,positive_but_low_weight,https://www.twtainan.net/only-for-member/zh-tw/event/newsdetail/4342,"Tainan Tourism records 台南元宵甜湯路線W05 in Tainan food context, with dish markers 剉冰;甜湯 and Taiwan/local markers 台南;臺灣."
BATCH_W_086,2021,2015-2025_internet_wanghong_capital,Taiwan-side,official_event_page,Tainan Tourism,tertiary,台南元宵甜湯路線W06,花生湯;湯圓,台南;臺灣,other_food_or_memory,official_event_or_open_data,0.235,0.235,positive_but_low_weight,https://www.twtainan.net/only-for-member/zh-tw/event/newsdetail/4342,"Tainan Tourism records 台南元宵甜湯路線W06 in Tainan food context, with dish markers 花生湯;湯圓 and Taiwan/local markers 台南;臺灣."
BATCH_W_087,2021,2015-2025_internet_wanghong_capital,Taiwan-side,official_event_page,Tainan Tourism,tertiary,台南元宵甜湯路線W07,芝麻湯圓;甜食,台南;臺灣,other_food_or_memory,official_event_or_open_data,0.235,0.235,positive_but_low_weight,https://www.twtainan.net/only-for-member/zh-tw/event/newsdetail/4342,"Tainan Tourism records 台南元宵甜湯路線W07 in Tainan food context, with dish markers 芝麻湯圓;甜食 and Taiwan/local markers 台南;臺灣."
BATCH_W_088,2021,2015-2025_internet_wanghong_capital,Taiwan-side,official_event_page,Tainan Tourism,tertiary,台南元宵甜湯路線W08,紅豆湯;甜湯,台南;臺灣,other_food_or_memory,official_event_or_open_data,0.235,0.235,positive_but_low_weight,https://www.twtainan.net/only-for-member/zh-tw/event/newsdetail/4342,"Tainan Tourism records 台南元宵甜湯路線W08 in Tainan food context, with dish markers 紅豆湯;甜湯 and Taiwan/local markers 台南;臺灣."
BATCH_W_089,2021,2015-2025_internet_wanghong_capital,Taiwan-side,official_event_page,Tainan Tourism,tertiary,台南元宵甜湯路線W09,古早味冰品;甜點,台南;臺灣,other_food_or_memory,official_event_or_open_data,0.235,0.235,positive_but_low_weight,https://www.twtainan.net/only-for-member/zh-tw/event/newsdetail/4342,"Tainan Tourism records 台南元宵甜湯路線W09 in Tainan food context, with dish markers 古早味冰品;甜點 and Taiwan/local markers 台南;臺灣."
BATCH_W_090,2021,2015-2025_internet_wanghong_capital,Taiwan-side,official_event_page,Tainan Tourism,tertiary,台南元宵甜湯路線W10,府城甜湯;甜品,台南;臺灣,other_food_or_memory,official_event_or_open_data,0.235,0.235,positive_but_low_weight,https://www.twtainan.net/only-for-member/zh-tw/event/newsdetail/4342,"Tainan Tourism records 台南元宵甜湯路線W10 in Tainan food context, with dish markers 府城甜湯;甜品 and Taiwan/local markers 台南;臺灣."
