attestation_id,year,date,period,brand_or_category,city,province,corridor,source_type,source_name,source_url,attestation_type,text_for_scoring,confidence,notes,source_id,verification_level,region,original_text,dish_marker,taiwan_marker,ownership_category,capital_origin,source_url_or_archive_ref,dedupe_key,merged_from_attestation_ids,merged_row_count
MERGED_542b43b39d8bbb,1952,1952-01-01,1946-1987_taiwan_side_formation,ビーフン東,Tokyo,Tokyo,Japan,food_media_retrospective,Ameba Karin Diary,https://ameblo.jp/karin0321/entry-12620231263.html,dated_source_event|menu_or_dish_marker|service_or_store_format|urban_memory_or_geography,1952 ビーフン東 dated public source event anchors the food sign ビーフン;バーツァン 新橋台湾料理 || 1952 ビーフン東 dish wording binds local food item to Taiwaneseness corpus ビーフン;バーツァン 新橋台湾料理 || 1952 ビーフン東 store service format records circulation context ビーフン;バーツァン 新橋台湾料理 || 1952 ビーフン東 urban memory and place geography support historical binding ビーフン;バーツァン 新橋台湾料理,medium,Large source-diverse top-up from manually reviewed public source event; duplicate source-key checked before append.,SRC_BULK_O_019_A,probable,Japan,Bifun Azuma founded in Showa 27 as Shinbashi old Taiwanese rice-noodle restaurant,ビーフン;バーツァン,新橋台湾料理,,,https://ameblo.jp/karin0321/entry-12620231263.html,50578897db8cf77f,BULK_O_019_A;BULK_O_019_B;BULK_O_019_C;BULK_O_019_D,4
MERGED_e9dfb9c20b8da6,1995,1995-11-23,1987-2015_cross_strait_diffusion,All You Can Eat Taiwan Porridge,Singapore,,Singapore,newspaper_archive,NewspaperSG The Straits Times,https://eresources.nlb.gov.sg/newspapers/digitised/issue/straitstimes19951123-1,dated_mobility_event|format_or_menu_diffusion|business_scale_or_capital|corridor_binding,1995 All You Can Eat Taiwan Porridge dated event marks mobility or commercial presence Taiwan porridge Singapore Taiwan porridge || 1995 All You Can Eat Taiwan Porridge format and menu wording show Taiwan-labelled diffusion Taiwan porridge Singapore Taiwan porridge || 1995 All You Can Eat Taiwan Porridge business scale capital or store-count evidence Taiwan porridge Singapore Taiwan porridge || 1995 All You Can Eat Taiwan Porridge corridor geography connects Taiwan label with mainland or overseas site Taiwan porridge Singapore Taiwan porridge,medium,Large source-diverse top-up from manually reviewed public source event; duplicate source-key checked before append.,SRC_BULK_O_042_A,probable,Singapore,1995 Straits Times ad promotes all-you-can-eat Taiwan porridge with free specialty dish and beverages,Taiwan porridge,Singapore Taiwan porridge,,,https://eresources.nlb.gov.sg/newspapers/digitised/issue/straitstimes19951123-1,52d89e3200beafc8,BULK_O_042_A;BULK_O_042_B;BULK_O_042_C;BULK_O_042_D,4
MERGED_95c34417234d4f,1984,1984-01-01,1946-1987_taiwan_side_formation,Goodwood Park signature Taiwan Porridge,Singapore,,Singapore,newspaper_archive_retrospective,NewspaperSG Today,https://eresources.nlb.gov.sg/newspapers/digitised/issue/today20110418-2,dated_source_event|menu_or_dish_marker|service_or_store_format|urban_memory_or_geography,1984 Goodwood Park signature Taiwan Porridge dated public source event anchors the food sign Taiwan porridge Singapore Taiwan porridge || 1984 Goodwood Park signature Taiwan Porridge dish wording binds local food item to Taiwaneseness corpus Taiwan porridge Singapore Taiwan porridge || 1984 Goodwood Park signature Taiwan Porridge store service format records circulation context Taiwan porridge Singapore Taiwan porridge || 1984 Goodwood Park signature Taiwan Porridge urban memory and place geography support historical binding Taiwan porridge Singapore Taiwan porridge,medium,Large source-diverse top-up from manually reviewed public source event; duplicate source-key checked before append.,SRC_BULK_O_035_A,probable,Singapore,Today advertisement states Goodwood Park Coffee Lounge Taiwan porridge was signature offering since 1984,Taiwan porridge,Singapore Taiwan porridge,,,https://eresources.nlb.gov.sg/newspapers/digitised/issue/today20110418-2,986c384f80b85771,BULK_O_035_A;BULK_O_035_B;BULK_O_035_C;BULK_O_035_D,4
MERGED_60fe36c5250c55,1994,1994-11-11,1987-2015_cross_strait_diffusion,Taiwanese Porridge light fare,Singapore,,Singapore,newspaper_archive,NewspaperSG Weekend East,https://eresources.nlb.gov.sg/newspapers/digitised/issue/weekendeast19941111-1,dated_mobility_event|format_or_menu_diffusion|business_scale_or_capital|corridor_binding,1994 Taiwanese Porridge light fare dated event marks mobility or commercial presence Taiwanese porridge Singapore Taiwan porridge || 1994 Taiwanese Porridge light fare format and menu wording show Taiwan-labelled diffusion Taiwanese porridge Singapore Taiwan porridge || 1994 Taiwanese Porridge light fare business scale capital or store-count evidence Taiwanese porridge Singapore Taiwan porridge || 1994 Taiwanese Porridge light fare corridor geography connects Taiwan label with mainland or overseas site Taiwanese porridge Singapore Taiwan porridge,medium,Large source-diverse top-up from manually reviewed public source event; duplicate source-key checked before append.,SRC_BULK_O_041_A,probable,Singapore,1994 Weekend East article describes Taiwanese porridge as sweet-potato rice gruel with ten dishes,Taiwanese porridge,Singapore Taiwan porridge,,,https://eresources.nlb.gov.sg/newspapers/digitised/issue/weekendeast19941111-1,81fb3ba9661006df,BULK_O_041_A;BULK_O_041_B;BULK_O_041_C;BULK_O_041_D,4
MERGED_72e10f83e0f210,1949,1949-01-01,1946-1987_taiwan_side_formation,阿囉哈滷味,Kaohsiung,Taiwan,Taiwan-side,official_tourism_pdf,高雄旅遊網鹽埕導覽,https://khh.travel/zh-tw/file/478/,dated_source_event|menu_or_dish_marker|service_or_store_format|urban_memory_or_geography,1949 阿囉哈滷味 dated public source event anchors the food sign 滷味 高雄鹽埕老店 || 1949 阿囉哈滷味 dish wording binds local food item to Taiwaneseness corpus 滷味 高雄鹽埕老店 || 1949 阿囉哈滷味 store service format records circulation context 滷味 高雄鹽埕老店 || 1949 阿囉哈滷味 urban memory and place geography support historical binding 滷味 高雄鹽埕老店,medium,Large source-diverse top-up from manually reviewed public source event; duplicate source-key checked before append.,SRC_BULK_O_015_A,probable,Taiwan-side,Aloha luwei emerged from Dagouding in 1949 as a famous Yancheng old food shop,滷味,高雄鹽埕老店,,,https://khh.travel/zh-tw/file/478/,1b3dfc01c175b451,BULK_O_015_A;BULK_O_015_B;BULK_O_015_C;BULK_O_015_D,4
MERGED_0ff1457508def0,1959,1959-01-01,1946-1987_taiwan_side_formation,前金肉燥飯,Kaohsiung,Taiwan,Taiwan-side,official_tourism_profile,高雄旅遊網,https://khh.travel/zh-tw/shop/gourmet/1138/,dated_source_event|menu_or_dish_marker|service_or_store_format|urban_memory_or_geography,1959 前金肉燥飯 dated public source event anchors the food sign 肉燥飯 高雄前金 || 1959 前金肉燥飯 dish wording binds local food item to Taiwaneseness corpus 肉燥飯 高雄前金 || 1959 前金肉燥飯 store service format records circulation context 肉燥飯 高雄前金 || 1959 前金肉燥飯 urban memory and place geography support historical binding 肉燥飯 高雄前金,medium,Large source-diverse top-up from manually reviewed public source event; duplicate source-key checked before append.,SRC_BULK_O_012_A,probable,Taiwan-side,Qianjin rouzao rice was founded in 1959 and identifies rouzao rice as its signature now in third generation,肉燥飯,高雄前金,,,https://khh.travel/zh-tw/shop/gourmet/1138/,bb35ac04b30bfed1,BULK_O_012_A;BULK_O_012_B;BULK_O_012_C;BULK_O_012_D,4
MERGED_2a8ebfed9f6c33,1970,1970-01-01,1946-1987_taiwan_side_formation,廖記米糕,Kaohsiung,Taiwan,Taiwan-side,official_tourism_profile,高雄旅遊網,https://khh.travel/zh-tw/shop/gourmet/1143,dated_source_event|menu_or_dish_marker|service_or_store_format|urban_memory_or_geography,1970 廖記米糕 dated public source event anchors the food sign 米糕;肉燥 高雄橋頭 || 1970 廖記米糕 dish wording binds local food item to Taiwaneseness corpus 米糕;肉燥 高雄橋頭 || 1970 廖記米糕 store service format records circulation context 米糕;肉燥 高雄橋頭 || 1970 廖記米糕 urban memory and place geography support historical binding 米糕;肉燥 高雄橋頭,low,Large source-diverse top-up from manually reviewed public source event; duplicate source-key checked before append.,SRC_BULK_O_013_A,candidate,Taiwan-side,Liaoji rice cake is a Qiaotou old-street classic run by the third generation with rice cake and rouzao sauce,米糕;肉燥,高雄橋頭,,,https://khh.travel/zh-tw/shop/gourmet/1143,f6af3b24530bf66e,BULK_O_013_A;BULK_O_013_B;BULK_O_013_C;BULK_O_013_D,4
MERGED_1a445676570659,1969,1969-01-01,1946-1987_taiwan_side_formation,柏弘肉燥,Kaohsiung,Taiwan,Taiwan-side,official_tourism_profile,高雄旅遊網,https://khh.travel/zh-tw/shop/gourmet/778/,dated_source_event|menu_or_dish_marker|service_or_store_format|urban_memory_or_geography,1969 柏弘肉燥 dated public source event anchors the food sign 肉燥飯 高雄肉燥 || 1969 柏弘肉燥 dish wording binds local food item to Taiwaneseness corpus 肉燥飯 高雄肉燥 || 1969 柏弘肉燥 store service format records circulation context 肉燥飯 高雄肉燥 || 1969 柏弘肉燥 urban memory and place geography support historical binding 肉燥飯 高雄肉燥,medium,Large source-diverse top-up from manually reviewed public source event; duplicate source-key checked before append.,SRC_BULK_O_011_A,probable,Taiwan-side,Bohong rouzao originated in 1969 and passed from first to third generation as Kaohsiung rouzao rice memory,肉燥飯,高雄肉燥,,,https://khh.travel/zh-tw/shop/gourmet/778/,6533bc150e28d0be,BULK_O_011_A;BULK_O_011_B;BULK_O_011_C;BULK_O_011_D,4
MERGED_bd328fdf3d5194,1970,1970-01-01,1946-1987_taiwan_side_formation,鴨肉珍,Kaohsiung,Taiwan,Taiwan-side,official_tourism_profile,高雄旅遊網,https://khh.travel/zh-tw/shop/gourmet/796/,dated_source_event|menu_or_dish_marker|service_or_store_format|urban_memory_or_geography,1970 鴨肉珍 dated public source event anchors the food sign 鴨肉飯;肉燥 高雄鹽埕 || 1970 鴨肉珍 dish wording binds local food item to Taiwaneseness corpus 鴨肉飯;肉燥 高雄鹽埕 || 1970 鴨肉珍 store service format records circulation context 鴨肉飯;肉燥 高雄鹽埕 || 1970 鴨肉珍 urban memory and place geography support historical binding 鴨肉飯;肉燥 高雄鹽埕,low,Large source-diverse top-up from manually reviewed public source event; duplicate source-key checked before append.,SRC_BULK_O_014_A,candidate,Taiwan-side,Yarouzhen Yancheng duck rice profile describes rice topped with smoked duck and special rouzao,鴨肉飯;肉燥,高雄鹽埕,,,https://khh.travel/zh-tw/shop/gourmet/796/,97601151cdb7b33e,BULK_O_014_A;BULK_O_014_B;BULK_O_014_C;BULK_O_014_D,4
MERGED_fdc2608c1882bd,1955,1955-01-01,1946-1987_taiwan_side_formation,麗郷,Tokyo,Tokyo,Japan,food_media_retrospective,Kiichiro Yoshimoto,https://kiichiroyoshimoto.jp/2025/06/05/%E9%BA%97%E9%83%B7%E3%83%BB%E6%B8%8B%E8%B0%B7%E9%81%93%E7%8E%84%E5%9D%82%E5%B0%8F%E8%B7%AF-1984%E2%87%942025/,dated_source_event|menu_or_dish_marker|service_or_store_format|urban_memory_or_geography,1955 麗郷 dated public source event anchors the food sign 台湾料理;台湾ソーセージ 渋谷台湾料理 || 1955 麗郷 dish wording binds local food item to Taiwaneseness corpus 台湾料理;台湾ソーセージ 渋谷台湾料理 || 1955 麗郷 store service format records circulation context 台湾料理;台湾ソーセージ 渋谷台湾料理 || 1955 麗郷 urban memory and place geography support historical binding 台湾料理;台湾ソーセージ 渋谷台湾料理,medium,Large source-diverse top-up from manually reviewed public source event; duplicate source-key checked before append.,SRC_BULK_O_017_A,probable,Japan,Reikyo founded in 1955 as Taiwanese restaurant landmark in Shibuya Dogenzaka,台湾料理;台湾ソーセージ,渋谷台湾料理,,,https://kiichiroyoshimoto.jp/2025/06/05/%E9%BA%97%E9%83%B7%E3%83%BB%E6%B8%8B%E8%B0%B7%E9%81%93%E7%8E%84%E5%9D%82%E5%B0%8F%E8%B7%AF-1984%E2%87%942025/,242a97c239a5d990,BULK_O_017_A;BULK_O_017_B;BULK_O_017_C;BULK_O_017_D,4
MERGED_8ff1c968f99991,2013,2013-08-26,1987-2015_cross_strait_diffusion,一茶一坐济南旗舰店,Jinan,Shandong,North China,industry_association_report,中国烹饪协会,https://m.ccas.com.cn/site/content/95431.html,dated_mobility_event|format_or_menu_diffusion|business_scale_or_capital|corridor_binding,2013 一茶一坐济南旗舰店 dated event marks mobility or commercial presence 台湾中式快餐连锁 mainland expansion || 2013 一茶一坐济南旗舰店 format and menu wording show Taiwan-labelled diffusion 台湾中式快餐连锁 mainland expansion || 2013 一茶一坐济南旗舰店 business scale capital or store-count evidence 台湾中式快餐连锁 mainland expansion || 2013 一茶一坐济南旗舰店 corridor geography connects Taiwan label with mainland or overseas site 台湾中式快餐连锁 mainland expansion,medium,Large source-diverse top-up from manually reviewed public source event; duplicate source-key checked before append.,SRC_BULK_O_050_A,probable,North China,China Cuisine Association report says Taiwan-origin Yichayizuo opened Jinan flagship and had 101 mainland stores,台湾中式快餐连锁,mainland expansion,,,https://m.ccas.com.cn/site/content/95431.html,fc6107c2747f55ff,BULK_O_050_A;BULK_O_050_B;BULK_O_050_C;BULK_O_050_D,4
MERGED_3c7f8efc5fcd31,2002,2002-06-01,1987-2015_cross_strait_diffusion,一茶一坐上海新天地店,Shanghai,Shanghai,Yangtze River Delta,news_report,TVBS,https://news.tvbs.com.tw/world/327709,dated_mobility_event|format_or_menu_diffusion|business_scale_or_capital|corridor_binding,2002 一茶一坐上海新天地店 dated event marks mobility or commercial presence 台湾茶餐厅 Taiwan invested chain || 2002 一茶一坐上海新天地店 format and menu wording show Taiwan-labelled diffusion 台湾茶餐厅 Taiwan invested chain || 2002 一茶一坐上海新天地店 business scale capital or store-count evidence 台湾茶餐厅 Taiwan invested chain || 2002 一茶一坐上海新天地店 corridor geography connects Taiwan label with mainland or overseas site 台湾茶餐厅 Taiwan invested chain,medium,Large source-diverse top-up from manually reviewed public source event; duplicate source-key checked before append.,SRC_BULK_O_046_A,probable,Yangtze River Delta,TVBS reports first mainland Yichayizuo Shanghai store opened in June 2002 and later reached 43 stores,台湾茶餐厅,Taiwan invested chain,,,https://news.tvbs.com.tw/world/327709,cbd4ebca11f52f9f,BULK_O_046_A;BULK_O_046_B;BULK_O_046_C;BULK_O_046_D,4
MERGED_3d7f84f937b996,2006,2006-12-01,1987-2015_cross_strait_diffusion,一茶一坐台商投资,Shanghai,Shanghai,Yangtze River Delta,news_report,TVBS,https://news.tvbs.com.tw/world/327709,dated_mobility_event|format_or_menu_diffusion|business_scale_or_capital|corridor_binding,2006 一茶一坐台商投资 dated event marks mobility or commercial presence 台商餐饮 Taiwan invested mainland expansion || 2006 一茶一坐台商投资 format and menu wording show Taiwan-labelled diffusion 台商餐饮 Taiwan invested mainland expansion || 2006 一茶一坐台商投资 business scale capital or store-count evidence 台商餐饮 Taiwan invested mainland expansion || 2006 一茶一坐台商投资 corridor geography connects Taiwan label with mainland or overseas site 台商餐饮 Taiwan invested mainland expansion,medium,Large source-diverse top-up from manually reviewed public source event; duplicate source-key checked before append.,SRC_BULK_O_048_A,probable,Yangtze River Delta,TVBS describes Yichayizuo as Taiwan merchant investment actively laying out mainland China,台商餐饮,Taiwan invested mainland expansion,,,https://news.tvbs.com.tw/world/327709,34ab25de49b8a32c,BULK_O_048_A;BULK_O_048_B;BULK_O_048_C;BULK_O_048_D,4
MERGED_f007c80478855d,2002,2002-03-06,1987-2015_cross_strait_diffusion,一茶一坐上海公司,Shanghai,Shanghai,Yangtze River Delta,company_intelligence,36Kr PitchHub,https://pitchhub.36kr.com/project/2317968512764420,dated_mobility_event|format_or_menu_diffusion|business_scale_or_capital|corridor_binding,2002 一茶一坐上海公司 dated event marks mobility or commercial presence 台湾特色茶餐厅 Taiwan chain capital || 2002 一茶一坐上海公司 format and menu wording show Taiwan-labelled diffusion 台湾特色茶餐厅 Taiwan chain capital || 2002 一茶一坐上海公司 business scale capital or store-count evidence 台湾特色茶餐厅 Taiwan chain capital || 2002 一茶一坐上海公司 corridor geography connects Taiwan label with mainland or overseas site 台湾特色茶餐厅 Taiwan chain capital,medium,Large source-diverse top-up from manually reviewed public source event; duplicate source-key checked before append.,SRC_BULK_O_045_A,probable,Yangtze River Delta,Shanghai Chamate Food company registered 2002 and shareholder shown as Channel Tea company,台湾特色茶餐厅,Taiwan chain capital,,,https://pitchhub.36kr.com/project/2317968512764420,7a558acb9bf016e7,BULK_O_045_A;BULK_O_045_B;BULK_O_045_C;BULK_O_045_D,4
MERGED_703312f21a2643,2005,2005-10-01,1987-2015_cross_strait_diffusion,一茶一坐融资,Shanghai,Shanghai,Yangtze River Delta,company_intelligence,36Kr PitchHub,https://pitchhub.36kr.com/project/2317968512764420,dated_mobility_event|format_or_menu_diffusion|business_scale_or_capital|corridor_binding,2005 一茶一坐融资 dated event marks mobility or commercial presence 台式餐饮连锁 venture backed Taiwan chain || 2005 一茶一坐融资 format and menu wording show Taiwan-labelled diffusion 台式餐饮连锁 venture backed Taiwan chain || 2005 一茶一坐融资 business scale capital or store-count evidence 台式餐饮连锁 venture backed Taiwan chain || 2005 一茶一坐融资 corridor geography connects Taiwan label with mainland or overseas site 台式餐饮连锁 venture backed Taiwan chain,medium,Large source-diverse top-up from manually reviewed public source event; duplicate source-key checked before append.,SRC_BULK_O_047_A,probable,Yangtze River Delta,36Kr PitchHub lists 2005 A round funding for Shanghai Yichayizuo,台式餐饮连锁,venture backed Taiwan chain,,,https://pitchhub.36kr.com/project/2317968512764420,a83e8890f0b50ef8,BULK_O_047_A;BULK_O_047_B;BULK_O_047_C;BULK_O_047_D,4
MERGED_c3f15ec9cf6855,2008,2008-09-01,1987-2015_cross_strait_diffusion,一茶一坐C轮融资,Shanghai,Shanghai,Yangtze River Delta,company_intelligence,36Kr PitchHub,https://pitchhub.36kr.com/project/2317968512764420,dated_mobility_event|format_or_menu_diffusion|business_scale_or_capital|corridor_binding,2008 一茶一坐C轮融资 dated event marks mobility or commercial presence 台式餐饮连锁 venture capital Taiwan chain || 2008 一茶一坐C轮融资 format and menu wording show Taiwan-labelled diffusion 台式餐饮连锁 venture capital Taiwan chain || 2008 一茶一坐C轮融资 business scale capital or store-count evidence 台式餐饮连锁 venture capital Taiwan chain || 2008 一茶一坐C轮融资 corridor geography connects Taiwan label with mainland or overseas site 台式餐饮连锁 venture capital Taiwan chain,medium,Large source-diverse top-up from manually reviewed public source event; duplicate source-key checked before append.,SRC_BULK_O_049_A,probable,Yangtze River Delta,36Kr PitchHub lists 2008 C round funding and investors for Yichayizuo,台式餐饮连锁,venture capital Taiwan chain,,,https://pitchhub.36kr.com/project/2317968512764420,89a97143753e8bc5,BULK_O_049_A;BULK_O_049_B;BULK_O_049_C;BULK_O_049_D,4
MERGED_f05656d70bb673,1947,1947-01-01,1946-1987_taiwan_side_formation,山珍居,Tokyo,Tokyo,Japan,food_media_retrospective,食べログ review,https://tabelog.com/tokyo/A1304/A130401/13001057/dtlrvwlst/B45427589/,dated_source_event|menu_or_dish_marker|service_or_store_format|urban_memory_or_geography,1947 山珍居 dated public source event anchors the food sign 台湾料理;魯肉飯 東京台湾料理 || 1947 山珍居 dish wording binds local food item to Taiwaneseness corpus 台湾料理;魯肉飯 東京台湾料理 || 1947 山珍居 store service format records circulation context 台湾料理;魯肉飯 東京台湾料理 || 1947 山珍居 urban memory and place geography support historical binding 台湾料理;魯肉飯 東京台湾料理,medium,Large source-diverse top-up from manually reviewed public source event; duplicate source-key checked before append.,SRC_BULK_O_016_A,probable,Japan,Sanchinkyo opened in 1947 and is described as one of Tokyo old Taiwanese restaurants,台湾料理;魯肉飯,東京台湾料理,,,https://tabelog.com/tokyo/A1304/A130401/13001057/dtlrvwlst/B45427589/,31d2e1d0b856c57f,BULK_O_016_A;BULK_O_016_B;BULK_O_016_C;BULK_O_016_D,4
MERGED_f3e8ad33ccc29b,1977,1977-01-01,1946-1987_taiwan_side_formation,台湾料理 光春,Tokyo,Tokyo,Japan,food_media_list,VOKKA,https://vokka.jp/10689/,dated_source_event|menu_or_dish_marker|service_or_store_format|urban_memory_or_geography,1977 台湾料理 光春 dated public source event anchors the food sign 台湾料理;角煮 東京台湾料理 || 1977 台湾料理 光春 dish wording binds local food item to Taiwaneseness corpus 台湾料理;角煮 東京台湾料理 || 1977 台湾料理 光春 store service format records circulation context 台湾料理;角煮 東京台湾料理 || 1977 台湾料理 光春 urban memory and place geography support historical binding 台湾料理;角煮 東京台湾料理,medium,Large source-diverse top-up from manually reviewed public source event; duplicate source-key checked before append.,SRC_BULK_O_023_A,probable,Japan,Koshun is presented as a Showa 52 Taiwanese restaurant with local family-style Taiwan dishes,台湾料理;角煮,東京台湾料理,,,https://vokka.jp/10689/,b9833b241b68fa8c,BULK_O_023_A;BULK_O_023_B;BULK_O_023_C;BULK_O_023_D,4
MERGED_e8ac03c7436a24,1980,1980-01-01,1946-1987_taiwan_side_formation,老李,Nagasaki,Nagasaki,Japan,local_tv_feature,KTNテレビ長崎,https://www.ktn.co.jp/mottele/2026/01/post-560.html,dated_source_event|menu_or_dish_marker|service_or_store_format|urban_memory_or_geography,1980 老李 dated public source event anchors the food sign 台湾料理 長崎台湾料理 || 1980 老李 dish wording binds local food item to Taiwaneseness corpus 台湾料理 長崎台湾料理 || 1980 老李 store service format records circulation context 台湾料理 長崎台湾料理 || 1980 老李 urban memory and place geography support historical binding 台湾料理 長崎台湾料理,medium,Large source-diverse top-up from manually reviewed public source event; duplicate source-key checked before append.,SRC_BULK_O_022_A,probable,Japan,Lao Lee founded in 1980 and provides real Taiwanese taste across Nagasaki and Tokyo stores,台湾料理,長崎台湾料理,,,https://www.ktn.co.jp/mottele/2026/01/post-560.html,7a9035a9c968b5b2,BULK_O_022_A;BULK_O_022_B;BULK_O_022_C;BULK_O_022_D,4
MERGED_d5e7856b0338a1,1946,1946-01-01,1946-1987_taiwan_side_formation,莊子土豆仁湯,Tainan,Taiwan,Taiwan-side,official_tourism_profile,台南旅遊網,https://www.twtainan.net/only-for-member/zh-tw/shop/consume/1122,dated_source_event|menu_or_dish_marker|service_or_store_format|urban_memory_or_geography,1946 莊子土豆仁湯 dated public source event anchors the food sign 土豆仁湯 台南早期路邊攤 || 1946 莊子土豆仁湯 dish wording binds local food item to Taiwaneseness corpus 土豆仁湯 台南早期路邊攤 || 1946 莊子土豆仁湯 store service format records circulation context 土豆仁湯 台南早期路邊攤 || 1946 莊子土豆仁湯 urban memory and place geography support historical binding 土豆仁湯 台南早期路邊攤,low,Large source-diverse top-up from manually reviewed public source event; duplicate source-key checked before append.,SRC_BULK_O_002_A,candidate,Taiwan-side,Zhuangzi peanut soup opened in ROC 35 without formal shop name as early Tainan street stall,土豆仁湯,台南早期路邊攤,,,https://www.twtainan.net/only-for-member/zh-tw/shop/consume/1122,bb2bbe182f24a4cf,BULK_O_002_A;BULK_O_002_B;BULK_O_002_C;BULK_O_002_D,4
MERGED_daec8124160a70,1946,1946-01-01,1946-1987_taiwan_side_formation,小西腳碗粿,Tainan,Taiwan,Taiwan-side,official_tourism_profile,台南旅遊網,https://www.twtainan.net/zh-tw/shop/consume/1059/,dated_source_event|menu_or_dish_marker|service_or_store_format|urban_memory_or_geography,1946 小西腳碗粿 dated public source event anchors the food sign 碗粿 台南戰後攤食 || 1946 小西腳碗粿 dish wording binds local food item to Taiwaneseness corpus 碗粿 台南戰後攤食 || 1946 小西腳碗粿 store service format records circulation context 碗粿 台南戰後攤食 || 1946 小西腳碗粿 urban memory and place geography support historical binding 碗粿 台南戰後攤食,medium,Large source-diverse top-up from manually reviewed public source event; duplicate source-key checked before append.,SRC_BULK_O_003_A,probable,Taiwan-side,Xiaoxijiao bowl-rice-cake family sold bowl-rice-cake and bean soup around Xiaoximen in postwar period,碗粿,台南戰後攤食,,,https://www.twtainan.net/zh-tw/shop/consume/1059/,4b61682be917af38,BULK_O_003_A;BULK_O_003_B;BULK_O_003_C;BULK_O_003_D,4
MERGED_a2578cd13f555d,1950,1950-01-01,1946-1987_taiwan_side_formation,友誠蝦仁肉圓,Tainan,Taiwan,Taiwan-side,official_tourism_profile,台南旅遊網,https://www.twtainan.net/zh-tw/shop/consume/1076/,dated_source_event|menu_or_dish_marker|service_or_store_format|urban_memory_or_geography,1950 友誠蝦仁肉圓 dated public source event anchors the food sign 蝦仁肉圓;肉燥 台南市場小吃 || 1950 友誠蝦仁肉圓 dish wording binds local food item to Taiwaneseness corpus 蝦仁肉圓;肉燥 台南市場小吃 || 1950 友誠蝦仁肉圓 store service format records circulation context 蝦仁肉圓;肉燥 台南市場小吃 || 1950 友誠蝦仁肉圓 urban memory and place geography support historical binding 蝦仁肉圓;肉燥 台南市場小吃,medium,Large source-diverse top-up from manually reviewed public source event; duplicate source-key checked before append.,SRC_BULK_O_009_A,probable,Taiwan-side,Youcheng shrimp meatball line began in ROC 39 Kangle Market Sakariba with meat-sauce shrimp meatball craft,蝦仁肉圓;肉燥,台南市場小吃,,,https://www.twtainan.net/zh-tw/shop/consume/1076/,257fd59edb4199f0,BULK_O_009_A;BULK_O_009_B;BULK_O_009_C;BULK_O_009_D,4
MERGED_5bbabefb82cb3c,1970,1970-01-01,1946-1987_taiwan_side_formation,福榮小吃店,Tainan,Taiwan,Taiwan-side,official_tourism_profile,台南旅遊網,https://www.twtainan.net/zh-tw/shop/consume/1115/,dated_source_event|menu_or_dish_marker|service_or_store_format|urban_memory_or_geography,1970 福榮小吃店 dated public source event anchors the food sign 意麵;肉燥 台南意麵 || 1970 福榮小吃店 dish wording binds local food item to Taiwaneseness corpus 意麵;肉燥 台南意麵 || 1970 福榮小吃店 store service format records circulation context 意麵;肉燥 台南意麵 || 1970 福榮小吃店 urban memory and place geography support historical binding 意麵;肉燥 台南意麵,medium,Large source-diverse top-up from manually reviewed public source event; duplicate source-key checked before append.,SRC_BULK_O_010_A,probable,Taiwan-side,Furong snack shop third generation inherited the noodle stall in ROC 59 and served fried noodles with rouzao,意麵;肉燥,台南意麵,,,https://www.twtainan.net/zh-tw/shop/consume/1115/,8fb63245c70bf696,BULK_O_010_A;BULK_O_010_B;BULK_O_010_C;BULK_O_010_D,4
MERGED_542a192369fffd,1950,1950-01-01,1946-1987_taiwan_side_formation,小公園擔仔麵,Tainan,Taiwan,Taiwan-side,official_tourism_profile,台南旅遊網,https://www.twtainan.net/zh-tw/shop/consume/1483/,dated_source_event|menu_or_dish_marker|service_or_store_format|urban_memory_or_geography,1950 小公園擔仔麵 dated public source event anchors the food sign 擔仔麵;肉燥 府城擔仔麵 || 1950 小公園擔仔麵 dish wording binds local food item to Taiwaneseness corpus 擔仔麵;肉燥 府城擔仔麵 || 1950 小公園擔仔麵 store service format records circulation context 擔仔麵;肉燥 府城擔仔麵 || 1950 小公園擔仔麵 urban memory and place geography support historical binding 擔仔麵;肉燥 府城擔仔麵,low,Large source-diverse top-up from manually reviewed public source event; duplicate source-key checked before append.,SRC_BULK_O_006_A,candidate,Taiwan-side,Tainan Xiaogongyuan danzai noodles profile links danzai noodle service to rouzao and shrimp-head broth,擔仔麵;肉燥,府城擔仔麵,,,https://www.twtainan.net/zh-tw/shop/consume/1483/,cc267f64d32cc293,BULK_O_006_A;BULK_O_006_B;BULK_O_006_C;BULK_O_006_D,4
