attestation_id,corridor,period,source_type,authority_level,authority_weight,novelty_score,analysis_weight,historical_binding_raw,weighted_historical_binding
BATCH_R_016,Taiwan-side,1946-1987_taiwan_side_formation,municipal_profile,tertiary,0.2,1.0,0.76,1.0,0.76
BATCH_R_017,Taiwan-side,1946-1987_taiwan_side_formation,municipal_profile,tertiary,0.2,1.0,0.76,1.0,0.76
BATCH_R_018,Taiwan-side,2014-2020_pre_wanghong_platformization,municipal_profile,tertiary,0.2,1.0,0.76,1.0,0.76
BATCH_R_019,Taiwan-side,2014-2020_pre_wanghong_platformization,municipal_profile,tertiary,0.2,1.0,0.76,1.0,0.76
BATCH_R_020,Taiwan-side,2014-2020_pre_wanghong_platformization,municipal_profile,tertiary,0.2,1.0,0.76,1.0,0.76
BATCH_R_021,Taiwan-side,2014-2020_pre_wanghong_platformization,municipal_profile,tertiary,0.2,1.0,0.76,1.0,0.76
BATCH_R_022,Taiwan-side,2014-2020_pre_wanghong_platformization,municipal_profile,tertiary,0.2,1.0,0.76,1.0,0.76
BATCH_R_023,Taiwan-side,1946-1987_taiwan_side_formation,municipal_profile,tertiary,0.2,1.0,0.76,1.0,0.76
BATCH_R_024,Taiwan-side,1946-1987_taiwan_side_formation,municipal_profile,tertiary,0.2,1.0,0.76,1.0,0.76
BATCH_R_025,Taiwan-side,2014-2020_pre_wanghong_platformization,municipal_profile,tertiary,0.2,1.0,0.76,1.0,0.76
BATCH_R_026,Taiwan-side,2021-2025_internet_wanghong_capital,municipal_profile,tertiary,0.2,1.0,0.76,1.0,0.76
BATCH_R_027,Taiwan-side,2021-2025_internet_wanghong_capital,municipal_profile,tertiary,0.2,1.0,0.76,1.0,0.76
BATCH_R_028,Taiwan-side,1940-1945_late_colonial_food_order,municipal_profile,tertiary,0.2,1.0,0.76,1.0,0.76
BATCH_R_029,Taiwan-side,1940-1945_late_colonial_food_order,municipal_profile,tertiary,0.2,1.0,0.76,1.0,0.76
BATCH_R_030,Taiwan-side,1946-1987_taiwan_side_formation,municipal_profile,tertiary,0.2,1.0,0.76,1.0,0.76
BATCH_R_031,Taiwan-side,1946-1987_taiwan_side_formation,municipal_profile,tertiary,0.2,1.0,0.76,1.0,0.76
BATCH_R_032,Taiwan-side,1946-1987_taiwan_side_formation,municipal_profile,tertiary,0.2,1.0,0.76,1.0,0.76
BATCH_R_033,Singapore,1946-1987_taiwan_side_formation,newspaper_archive,primary,1.2,0.7714,0.9,1.0,0.9
BATCH_R_034,Singapore,1946-1987_taiwan_side_formation,newspaper_archive,primary,1.2,0.5404,0.7383,1.0,0.7383
BATCH_R_035,Singapore,1946-1987_taiwan_side_formation,newspaper_archive,primary,1.2,0.9091,0.9964,1.0,0.9964
BATCH_R_036,Singapore,1946-1987_taiwan_side_formation,newspaper_archive,primary,1.2,1.0,1.06,1.0,1.06
BATCH_R_037,Singapore,1946-1987_taiwan_side_formation,newspaper_archive,primary,1.2,1.0,1.06,1.0,1.06
BATCH_R_038,Singapore,1946-1987_taiwan_side_formation,newspaper_archive,primary,1.2,1.0,1.06,1.0,1.06
BATCH_R_039,Singapore,1946-1987_taiwan_side_formation,newspaper_archive,primary,1.2,1.0,1.06,1.0,1.06
BATCH_R_040,Singapore,1946-1987_taiwan_side_formation,newspaper_archive,primary,1.2,1.0,1.06,1.0,1.06
BATCH_R_041,Singapore,1946-1987_taiwan_side_formation,newspaper_archive,primary,1.2,1.0,1.06,1.0,1.06
BATCH_R_042,Singapore,1946-1987_taiwan_side_formation,newspaper_archive,primary,1.2,1.0,1.06,1.0,1.06
BATCH_R_043,Singapore,1946-1987_taiwan_side_formation,newspaper_archive,primary,1.2,1.0,1.06,1.0,1.06
BATCH_R_044,Singapore,1946-1987_taiwan_side_formation,newspaper_archive,primary,1.2,1.0,1.06,1.0,1.06
BATCH_R_045,Singapore,1946-1987_taiwan_side_formation,public_web_profile,secondary,0.7,1.0,0.91,1.0,0.91
BATCH_R_046,Singapore,1987-2015_cross_strait_diffusion,newspaper_archive,primary,1.2,1.0,1.06,1.0,1.06
BATCH_R_047,Singapore,1987-2015_cross_strait_diffusion,newspaper_archive,primary,1.2,1.0,1.06,1.0,1.06
BATCH_R_048,Singapore,1987-2015_cross_strait_diffusion,newspaper_archive,primary,1.2,1.0,1.06,1.0,1.06
BATCH_R_049,Singapore,1987-2015_cross_strait_diffusion,newspaper_archive,primary,1.2,1.0,1.06,1.0,1.06
BATCH_R_050,Singapore,1987-2015_cross_strait_diffusion,newspaper_archive,primary,1.2,1.0,1.06,1.0,1.06
BATCH_S_001,Taiwan-side,1946-1987_taiwan_side_formation,public_web_profile,tertiary,0.2,1.0,0.76,1.0,0.76
BATCH_S_002,Taiwan-side,1946-1987_taiwan_side_formation,public_web_profile,secondary,0.7,1.0,0.91,1.0,0.91
BATCH_S_003,Taiwan-side,1946-1987_taiwan_side_formation,public_web_profile,secondary,0.7,1.0,0.91,1.0,0.91
BATCH_S_004,Taiwan-side,1946-1987_taiwan_side_formation,public_web_profile,secondary,0.7,1.0,0.91,1.0,0.91
BATCH_S_005,Taiwan-side,1946-1987_taiwan_side_formation,public_web_profile,secondary,0.7,1.0,0.91,1.0,0.91
BATCH_S_006,Taiwan-side,1946-1987_taiwan_side_formation,public_web_profile,secondary,0.7,1.0,0.91,1.0,0.91
BATCH_S_007,Taiwan-side,1940-1945_late_colonial_food_order,municipal_profile,tertiary,0.2,1.0,0.76,1.0,0.76
BATCH_S_008,Taiwan-side,1946-1987_taiwan_side_formation,municipal_profile,tertiary,0.2,1.0,0.76,1.0,0.76
BATCH_S_009,Taiwan-side,1946-1987_taiwan_side_formation,municipal_profile,tertiary,0.2,1.0,0.76,1.0,0.76
BATCH_S_010,Taiwan-side,1946-1987_taiwan_side_formation,municipal_profile,tertiary,0.2,1.0,0.76,1.0,0.76
BATCH_S_011,Taiwan-side,1946-1987_taiwan_side_formation,municipal_profile,tertiary,0.2,1.0,0.76,1.0,0.76
BATCH_S_012,Taiwan-side,1946-1987_taiwan_side_formation,municipal_profile,tertiary,0.2,1.0,0.76,1.0,0.76
BATCH_S_013,Taiwan-side,2014-2020_pre_wanghong_platformization,public_web_profile,tertiary,0.2,1.0,0.76,1.0,0.76
BATCH_S_014,Taiwan-side,2014-2020_pre_wanghong_platformization,public_web_profile,tertiary,0.2,1.0,0.76,1.0,0.76
BATCH_S_015,Taiwan-side,2014-2020_pre_wanghong_platformization,public_web_profile,tertiary,0.2,1.0,0.76,1.0,0.76
BATCH_S_016,Singapore,1946-1987_taiwan_side_formation,newspaper_archive,primary,1.2,1.0,1.06,1.0,1.06
BATCH_S_017,Singapore,1946-1987_taiwan_side_formation,newspaper_archive,primary,1.2,1.0,1.06,1.0,1.06
BATCH_S_018,Singapore,1946-1987_taiwan_side_formation,newspaper_archive,primary,1.2,1.0,1.06,1.0,1.06
BATCH_S_019,Singapore,1946-1987_taiwan_side_formation,newspaper_archive,primary,1.2,1.0,1.06,1.0,1.06
BATCH_S_020,Singapore,1946-1987_taiwan_side_formation,newspaper_archive,primary,1.2,1.0,1.06,1.0,1.06
BATCH_S_021,Singapore,1946-1987_taiwan_side_formation,newspaper_archive,primary,1.2,1.0,1.06,1.0,1.06
BATCH_S_022,Singapore,1987-2015_cross_strait_diffusion,newspaper_archive,primary,1.2,1.0,1.06,1.0,1.06
BATCH_S_023,Singapore,1987-2015_cross_strait_diffusion,newspaper_archive,primary,1.2,1.0,1.06,1.0,1.06
BATCH_S_024,Singapore,1987-2015_cross_strait_diffusion,newspaper_archive,primary,1.2,1.0,1.06,1.0,1.06
BATCH_S_025,Singapore,1987-2015_cross_strait_diffusion,newspaper_archive,primary,1.2,1.0,1.06,1.0,1.06
BATCH_S_026,Singapore,1987-2015_cross_strait_diffusion,newspaper_archive,primary,1.2,1.0,1.06,1.0,1.06
BATCH_S_027,Singapore,1987-2015_cross_strait_diffusion,newspaper_archive,primary,1.2,1.0,1.06,1.0,1.06
BATCH_S_028,Singapore,1987-2015_cross_strait_diffusion,newspaper_archive,primary,1.2,1.0,1.06,1.0,1.06
BATCH_S_029,Singapore,1987-2015_cross_strait_diffusion,newspaper_archive,primary,1.2,1.0,1.06,1.0,1.06
BATCH_S_030,Singapore,1987-2015_cross_strait_diffusion,newspaper_archive,primary,1.2,1.0,1.06,1.0,1.06
BATCH_S_031,Singapore,1987-2015_cross_strait_diffusion,newspaper_archive,primary,1.2,1.0,1.06,1.0,1.06
BATCH_S_032,Singapore,1987-2015_cross_strait_diffusion,newspaper_archive,primary,1.2,1.0,1.06,1.0,1.06
BATCH_S_033,Singapore,1987-2015_cross_strait_diffusion,newspaper_archive,primary,1.2,1.0,1.06,1.0,1.06
BATCH_S_034,Singapore,1987-2015_cross_strait_diffusion,newspaper_archive,primary,1.2,1.0,1.06,1.0,1.06
BATCH_S_035,Singapore,1987-2015_cross_strait_diffusion,newspaper_archive,primary,1.2,1.0,1.06,1.0,1.06
BATCH_S_036,Singapore,1987-2015_cross_strait_diffusion,newspaper_archive,primary,1.2,1.0,1.06,1.0,1.06
BATCH_S_037,Singapore,1987-2015_cross_strait_diffusion,newspaper_archive,primary,1.2,1.0,1.06,1.0,1.06
BATCH_S_038,Singapore,2014-2020_pre_wanghong_platformization,newspaper_archive,primary,1.2,1.0,1.06,1.0,1.06
BATCH_S_039,Singapore,1987-2015_cross_strait_diffusion,newspaper_archive,primary,1.2,1.0,1.06,1.0,1.06
BATCH_S_040,Singapore,1987-2015_cross_strait_diffusion,newspaper_archive,primary,1.2,1.0,1.06,1.0,1.06
BATCH_S_041,Singapore,1987-2015_cross_strait_diffusion,newspaper_archive,primary,1.2,1.0,1.06,1.0,1.06
BATCH_S_042,Singapore,1946-1987_taiwan_side_formation,newspaper_archive,primary,1.2,1.0,1.06,1.0,1.06
BATCH_S_043,Singapore,1946-1987_taiwan_side_formation,newspaper_archive,primary,1.2,1.0,1.06,1.0,1.06
BATCH_S_044,Singapore,1987-2015_cross_strait_diffusion,newspaper_archive,primary,1.2,1.0,1.06,1.0,1.06
BATCH_S_045,Singapore,2014-2020_pre_wanghong_platformization,newspaper_archive,primary,1.2,1.0,1.06,1.0,1.06
BATCH_S_046,Taiwan-side,2021-2025_internet_wanghong_capital,municipal_profile,tertiary,0.2,1.0,0.76,1.0,0.76
BATCH_S_047,Taiwan-side,2021-2025_internet_wanghong_capital,municipal_profile,tertiary,0.2,1.0,0.76,1.0,0.76
BATCH_S_048,Taiwan-side,2021-2025_internet_wanghong_capital,municipal_profile,tertiary,0.2,1.0,0.76,1.0,0.76
BATCH_S_049,Taiwan-side,2021-2025_internet_wanghong_capital,municipal_profile,tertiary,0.2,1.0,0.76,1.0,0.76
BATCH_S_050,Taiwan-side,2021-2025_internet_wanghong_capital,municipal_profile,tertiary,0.2,1.0,0.76,1.0,0.76
BATCH_T_001,Singapore,1946-1987_taiwan_side_formation,newspaper_issue,primary,1.2,1.0,1.06,1.0,1.06
BATCH_T_002,Singapore,1946-1987_taiwan_side_formation,newspaper_issue,primary,1.2,1.0,1.06,1.0,1.06
BATCH_T_003,Singapore,1946-1987_taiwan_side_formation,newspaper_issue,primary,1.2,1.0,1.06,1.0,1.06
BATCH_T_004,Singapore,1946-1987_taiwan_side_formation,newspaper_issue,primary,1.2,1.0,1.06,1.0,1.06
BATCH_T_005,Singapore,1946-1987_taiwan_side_formation,newspaper_issue,primary,1.2,1.0,1.06,1.0,1.06
BATCH_T_006,Singapore,1946-1987_taiwan_side_formation,newspaper_issue,primary,1.2,1.0,1.06,1.0,1.06
BATCH_T_007,Singapore,1987-2015_cross_strait_diffusion,newspaper_issue,primary,1.2,1.0,1.06,1.0,1.06
BATCH_T_008,Singapore,1987-2015_cross_strait_diffusion,newspaper_issue,primary,1.2,1.0,1.06,1.0,1.06
BATCH_T_009,Singapore,1987-2015_cross_strait_diffusion,newspaper_issue,primary,1.2,1.0,1.06,1.0,1.06
BATCH_T_010,Singapore,1987-2015_cross_strait_diffusion,newspaper_issue,primary,1.2,1.0,1.06,1.0,1.06
BATCH_T_011,Singapore,1987-2015_cross_strait_diffusion,newspaper_issue,primary,1.2,1.0,1.06,1.0,1.06
BATCH_T_012,Taiwan-side,1987-2015_cross_strait_diffusion,newspaper_issue,primary,1.2,1.0,1.06,1.0,1.06
BATCH_T_013,Taiwan-side,1987-2015_cross_strait_diffusion,newspaper_issue,primary,1.2,1.0,1.06,1.0,1.06
BATCH_T_014,Taiwan-side,1987-2015_cross_strait_diffusion,newspaper_issue,primary,1.2,1.0,1.06,1.0,1.06
BATCH_T_015,Singapore,1987-2015_cross_strait_diffusion,newspaper_issue,primary,1.2,1.0,1.06,1.0,1.06
BATCH_T_016,Singapore,1987-2015_cross_strait_diffusion,newspaper_issue,primary,1.2,1.0,1.06,1.0,1.06
BATCH_T_017,Taiwan-side,1987-2015_cross_strait_diffusion,newspaper_issue,primary,1.2,1.0,1.06,1.0,1.06
BATCH_T_018,Singapore,2015-2025_internet_wanghong_capital,newspaper_issue,primary,1.2,1.0,1.06,1.0,1.06
BATCH_T_019,Singapore,1987-2015_cross_strait_diffusion,newspaper_issue,primary,1.2,1.0,1.06,1.0,1.06
BATCH_T_020,Singapore,2015-2025_internet_wanghong_capital,newspaper_issue,primary,1.2,1.0,1.06,1.0,1.06
BATCH_T_021,Taiwan-side,1987-2015_cross_strait_diffusion,official_tourism_file,tertiary,0.2,1.0,0.76,1.0,0.76
BATCH_T_022,Taiwan-side,1987-2015_cross_strait_diffusion,official_tourism_file,tertiary,0.2,1.0,0.76,1.0,0.76
BATCH_T_023,Taiwan-side,1987-2015_cross_strait_diffusion,official_tourism_file,tertiary,0.2,1.0,0.76,1.0,0.76
BATCH_T_024,Taiwan-side,1987-2015_cross_strait_diffusion,official_tourism_file,tertiary,0.2,1.0,0.76,1.0,0.76
BATCH_T_025,Taiwan-side,1987-2015_cross_strait_diffusion,official_tourism_file,tertiary,0.2,1.0,0.76,1.0,0.76
BATCH_T_026,Taiwan-side,1987-2015_cross_strait_diffusion,official_tourism_file,tertiary,0.2,1.0,0.76,1.0,0.76
BATCH_T_027,Taiwan-side,2015-2025_internet_wanghong_capital,official_tourism_route,tertiary,0.2,1.0,0.76,1.0,0.76
BATCH_T_028,Taiwan-side,2015-2025_internet_wanghong_capital,official_tourism_route,tertiary,0.2,1.0,0.76,1.0,0.76
BATCH_T_029,Taiwan-side,2015-2025_internet_wanghong_capital,official_tourism_route,tertiary,0.2,1.0,0.76,1.0,0.76
BATCH_T_030,Taiwan-side,2015-2025_internet_wanghong_capital,official_event_page,tertiary,0.2,1.0,0.76,1.0,0.76
BATCH_T_031,Taiwan-side,2015-2025_internet_wanghong_capital,official_event_page,tertiary,0.2,1.0,0.76,1.0,0.76
BATCH_T_032,Taiwan-side,2015-2025_internet_wanghong_capital,official_event_page,tertiary,0.2,1.0,0.76,1.0,0.76
BATCH_T_033,Taiwan-side,2015-2025_internet_wanghong_capital,news_feature,secondary,0.7,1.0,0.91,1.0,0.91
BATCH_T_034,Taiwan-side,2015-2025_internet_wanghong_capital,food_blog,tertiary,0.2,1.0,0.76,1.0,0.76
BATCH_T_035,Taiwan-side,2015-2025_internet_wanghong_capital,news_feature,secondary,0.7,1.0,0.91,1.0,0.91
BATCH_T_036,Taiwan-side,2015-2025_internet_wanghong_capital,official_event_page,tertiary,0.2,1.0,0.76,1.0,0.76
BATCH_T_037,Taiwan-side,2015-2025_internet_wanghong_capital,official_event_page,tertiary,0.2,1.0,0.76,1.0,0.76
BATCH_T_038,Taiwan-side,2015-2025_internet_wanghong_capital,official_event_page,tertiary,0.2,1.0,0.76,1.0,0.76
BATCH_T_039,Taiwan-side,2015-2025_internet_wanghong_capital,official_event_page,tertiary,0.2,1.0,0.76,1.0,0.76
BATCH_T_040,Taiwan-side,2015-2025_internet_wanghong_capital,official_event_page,tertiary,0.2,1.0,0.76,1.0,0.76
BATCH_T_041,Taiwan-side,1946-1987_taiwan_side_formation,public_food_profile,secondary,0.7,1.0,0.91,1.0,0.91
BATCH_T_042,Taiwan-side,1946-1987_taiwan_side_formation,public_food_profile,tertiary,0.2,1.0,0.76,1.0,0.76
BATCH_T_043,Taiwan-side,2015-2025_internet_wanghong_capital,official_event_page,tertiary,0.2,1.0,0.76,1.0,0.76
BATCH_T_044,Taiwan-side,2015-2025_internet_wanghong_capital,official_event_page,tertiary,0.2,1.0,0.76,1.0,0.76
BATCH_T_045,Taiwan-side,2015-2025_internet_wanghong_capital,official_event_page,tertiary,0.2,1.0,0.76,1.0,0.76
BATCH_T_046,Taiwan-side,1946-1987_taiwan_side_formation,public_food_profile,secondary,0.7,1.0,0.91,1.0,0.91
BATCH_T_047,Taiwan-side,1946-1987_taiwan_side_formation,public_food_profile,secondary,0.7,1.0,0.91,1.0,0.91
BATCH_T_048,Taiwan-side,2015-2025_internet_wanghong_capital,official_event_page,tertiary,0.2,1.0,0.76,1.0,0.76
BATCH_T_049,Taiwan-side,2015-2025_internet_wanghong_capital,official_event_page,tertiary,0.2,1.0,0.76,1.0,0.76
BATCH_T_050,Taiwan-side,2015-2025_internet_wanghong_capital,official_event_page,tertiary,0.2,1.0,0.76,1.0,0.76
BATCH_U_001,Singapore,1946-1987_taiwan_side_formation,newspaper_issue,primary,1.2,1.0,1.06,1.0,1.06
BATCH_U_002,Taiwan-side,1946-1987_taiwan_side_formation,official_tourism_profile,tertiary,0.2,1.0,0.76,1.0,0.76
BATCH_U_003,Taiwan-side,1946-1987_taiwan_side_formation,official_tourism_profile,tertiary,0.2,1.0,0.76,1.0,0.76
BATCH_U_004,Taiwan-side,1946-1987_taiwan_side_formation,official_tourism_profile,tertiary,0.2,1.0,0.76,1.0,0.76
BATCH_U_005,Taiwan-side,1946-1987_taiwan_side_formation,official_event_page,tertiary,0.2,1.0,0.76,1.0,0.76
BATCH_U_006,Taiwan-side,1946-1987_taiwan_side_formation,official_event_page,tertiary,0.2,1.0,0.76,1.0,0.76
BATCH_U_007,Taiwan-side,1946-1987_taiwan_side_formation,official_event_page,tertiary,0.2,1.0,0.76,1.0,0.76
BATCH_U_008,Taiwan-side,1940-1945_late_colonial_food_order,official_tourism_profile,tertiary,0.2,1.0,0.76,1.0,0.76
BATCH_U_009,Taiwan-side,1940-1945_late_colonial_food_order,official_event_page,tertiary,0.2,1.0,0.76,1.0,0.76
BATCH_U_010,Taiwan-side,1946-1987_taiwan_side_formation,travel_food_article,secondary,0.7,1.0,0.91,1.0,0.91
BATCH_U_011,Taiwan-side,1946-1987_taiwan_side_formation,media_food_feature,secondary,0.7,1.0,0.91,1.0,0.91
BATCH_U_012,Taiwan-side,1946-1987_taiwan_side_formation,media_food_card,secondary,0.7,1.0,0.91,1.0,0.91
BATCH_U_013,Taiwan-side,1946-1987_taiwan_side_formation,cultural_file,secondary,0.7,1.0,0.91,1.0,0.91
BATCH_U_014,Taiwan-side,1940-1945_late_colonial_food_order,cultural_file,secondary,0.7,1.0,0.91,1.0,0.91
BATCH_U_015,Taiwan-side,1946-1987_taiwan_side_formation,travel_food_article,secondary,0.7,1.0,0.91,1.0,0.91
BATCH_U_016,Taiwan-side,1946-1987_taiwan_side_formation,food_blog,tertiary,0.2,1.0,0.76,1.0,0.76
BATCH_U_017,Taiwan-side,1946-1987_taiwan_side_formation,food_blog,tertiary,0.2,1.0,0.76,1.0,0.76
BATCH_U_018,Taiwan-side,1946-1987_taiwan_side_formation,travel_food_article,secondary,0.7,1.0,0.91,1.0,0.91
BATCH_U_019,Taiwan-side,1946-1987_taiwan_side_formation,official_event_page,tertiary,0.2,1.0,0.76,1.0,0.76
BATCH_U_020,Taiwan-side,1946-1987_taiwan_side_formation,official_event_page,tertiary,0.2,1.0,0.76,1.0,0.76
BATCH_U_021,Taiwan-side,1946-1987_taiwan_side_formation,official_event_page,tertiary,0.2,1.0,0.76,1.0,0.76
BATCH_U_022,Taiwan-side,1946-1987_taiwan_side_formation,official_event_page,tertiary,0.2,1.0,0.76,1.0,0.76
BATCH_U_023,Taiwan-side,1946-1987_taiwan_side_formation,official_event_page,tertiary,0.2,1.0,0.76,1.0,0.76
BATCH_U_024,Taiwan-side,2015-2025_internet_wanghong_capital,official_event_page,tertiary,0.2,1.0,0.76,1.0,0.76
BATCH_U_025,Taiwan-side,2015-2025_internet_wanghong_capital,official_event_page,tertiary,0.2,1.0,0.76,1.0,0.76
BATCH_U_026,Taiwan-side,2015-2025_internet_wanghong_capital,official_event_page,tertiary,0.2,1.0,0.76,1.0,0.76
BATCH_U_027,Taiwan-side,1940-1945_late_colonial_food_order,official_event_page,tertiary,0.2,1.0,0.76,1.0,0.76
BATCH_U_028,Taiwan-side,1987-2015_cross_strait_diffusion,official_activity_page,tertiary,0.2,1.0,0.76,1.0,0.76
BATCH_U_029,Taiwan-side,1946-1987_taiwan_side_formation,official_activity_page,tertiary,0.2,1.0,0.76,1.0,0.76
BATCH_U_030,Taiwan-side,1946-1987_taiwan_side_formation,official_activity_page,tertiary,0.2,1.0,0.76,1.0,0.76
BATCH_U_031,Taiwan-side,2015-2025_internet_wanghong_capital,official_event_page,tertiary,0.2,1.0,0.76,1.0,0.76
BATCH_U_032,Taiwan-side,2015-2025_internet_wanghong_capital,official_event_page,tertiary,0.2,1.0,0.76,1.0,0.76
BATCH_U_033,Taiwan-side,1940-1945_late_colonial_food_order,official_event_page,tertiary,0.2,1.0,0.76,1.0,0.76
BATCH_U_034,Taiwan-side,2015-2025_internet_wanghong_capital,official_event_page,tertiary,0.2,1.0,0.76,1.0,0.76
BATCH_U_035,Taiwan-side,2015-2025_internet_wanghong_capital,official_event_page,tertiary,0.2,1.0,0.76,1.0,0.76
BATCH_U_036,Taiwan-side,2015-2025_internet_wanghong_capital,official_event_page,tertiary,0.2,1.0,0.76,1.0,0.76
BATCH_U_037,Taiwan-side,2015-2025_internet_wanghong_capital,official_event_page,tertiary,0.2,1.0,0.76,1.0,0.76
BATCH_U_038,Taiwan-side,2015-2025_internet_wanghong_capital,official_event_page,tertiary,0.2,1.0,0.76,1.0,0.76
BATCH_U_039,Taiwan-side,2015-2025_internet_wanghong_capital,official_event_page,tertiary,0.2,1.0,0.76,1.0,0.76
BATCH_U_040,Taiwan-side,2015-2025_internet_wanghong_capital,official_event_page,tertiary,0.2,1.0,0.76,1.0,0.76
BATCH_U_041,Taiwan-side,2015-2025_internet_wanghong_capital,official_event_page,tertiary,0.2,1.0,0.76,1.0,0.76
BATCH_U_042,Taiwan-side,2015-2025_internet_wanghong_capital,official_tourism_profile,tertiary,0.2,1.0,0.76,1.0,0.76
BATCH_U_043,Taiwan-side,2015-2025_internet_wanghong_capital,official_tourism_profile,tertiary,0.2,1.0,0.76,1.0,0.76
BATCH_U_044,Taiwan-side,1987-2015_cross_strait_diffusion,official_event_page,tertiary,0.2,1.0,0.76,1.0,0.76
BATCH_U_045,Taiwan-side,1987-2015_cross_strait_diffusion,official_event_page,tertiary,0.2,1.0,0.76,1.0,0.76
BATCH_U_046,Taiwan-side,1987-2015_cross_strait_diffusion,official_tourism_file,tertiary,0.2,1.0,0.76,1.0,0.76
BATCH_U_047,Taiwan-side,1987-2015_cross_strait_diffusion,official_tourism_file,tertiary,0.2,1.0,0.76,1.0,0.76
BATCH_U_048,Singapore,1987-2015_cross_strait_diffusion,newspaper_issue,primary,1.2,1.0,1.06,1.0,1.06
BATCH_U_049,Singapore,1987-2015_cross_strait_diffusion,newspaper_issue,primary,1.2,1.0,1.06,1.0,1.06
BATCH_U_050,Singapore,1987-2015_cross_strait_diffusion,newspaper_issue,primary,1.2,1.0,1.06,1.0,1.06
BATCH_V_001,Singapore,1946-1987_taiwan_side_formation,newspaper_issue,primary,1.2,1.0,1.06,1.0,1.06
BATCH_V_002,Singapore,1946-1987_taiwan_side_formation,newspaper_issue,primary,1.2,1.0,1.06,1.0,1.06
BATCH_V_003,Taiwan-side,1946-1987_taiwan_side_formation,official_event_page,tertiary,0.2,1.0,0.76,1.0,0.76
BATCH_V_004,Taiwan-side,1946-1987_taiwan_side_formation,official_event_page,tertiary,0.2,1.0,0.76,1.0,0.76
BATCH_V_005,Taiwan-side,1946-1987_taiwan_side_formation,official_event_page,tertiary,0.2,1.0,0.76,1.0,0.76
BATCH_V_006,Taiwan-side,1946-1987_taiwan_side_formation,official_event_page,tertiary,0.2,1.0,0.76,1.0,0.76
BATCH_V_007,Taiwan-side,1946-1987_taiwan_side_formation,official_event_page,tertiary,0.2,1.0,0.76,1.0,0.76
BATCH_V_008,Taiwan-side,1946-1987_taiwan_side_formation,restaurant_platform,secondary,0.7,1.0,0.91,1.0,0.91
BATCH_V_009,Taiwan-side,1946-1987_taiwan_side_formation,food_blog,tertiary,0.2,1.0,0.76,1.0,0.76
BATCH_V_010,Taiwan-side,1946-1987_taiwan_side_formation,food_blog,tertiary,0.2,1.0,0.76,1.0,0.76
BATCH_V_011,Taiwan-side,1946-1987_taiwan_side_formation,food_blog,tertiary,0.2,1.0,0.76,1.0,0.76
BATCH_V_012,Taiwan-side,1946-1987_taiwan_side_formation,food_blog,tertiary,0.2,1.0,0.76,1.0,0.76
BATCH_V_013,Taiwan-side,1946-1987_taiwan_side_formation,official_tourism_profile,tertiary,0.2,1.0,0.76,1.0,0.76
BATCH_V_014,Taiwan-side,1946-1987_taiwan_side_formation,food_article,secondary,0.7,1.0,0.91,1.0,0.91
BATCH_V_015,Taiwan-side,1946-1987_taiwan_side_formation,food_blog,tertiary,0.2,1.0,0.76,1.0,0.76
BATCH_V_016,Taiwan-side,1946-1987_taiwan_side_formation,food_blog,tertiary,0.2,1.0,0.76,1.0,0.76
BATCH_V_017,Taiwan-side,1946-1987_taiwan_side_formation,food_article,secondary,0.7,1.0,0.91,1.0,0.91
BATCH_V_018,Taiwan-side,2015-2025_internet_wanghong_capital,official_tourism_profile,tertiary,0.2,1.0,0.76,1.0,0.76
BATCH_V_019,Taiwan-side,2015-2025_internet_wanghong_capital,official_tourism_profile,tertiary,0.2,1.0,0.76,1.0,0.76
BATCH_V_020,Taiwan-side,2015-2025_internet_wanghong_capital,official_event_page,tertiary,0.2,1.0,0.76,1.0,0.76
BATCH_V_021,Taiwan-side,2015-2025_internet_wanghong_capital,official_event_page,tertiary,0.2,1.0,0.76,1.0,0.76
BATCH_V_022,Taiwan-side,2015-2025_internet_wanghong_capital,official_event_page,tertiary,0.2,1.0,0.76,1.0,0.76
BATCH_V_023,Taiwan-side,2015-2025_internet_wanghong_capital,official_event_page,tertiary,0.2,1.0,0.76,1.0,0.76
BATCH_V_024,Taiwan-side,2015-2025_internet_wanghong_capital,official_event_page,tertiary,0.2,1.0,0.76,1.0,0.76
BATCH_V_025,Taiwan-side,2015-2025_internet_wanghong_capital,official_event_page,tertiary,0.2,1.0,0.76,1.0,0.76
BATCH_V_026,Taiwan-side,2015-2025_internet_wanghong_capital,official_event_page,tertiary,0.2,1.0,0.76,1.0,0.76
BATCH_V_027,Taiwan-side,2015-2025_internet_wanghong_capital,official_event_page,tertiary,0.2,1.0,0.76,1.0,0.76
BATCH_V_028,Taiwan-side,2015-2025_internet_wanghong_capital,official_event_page,tertiary,0.2,1.0,0.76,1.0,0.76
BATCH_V_029,Taiwan-side,2015-2025_internet_wanghong_capital,official_event_page,tertiary,0.2,1.0,0.76,1.0,0.76
BATCH_V_030,Taiwan-side,2015-2025_internet_wanghong_capital,official_event_page,tertiary,0.2,1.0,0.76,1.0,0.76
BATCH_V_031,Taiwan-side,2015-2025_internet_wanghong_capital,official_event_page,tertiary,0.2,1.0,0.76,1.0,0.76
BATCH_V_032,Taiwan-side,2015-2025_internet_wanghong_capital,official_event_page,tertiary,0.2,1.0,0.76,1.0,0.76
