audit_priority,audit_reason,attestation_id,year,date,period,brand_or_category,city,province,corridor,source_type,source_name,source_url,attestation_type,text_for_scoring,confidence,notes,source_id,verification_level,region,original_text,dish_marker,taiwan_marker,ownership_category,capital_origin,source_url_or_archive_ref,dedupe_key,merged_from_attestation_ids,merged_row_count
90,low_confidence; single_record_brand,BATCH_Q_050,1980,1980-01-01,1946-1987_taiwan_side_formation,豐味肉羹,New Taipei,Taiwan,Taiwan-side,food_media_profile,吃遍台灣美食餐廳,https://restaurant.howkno.com/info/182070,media_old_shop_profile,1980 豐味肉羹 profile records Ruifang breakfast snack ecology with lu rou fan,low,Fifty-record top-up batch Q; source-artifact unit checked against existing source/date/brand keys; not marker-split. Directory-style source; retained as candidate.,SRC_BATCH_Q_050,candidate,Taiwan-side,Food directory page says 豐味肉羹 was founded in 1980 and menu context includes 滷肉飯,滷肉飯;肉羹,瑞芳小吃;台灣小吃,,,https://restaurant.howkno.com/info/182070,6d7935dda99fcd63,BATCH_Q_050,1
90,low_confidence; single_record_brand; highly_reused_source_artifact,BATCH_R_002,1962,1962-01-01,1946-1987_taiwan_side_formation,福生小食店,Tainan,Taiwan,Taiwan-side,municipal_profile,Tainan Tourism food festival file,https://www.twtainan.net/file/1792,source_artifact_profile,福生小食店擁有五十年的老經驗，主要販售肉燥飯、香菇肉飯、魚酥飯以及各式新鮮魚料理。,low,Fifty-record top-up batch R; generated from 60-candidate source-artifact pool; existing source/date/brand keys skipped; not marker-split.,SRC_BATCH_R_002,candidate,Taiwan-side,福生小食店擁有五十年的老經驗，主要販售肉燥飯、香菇肉飯、魚酥飯以及各式新鮮魚料理。,肉燥飯;魚酥飯,Taiwan,,,https://www.twtainan.net/file/1792,561514fef9cda458,BATCH_R_002,1
90,low_confidence; single_record_brand; highly_reused_source_artifact,BATCH_R_003,1963,1963-01-01,1946-1987_taiwan_side_formation,福生小食店 2013 food-festival profile,Tainan,Taiwan,Taiwan-side,municipal_profile,Tainan Tourism 2013 food festival,https://www.twtainan.net/zh-tw/Event/NewsDetail/2089,source_artifact_profile,福生小食店賣魚丸湯、肉燥飯、魚皮湯、虱目魚肚湯、肉燥米糕，做了五十年多。,low,Fifty-record top-up batch R; generated from 60-candidate source-artifact pool; existing source/date/brand keys skipped; not marker-split.,SRC_BATCH_R_003,candidate,Taiwan-side,福生小食店賣魚丸湯、肉燥飯、魚皮湯、虱目魚肚湯、肉燥米糕，做了五十年多。,肉燥飯;肉燥米糕,Taiwan,,,https://www.twtainan.net/zh-tw/Event/NewsDetail/2089,0fe08e06966604b1,BATCH_R_003,1
90,low_confidence; single_record_brand; highly_reused_source_artifact,BATCH_R_004,1963,1963-01-01,1946-1987_taiwan_side_formation,阿和肉燥飯,Tainan,Taiwan,Taiwan-side,municipal_profile,Tainan Tourism 2013 food festival,https://www.twtainan.net/zh-tw/Event/NewsDetail/2089,source_artifact_profile,阿和肉燥飯，台南市中西區府前路一段12號；老艾只要肉燥飯和虱目魚魚肚湯。,low,Fifty-record top-up batch R; generated from 60-candidate source-artifact pool; existing source/date/brand keys skipped; not marker-split.,SRC_BATCH_R_004,candidate,Taiwan-side,阿和肉燥飯，台南市中西區府前路一段12號；老艾只要肉燥飯和虱目魚魚肚湯。,肉燥飯,Taiwan,,,https://www.twtainan.net/zh-tw/Event/NewsDetail/2089,e53027d77faa482f,BATCH_R_004,1
90,low_confidence; single_record_brand,BATCH_R_005,1972,1972-01-01,1946-1987_taiwan_side_formation,泉成點心店,Tainan,Taiwan,Taiwan-side,municipal_profile,Tainan Tourism,https://www.twtainan.net/zh-tw/shop/consume/2059/,source_artifact_profile,50年老店，店裡包含麵食、肉燥飯、炸蝦卷、炸花枝、炸蝦丸、虱目魚丸、魚皮湯。,low,Fifty-record top-up batch R; generated from 60-candidate source-artifact pool; existing source/date/brand keys skipped; not marker-split.,SRC_BATCH_R_005,candidate,Taiwan-side,50年老店，店裡包含麵食、肉燥飯、炸蝦卷、炸花枝、炸蝦丸、虱目魚丸、魚皮湯。,肉燥飯,Taiwan,,,https://www.twtainan.net/zh-tw/shop/consume/2059/,2275cd9b6dcb5fb9,BATCH_R_005,1
90,low_confidence; single_record_brand,BATCH_R_006,1972,1972-01-01,1946-1987_taiwan_side_formation,江川肉燥飯 official tourism profile,Tainan,Taiwan,Taiwan-side,municipal_profile,Tainan Tourism,https://www.twtainan.net/zh-tw/shop/consume/1484/,source_artifact_profile,江川肉燥飯已經開業超過半世紀，目前還是維持著傳統飯桌方式經營。,low,Fifty-record top-up batch R; generated from 60-candidate source-artifact pool; existing source/date/brand keys skipped; not marker-split.,SRC_BATCH_R_006,candidate,Taiwan-side,江川肉燥飯已經開業超過半世紀，目前還是維持著傳統飯桌方式經營。,肉燥飯,Taiwan,,,https://www.twtainan.net/zh-tw/shop/consume/1484/,376a639520746860,BATCH_R_006,1
90,low_confidence; single_record_brand,BATCH_R_007,1952,1952-01-01,1946-1987_taiwan_side_formation,好口味豬血湯,Kaohsiung,Taiwan,Taiwan-side,public_web_profile,iFoodie / Kaohsiung food blogs,https://ifoodie.tw/restaurant/61ee7e32baf6d35bef8a042e-%E5%A5%BD%E5%8F%A3%E5%91%B3%E8%B1%AC%E8%A1%80%E6%B9%AF,source_artifact_profile,好口味豬血湯傳承70古早味，菜色包含豬血湯、炒米粉、炒麵、肉燥飯。,low,Fifty-record top-up batch R; generated from 60-candidate source-artifact pool; existing source/date/brand keys skipped; not marker-split.,SRC_BATCH_R_007,candidate,Taiwan-side,好口味豬血湯傳承70古早味，菜色包含豬血湯、炒米粉、炒麵、肉燥飯。,肉燥飯,Taiwan,,,https://ifoodie.tw/restaurant/61ee7e32baf6d35bef8a042e-%E5%A5%BD%E5%8F%A3%E5%91%B3%E8%B1%AC%E8%A1%80%E6%B9%AF,dc1a52530fe4cb6b,BATCH_R_007,1
90,low_confidence; single_record_brand,BATCH_R_008,1950,1950-01-01,1946-1987_taiwan_side_formation,七賢鴨肉飯,Kaohsiung,Taiwan,Taiwan-side,public_web_profile,Zanzan Kaohsiung duck-rice guide,https://zanzan.tw/archives/68703,source_artifact_profile,七賢鴨肉飯創立於1950年代，至今超過七十年，是許多老高雄人的記憶座標。,low,Fifty-record top-up batch R; generated from 60-candidate source-artifact pool; existing source/date/brand keys skipped; not marker-split.,SRC_BATCH_R_008,candidate,Taiwan-side,七賢鴨肉飯創立於1950年代，至今超過七十年，是許多老高雄人的記憶座標。,鴨肉飯,Taiwan,,,https://zanzan.tw/archives/68703,6d43b15816b2b495,BATCH_R_008,1
90,low_confidence; single_record_brand,BATCH_R_009,1980,1980-01-01,1946-1987_taiwan_side_formation,旗山足好肉燥飯,Kaohsiung,Taiwan,Taiwan-side,public_web_profile,Inmap Kaohsiung food map,https://inmap.tw/archives/28683,source_artifact_profile,旗山在地人常來光顧的老味道，招牌打的是肉燥飯，焢肉飯、肉羹湯、什錦菜湯也受歡迎。,low,Fifty-record top-up batch R; generated from 60-candidate source-artifact pool; existing source/date/brand keys skipped; not marker-split.,SRC_BATCH_R_009,candidate,Taiwan-side,旗山在地人常來光顧的老味道，招牌打的是肉燥飯，焢肉飯、肉羹湯、什錦菜湯也受歡迎。,肉燥飯,Taiwan,,,https://inmap.tw/archives/28683,9dccbbe7f953ca00,BATCH_R_009,1
90,low_confidence; single_record_brand,BATCH_R_012,2002,2002-01-01,2002-2013_taiwan_capital_gateway,阿英牛肉湯,Tainan,Taiwan,Taiwan-side,municipal_profile,Tainan Tourism,https://www.twtainan.net/zh-tw/shop/consume/6504/,source_artifact_profile,營業超過20年的老店，點大碗湯贈送牛肉肉燥飯，剁碎的牛肉滷汁淋上白飯。,low,Fifty-record top-up batch R; generated from 60-candidate source-artifact pool; existing source/date/brand keys skipped; not marker-split.,SRC_BATCH_R_012,candidate,Taiwan-side,營業超過20年的老店，點大碗湯贈送牛肉肉燥飯，剁碎的牛肉滷汁淋上白飯。,牛肉肉燥飯,Taiwan,,,https://www.twtainan.net/zh-tw/shop/consume/6504/,69984ca9df0ac680,BATCH_R_012,1
90,low_confidence; single_record_brand,BATCH_R_013,1963,1963-01-01,1946-1987_taiwan_side_formation,火城麵店,Tainan,Taiwan,Taiwan-side,municipal_profile,Tainan Tourism local-food route,https://www.twtainan.net/only-for-member/zh-tw/event/newsdetail/5560,source_artifact_profile,開業超過一甲子的火城麵店，鎮店之寶九母魚酥可搭配精心熬煮的湯頭。,low,Fifty-record top-up batch R; generated from 60-candidate source-artifact pool; existing source/date/brand keys skipped; not marker-split.,SRC_BATCH_R_013,candidate,Taiwan-side,開業超過一甲子的火城麵店，鎮店之寶九母魚酥可搭配精心熬煮的湯頭。,麵店;魚酥,Taiwan,,,https://www.twtainan.net/only-for-member/zh-tw/event/newsdetail/5560,82eadeb59d9e9981,BATCH_R_013,1
90,low_confidence; single_record_brand,BATCH_R_014,1973,1973-01-01,1946-1987_taiwan_side_formation,美月鴨肉飯,Tainan,Taiwan,Taiwan-side,municipal_profile,Tainan Tourism local-food route,https://www.twtainan.net/only-for-member/zh-tw/event/newsdetail/5560,source_artifact_profile,美月鴨肉飯以鴨肉飯、肉燥飯與鴨肉料理為主打，淋上獨家滷汁。,low,Fifty-record top-up batch R; generated from 60-candidate source-artifact pool; existing source/date/brand keys skipped; not marker-split.,SRC_BATCH_R_014,candidate,Taiwan-side,美月鴨肉飯以鴨肉飯、肉燥飯與鴨肉料理為主打，淋上獨家滷汁。,鴨肉飯;肉燥飯,Taiwan,,,https://www.twtainan.net/only-for-member/zh-tw/event/newsdetail/5560,e3d1fc84591cec75,BATCH_R_014,1
90,low_confidence; single_record_brand,BATCH_R_015,1973,1973-01-01,1946-1987_taiwan_side_formation,蘇媽媽碗粿肉粽,Tainan,Taiwan,Taiwan-side,municipal_profile,Tainan Tourism local-food route,https://www.twtainan.net/only-for-member/zh-tw/event/newsdetail/5560,source_artifact_profile,蘇媽媽碗粿肉粽傳承三代近五十年，肉粽裡有獨家滷肉。,low,Fifty-record top-up batch R; generated from 60-candidate source-artifact pool; existing source/date/brand keys skipped; not marker-split.,SRC_BATCH_R_015,candidate,Taiwan-side,蘇媽媽碗粿肉粽傳承三代近五十年，肉粽裡有獨家滷肉。,碗粿;肉粽;滷肉,Taiwan,,,https://www.twtainan.net/only-for-member/zh-tw/event/newsdetail/5560,954fc9384d0a4842,BATCH_R_015,1
90,low_confidence; single_record_brand,BATCH_R_016,1983,1983-01-01,1946-1987_taiwan_side_formation,林家肉燥飯,Tainan,Taiwan,Taiwan-side,municipal_profile,Tainan Tourism district route,https://www.twtainan.net/only-for-member/zh-tw/event/newsdetail/5976,source_artifact_profile,銅板價美食林家肉燥飯、在地經營60年的水河伯、近50年的國安街無名麵店等。,low,Fifty-record top-up batch R; generated from 60-candidate source-artifact pool; existing source/date/brand keys skipped; not marker-split.,SRC_BATCH_R_016,candidate,Taiwan-side,銅板價美食林家肉燥飯、在地經營60年的水河伯、近50年的國安街無名麵店等。,肉燥飯,Taiwan,,,https://www.twtainan.net/only-for-member/zh-tw/event/newsdetail/5976,52e6fa92c841f188,BATCH_R_016,1
90,low_confidence; single_record_brand,BATCH_R_017,1973,1973-01-01,1946-1987_taiwan_side_formation,阿蘭碗粿,Tainan,Taiwan,Taiwan-side,municipal_profile,Tainan Tourism district route,https://www.twtainan.net/only-for-member/zh-tw/event/newsdetail/5976,source_artifact_profile,麻豆區美食達人表示，50年超人氣名店阿蘭碗粿為麻豆必吃美食。,low,Fifty-record top-up batch R; generated from 60-candidate source-artifact pool; existing source/date/brand keys skipped; not marker-split.,SRC_BATCH_R_017,candidate,Taiwan-side,麻豆區美食達人表示，50年超人氣名店阿蘭碗粿為麻豆必吃美食。,碗粿,Taiwan,,,https://www.twtainan.net/only-for-member/zh-tw/event/newsdetail/5976,a27004ada3a20f51,BATCH_R_017,1
90,low_confidence; highly_reused_source_artifact,BATCH_R_023,1970,1970-01-01,1946-1987_taiwan_side_formation,55年老店豬血大腸湯,Kaohsiung,Taiwan,Taiwan-side,municipal_profile,Kaohsiung Travel old taste zone,https://khh.travel/zh-tw/event/news/4784/,source_artifact_profile,55年老店豬血大腸湯推薦美食：大腸豬血湯配肉燥飯。,low,Fifty-record top-up batch R; generated from 60-candidate source-artifact pool; existing source/date/brand keys skipped; not marker-split.,SRC_BATCH_R_023,candidate,Taiwan-side,55年老店豬血大腸湯推薦美食：大腸豬血湯配肉燥飯。,肉燥飯;豬血湯,Taiwan,,,https://khh.travel/zh-tw/event/news/4784/,b667152de5903c7c,BATCH_R_023,1
90,low_confidence; highly_reused_source_artifact,BATCH_R_024,1955,1955-01-01,1946-1987_taiwan_side_formation,黃家肉燥飯仁武店,Kaohsiung,Taiwan,Taiwan-side,municipal_profile,Kaohsiung Travel old taste zone,https://khh.travel/zh-tw/event/news/4784/,source_artifact_profile,黃家肉燥飯開業已經有70年，狀元肉燥飯每一塊肉都是純手工切製。,low,Fifty-record top-up batch R; generated from 60-candidate source-artifact pool; existing source/date/brand keys skipped; not marker-split.,SRC_BATCH_R_024,candidate,Taiwan-side,黃家肉燥飯開業已經有70年，狀元肉燥飯每一塊肉都是純手工切製。,肉燥飯,Taiwan,,,https://khh.travel/zh-tw/event/news/4784/,dc9d232b75ae1193,BATCH_R_024,1
90,low_confidence; rare_year; single_record_brand,BATCH_R_029,1938,1938-01-01,1940-1945_late_colonial_food_order,福泰飯桌 official route profile,Tainan,Taiwan,Taiwan-side,municipal_profile,Tainan Tourism TripTaiwan route,https://www.twtainan.net/zh-tw/tours/columns/detail/3577/,source_artifact_profile,福泰飯桌仔一條魚一碗肉燥飯；達也80年歷史的福泰飯桌仔供應肉燥飯、魚湯與小菜。,low,Fifty-record top-up batch R; generated from 60-candidate source-artifact pool; existing source/date/brand keys skipped; not marker-split.,SRC_BATCH_R_029,candidate,Taiwan-side,福泰飯桌仔一條魚一碗肉燥飯；達也80年歷史的福泰飯桌仔供應肉燥飯、魚湯與小菜。,肉燥飯,Taiwan,,,https://www.twtainan.net/zh-tw/tours/columns/detail/3577/,c297491ca10e4a23,BATCH_R_029,1
90,low_confidence; single_record_brand; highly_reused_source_artifact,BATCH_S_048,2023,2023-08-25,2021-2025_internet_wanghong_capital,阿燕姨冰枝店 山上區活動,Tainan,Taiwan,Taiwan-side,municipal_profile,Tainan Tourism,https://www.twtainan.net/zh-tw/event/newsdetail/5928/,source_artifact_profile,台南旅遊網稱阿燕姨冰枝店開業超過70年，以在地水果製成傳統冰棒。,low,Fifty-record top-up batch S; 200-row harvesting round checkpoint 1/4; source/date/brand key screened; not marker-split.,SRC_BATCH_S_048,candidate,Taiwan-side,台南旅遊網稱阿燕姨冰枝店開業超過70年，以在地水果製成傳統冰棒。,冰棒,Taiwan,,,https://www.twtainan.net/zh-tw/event/newsdetail/5928/,fc641f9e4a874b39,BATCH_S_048,1
90,low_confidence; single_record_brand,BATCH_T_034,2025,2025-05-01,2015-2025_internet_wanghong_capital,麻豆菜粽素燥飯 roundup,Tainan,Taiwan,Taiwan-side,food_blog,Tainan Food Eat,https://tainanfoodeat.blogspot.com/2025/05/tainan-ricedumpling.html,food_blog_profile,Blog roundup mentions Madou rice dumpling and vegetarian minced-sauce rice context.,low,Secondary blog source and current relative food roundup; candidate only. Fifty-record top-up batch T; 200-row harvesting round checkpoint 2/4; source/date/brand key screened; not marker-split.,SRC_BATCH_T_034,candidate,Taiwan,Blog roundup mentions Madou rice dumpling and vegetarian minced-sauce rice context.,菜粽;素燥飯,台南;臺灣,unknown,,https://tainanfoodeat.blogspot.com/2025/05/tainan-ricedumpling.html,f1e6041c75768038,BATCH_T_034,1
90,low_confidence; single_record_brand,BATCH_T_046,1950,1950-01-01,1946-1987_taiwan_side_formation,七賢鴨肉飯 secondary guide,Kaohsiung,Taiwan,Taiwan-side,public_food_profile,Foodie Teller,https://foodieteller.com/qixian-duck-rice-kaohsiung/,food_history_profile,Secondary guide presents Qixian duck rice as an older Kaohsiung local food memory.,low,Secondary guide and relative history; candidate only. Fifty-record top-up batch T; 200-row harvesting round checkpoint 2/4; source/date/brand key screened; not marker-split.,SRC_BATCH_T_046,candidate,Taiwan,Secondary guide presents Qixian duck rice as an older Kaohsiung local food memory.,鴨肉飯;飯,高雄;臺灣,unknown,,https://foodieteller.com/qixian-duck-rice-kaohsiung/,0434f75ce7ba7864,BATCH_T_046,1
90,low_confidence; single_record_brand,BATCH_T_047,1980,1980-01-01,1946-1987_taiwan_side_formation,旗山足好肉燥飯 secondary guide,Kaohsiung,Taiwan,Taiwan-side,public_food_profile,Nigi33,https://nigi33.tw/qishan-zuhao/,food_history_profile,Secondary guide presents Qishan Zuhao minced-pork rice in local food memory.,low,Secondary guide and relative history; candidate only. Fifty-record top-up batch T; 200-row harvesting round checkpoint 2/4; source/date/brand key screened; not marker-split.,SRC_BATCH_T_047,candidate,Taiwan,Secondary guide presents Qishan Zuhao minced-pork rice in local food memory.,肉燥飯;飯,高雄;臺灣,unknown,,https://nigi33.tw/qishan-zuhao/,ea8c557227490166,BATCH_T_047,1
90,low_confidence; single_record_brand,BATCH_U_015,1954,1954-01-01,1946-1987_taiwan_side_formation,金溫州餛飩大王 travel article,Kaohsiung,Taiwan,Taiwan-side,travel_food_article,BringYou,https://www.bring-you.info/zh-tw/kaohsiung-gourmet-13,food_history_article,Travel article states Jin Wenzhou Wonton King was founded in ROC year 43 in Kaohsiung Yancheng.,low,Travel-blog source with exact year; weak source so candidate. Fifty-record top-up batch U; 200-row harvesting round checkpoint 3/4; source/date/brand key screened; not marker-split.,SRC_BATCH_U_015,candidate,Taiwan,Travel article states Jin Wenzhou Wonton King was founded in ROC year 43 in Kaohsiung Yancheng.,餛飩湯;小吃,高雄;臺灣,unknown,,https://www.bring-you.info/zh-tw/kaohsiung-gourmet-13,9fb98e3ae5134184,BATCH_U_015,1
90,low_confidence; single_record_brand,BATCH_U_016,1954,1954-01-01,1946-1987_taiwan_side_formation,菜市仔嬤汾陽餛飩店 blog article,Kaohsiung,Taiwan,Taiwan-side,food_blog,Bigmouth Blog,https://bigmouthblog.tw/blog/post/45895502,food_history_article,Food blog states Fenyang wonton was founded in ROC year 43 and is now third generation.,low,Blog source with exact year; weak source so candidate. Fifty-record top-up batch U; 200-row harvesting round checkpoint 3/4; source/date/brand key screened; not marker-split.,SRC_BATCH_U_016,candidate,Taiwan,Food blog states Fenyang wonton was founded in ROC year 43 and is now third generation.,餛飩;湯圓,高雄;臺灣,unknown,,https://bigmouthblog.tw/blog/post/45895502,99274862aecbbffb,BATCH_U_016,1
