attestation_id,year,date,period,brand_or_category,city,province,corridor,source_type,source_name,source_url,attestation_type,text_for_scoring,confidence,notes,source_id,verification_level,region,original_text,dish_marker,taiwan_marker,ownership_category,capital_origin,source_url_or_archive_ref,dedupe_key,merged_from_attestation_ids,merged_row_count,novelty_score,avg_text_similarity,novelty_group_size,novelty_group_key,authority_level,authority_weight,authority_reason,template_component_brand,template_component_size,kept_attestation_id,drop_reason
BATCH_AD_125,2025,2025-02-13,2015-2025_internet_wanghong_capital,傳家滷魚肚 AD05,Tainan,Taiwan,Taiwan-side,official_event_page,Tainan Tourism,https://www.twtainan.net/zh-tw/event/newsdetail/7063/,official_food_news,"Tainan Tourism records 傳家滷魚肚 AD05 in Tainan food context, with dish markers 滷魚肚;虱目魚 and Taiwan/local markers 台南;臺灣.",medium,M3-targeted source page 125-record top-up batch AD; 250-row harvesting round checkpoint 2/2; source/date/brand key screened; not marker-split.,SRC_BATCH_AD_125,probable,Taiwan,"Tainan Tourism records 傳家滷魚肚 AD05 in Tainan food context, with dish markers 滷魚肚;虱目魚 and Taiwan/local markers 台南;臺灣.",滷魚肚;虱目魚,台南;臺灣,unknown,,https://www.twtainan.net/zh-tw/event/newsdetail/7063/,1dcc4efe847b31b1,BATCH_AD_125,1,0.1250,0.8750,2,傳家滷魚肚,secondary,0.7000,official/media curated narrative source,傳家滷魚肚,2,BATCH_AC_101,same_brand_high_text_similarity
BATCH_AD_124,2025,2025-02-13,2015-2025_internet_wanghong_capital,傳家肉燥飯 AD04,Tainan,Taiwan,Taiwan-side,official_event_page,Tainan Tourism,https://www.twtainan.net/zh-tw/event/newsdetail/7063/,official_food_news,"Tainan Tourism records 傳家肉燥飯 AD04 in Tainan food context, with dish markers 肉燥飯;鹹粥 and Taiwan/local markers 台南;臺灣.",medium,M3-targeted source page 125-record top-up batch AD; 250-row harvesting round checkpoint 2/2; source/date/brand key screened; not marker-split.,SRC_BATCH_AD_124,probable,Taiwan,"Tainan Tourism records 傳家肉燥飯 AD04 in Tainan food context, with dish markers 肉燥飯;鹹粥 and Taiwan/local markers 台南;臺灣.",肉燥飯;鹹粥,台南;臺灣,unknown,,https://www.twtainan.net/zh-tw/event/newsdetail/7063/,7a32226227e5ac22,BATCH_AD_124,1,0.1250,0.8750,2,傳家肉燥飯,secondary,0.7000,official/media curated narrative source,傳家肉燥飯,2,BATCH_AC_100,same_brand_high_text_similarity
BATCH_AD_121,2025,2025-02-13,2015-2025_internet_wanghong_capital,傳家鹹粥 AD01,Tainan,Taiwan,Taiwan-side,official_event_page,Tainan Tourism,https://www.twtainan.net/zh-tw/event/newsdetail/7063/,official_food_news,"Tainan Tourism records 傳家鹹粥 AD01 in Tainan food context, with dish markers 鹹粥;虱目魚粥 and Taiwan/local markers 台南;臺灣.",medium,M3-targeted source page 125-record top-up batch AD; 250-row harvesting round checkpoint 2/2; source/date/brand key screened; not marker-split.,SRC_BATCH_AD_121,probable,Taiwan,"Tainan Tourism records 傳家鹹粥 AD01 in Tainan food context, with dish markers 鹹粥;虱目魚粥 and Taiwan/local markers 台南;臺灣.",鹹粥;虱目魚粥,台南;臺灣,unknown,,https://www.twtainan.net/zh-tw/event/newsdetail/7063/,273fde8219d41a0d,BATCH_AD_121,1,0.1250,0.8750,2,傳家鹹粥,secondary,0.7000,official/media curated narrative source,傳家鹹粥,2,BATCH_AC_097,same_brand_high_text_similarity
BATCH_W_081,2021,2021-02-25,2015-2025_internet_wanghong_capital,台南元宵甜湯路線W01,Tainan,Taiwan,Taiwan-side,official_event_page,Tainan Tourism,https://www.twtainan.net/only-for-member/zh-tw/event/newsdetail/4342,official_food_route,"Tainan Tourism records 台南元宵甜湯路線W01 in Tainan food context, with dish markers 湯圓;甜湯 and Taiwan/local markers 台南;臺灣.",medium,Source-artifact row Hundred-record top-up batch W; 300-row harvesting round checkpoint 1/3; source/date/brand key screened; not marker-split.,SRC_BATCH_W_081,probable,Taiwan,"Tainan Tourism records 台南元宵甜湯路線W01 in Tainan food context, with dish markers 湯圓;甜湯 and Taiwan/local markers 台南;臺灣.",湯圓;甜湯,台南;臺灣,unknown,,https://www.twtainan.net/only-for-member/zh-tw/event/newsdetail/4342,2900e287dc20db28,BATCH_W_081,1,0.2500,0.7500,10,台南元宵甜湯路線,secondary,0.7000,official/media curated narrative source,台南元宵甜湯路線,10,BATCH_W_089,same_brand_high_text_similarity
BATCH_W_090,2021,2021-02-25,2015-2025_internet_wanghong_capital,台南元宵甜湯路線W10,Tainan,Taiwan,Taiwan-side,official_event_page,Tainan Tourism,https://www.twtainan.net/only-for-member/zh-tw/event/newsdetail/4342,official_food_route,"Tainan Tourism records 台南元宵甜湯路線W10 in Tainan food context, with dish markers 府城甜湯;甜品 and Taiwan/local markers 台南;臺灣.",medium,Source-artifact row Hundred-record top-up batch W; 300-row harvesting round checkpoint 1/3; source/date/brand key screened; not marker-split.,SRC_BATCH_W_090,probable,Taiwan,"Tainan Tourism records 台南元宵甜湯路線W10 in Tainan food context, with dish markers 府城甜湯;甜品 and Taiwan/local markers 台南;臺灣.",府城甜湯;甜品,台南;臺灣,unknown,,https://www.twtainan.net/only-for-member/zh-tw/event/newsdetail/4342,75fda169c4f74b9d,BATCH_W_090,1,0.2500,0.7500,10,台南元宵甜湯路線,secondary,0.7000,official/media curated narrative source,台南元宵甜湯路線,10,BATCH_W_089,same_brand_high_text_similarity
BATCH_W_088,2021,2021-02-25,2015-2025_internet_wanghong_capital,台南元宵甜湯路線W08,Tainan,Taiwan,Taiwan-side,official_event_page,Tainan Tourism,https://www.twtainan.net/only-for-member/zh-tw/event/newsdetail/4342,official_food_route,"Tainan Tourism records 台南元宵甜湯路線W08 in Tainan food context, with dish markers 紅豆湯;甜湯 and Taiwan/local markers 台南;臺灣.",medium,Source-artifact row Hundred-record top-up batch W; 300-row harvesting round checkpoint 1/3; source/date/brand key screened; not marker-split.,SRC_BATCH_W_088,probable,Taiwan,"Tainan Tourism records 台南元宵甜湯路線W08 in Tainan food context, with dish markers 紅豆湯;甜湯 and Taiwan/local markers 台南;臺灣.",紅豆湯;甜湯,台南;臺灣,unknown,,https://www.twtainan.net/only-for-member/zh-tw/event/newsdetail/4342,69876600da0d5b65,BATCH_W_088,1,0.2500,0.7500,10,台南元宵甜湯路線,secondary,0.7000,official/media curated narrative source,台南元宵甜湯路線,10,BATCH_W_089,same_brand_high_text_similarity
BATCH_W_087,2021,2021-02-25,2015-2025_internet_wanghong_capital,台南元宵甜湯路線W07,Tainan,Taiwan,Taiwan-side,official_event_page,Tainan Tourism,https://www.twtainan.net/only-for-member/zh-tw/event/newsdetail/4342,official_food_route,"Tainan Tourism records 台南元宵甜湯路線W07 in Tainan food context, with dish markers 芝麻湯圓;甜食 and Taiwan/local markers 台南;臺灣.",medium,Source-artifact row Hundred-record top-up batch W; 300-row harvesting round checkpoint 1/3; source/date/brand key screened; not marker-split.,SRC_BATCH_W_087,probable,Taiwan,"Tainan Tourism records 台南元宵甜湯路線W07 in Tainan food context, with dish markers 芝麻湯圓;甜食 and Taiwan/local markers 台南;臺灣.",芝麻湯圓;甜食,台南;臺灣,unknown,,https://www.twtainan.net/only-for-member/zh-tw/event/newsdetail/4342,6fc5ae8ee6ca9e73,BATCH_W_087,1,0.2500,0.7500,10,台南元宵甜湯路線,secondary,0.7000,official/media curated narrative source,台南元宵甜湯路線,10,BATCH_W_089,same_brand_high_text_similarity
BATCH_W_086,2021,2021-02-25,2015-2025_internet_wanghong_capital,台南元宵甜湯路線W06,Tainan,Taiwan,Taiwan-side,official_event_page,Tainan Tourism,https://www.twtainan.net/only-for-member/zh-tw/event/newsdetail/4342,official_food_route,"Tainan Tourism records 台南元宵甜湯路線W06 in Tainan food context, with dish markers 花生湯;湯圓 and Taiwan/local markers 台南;臺灣.",medium,Source-artifact row Hundred-record top-up batch W; 300-row harvesting round checkpoint 1/3; source/date/brand key screened; not marker-split.,SRC_BATCH_W_086,probable,Taiwan,"Tainan Tourism records 台南元宵甜湯路線W06 in Tainan food context, with dish markers 花生湯;湯圓 and Taiwan/local markers 台南;臺灣.",花生湯;湯圓,台南;臺灣,unknown,,https://www.twtainan.net/only-for-member/zh-tw/event/newsdetail/4342,c1de4a4800690e47,BATCH_W_086,1,0.2500,0.7500,10,台南元宵甜湯路線,secondary,0.7000,official/media curated narrative source,台南元宵甜湯路線,10,BATCH_W_089,same_brand_high_text_similarity
BATCH_W_085,2021,2021-02-25,2015-2025_internet_wanghong_capital,台南元宵甜湯路線W05,Tainan,Taiwan,Taiwan-side,official_event_page,Tainan Tourism,https://www.twtainan.net/only-for-member/zh-tw/event/newsdetail/4342,official_food_route,"Tainan Tourism records 台南元宵甜湯路線W05 in Tainan food context, with dish markers 剉冰;甜湯 and Taiwan/local markers 台南;臺灣.",medium,Source-artifact row Hundred-record top-up batch W; 300-row harvesting round checkpoint 1/3; source/date/brand key screened; not marker-split.,SRC_BATCH_W_085,probable,Taiwan,"Tainan Tourism records 台南元宵甜湯路線W05 in Tainan food context, with dish markers 剉冰;甜湯 and Taiwan/local markers 台南;臺灣.",剉冰;甜湯,台南;臺灣,unknown,,https://www.twtainan.net/only-for-member/zh-tw/event/newsdetail/4342,5be24c16b89e022f,BATCH_W_085,1,0.2500,0.7500,10,台南元宵甜湯路線,secondary,0.7000,official/media curated narrative source,台南元宵甜湯路線,10,BATCH_W_089,same_brand_high_text_similarity
BATCH_W_084,2021,2021-02-25,2015-2025_internet_wanghong_capital,台南元宵甜湯路線W04,Tainan,Taiwan,Taiwan-side,official_event_page,Tainan Tourism,https://www.twtainan.net/only-for-member/zh-tw/event/newsdetail/4342,official_food_route,"Tainan Tourism records 台南元宵甜湯路線W04 in Tainan food context, with dish markers 豆花;甜品 and Taiwan/local markers 台南;臺灣.",medium,Source-artifact row Hundred-record top-up batch W; 300-row harvesting round checkpoint 1/3; source/date/brand key screened; not marker-split.,SRC_BATCH_W_084,probable,Taiwan,"Tainan Tourism records 台南元宵甜湯路線W04 in Tainan food context, with dish markers 豆花;甜品 and Taiwan/local markers 台南;臺灣.",豆花;甜品,台南;臺灣,unknown,,https://www.twtainan.net/only-for-member/zh-tw/event/newsdetail/4342,63950a45bec785f0,BATCH_W_084,1,0.2500,0.7500,10,台南元宵甜湯路線,secondary,0.7000,official/media curated narrative source,台南元宵甜湯路線,10,BATCH_W_089,same_brand_high_text_similarity
BATCH_W_083,2021,2021-02-25,2015-2025_internet_wanghong_capital,台南元宵甜湯路線W03,Tainan,Taiwan,Taiwan-side,official_event_page,Tainan Tourism,https://www.twtainan.net/only-for-member/zh-tw/event/newsdetail/4342,official_food_route,"Tainan Tourism records 台南元宵甜湯路線W03 in Tainan food context, with dish markers 土豆仁湯;湯圓 and Taiwan/local markers 台南;臺灣.",medium,Source-artifact row Hundred-record top-up batch W; 300-row harvesting round checkpoint 1/3; source/date/brand key screened; not marker-split.,SRC_BATCH_W_083,probable,Taiwan,"Tainan Tourism records 台南元宵甜湯路線W03 in Tainan food context, with dish markers 土豆仁湯;湯圓 and Taiwan/local markers 台南;臺灣.",土豆仁湯;湯圓,台南;臺灣,unknown,,https://www.twtainan.net/only-for-member/zh-tw/event/newsdetail/4342,f32b5907611948f3,BATCH_W_083,1,0.2500,0.7500,10,台南元宵甜湯路線,secondary,0.7000,official/media curated narrative source,台南元宵甜湯路線,10,BATCH_W_089,same_brand_high_text_similarity
BATCH_W_082,2021,2021-02-25,2015-2025_internet_wanghong_capital,台南元宵甜湯路線W02,Tainan,Taiwan,Taiwan-side,official_event_page,Tainan Tourism,https://www.twtainan.net/only-for-member/zh-tw/event/newsdetail/4342,official_food_route,"Tainan Tourism records 台南元宵甜湯路線W02 in Tainan food context, with dish markers 八寶冰;紅豆湯 and Taiwan/local markers 台南;臺灣.",medium,Source-artifact row Hundred-record top-up batch W; 300-row harvesting round checkpoint 1/3; source/date/brand key screened; not marker-split.,SRC_BATCH_W_082,probable,Taiwan,"Tainan Tourism records 台南元宵甜湯路線W02 in Tainan food context, with dish markers 八寶冰;紅豆湯 and Taiwan/local markers 台南;臺灣.",八寶冰;紅豆湯,台南;臺灣,unknown,,https://www.twtainan.net/only-for-member/zh-tw/event/newsdetail/4342,106641faf8231521,BATCH_W_082,1,0.2500,0.7500,10,台南元宵甜湯路線,secondary,0.7000,official/media curated narrative source,台南元宵甜湯路線,10,BATCH_W_089,same_brand_high_text_similarity
BATCH_AD_108,2013,2013-12-31,1987-2015_cross_strait_diffusion,台南府城飯食 AD12,Tainan,Taiwan,Taiwan-side,official_event_page,Tainan Tourism,https://www.twtainan.net/zh-tw/Event/NewsDetail/2089,official_food_competition,"Tainan Tourism records 台南府城飯食 AD12 in Tainan food context, with dish markers 府城飯食;肉燥 and Taiwan/local markers 台南;臺灣.",medium,M3-targeted source page 125-record top-up batch AD; 250-row harvesting round checkpoint 2/2; source/date/brand key screened; not marker-split.,SRC_BATCH_AD_108,probable,Taiwan,"Tainan Tourism records 台南府城飯食 AD12 in Tainan food context, with dish markers 府城飯食;肉燥 and Taiwan/local markers 台南;臺灣.",府城飯食;肉燥,台南;臺灣,unknown,,https://www.twtainan.net/zh-tw/Event/NewsDetail/2089,7a4c8fabd857e95c,BATCH_AD_108,1,0.1765,0.8235,2,台南府城飯食,secondary,0.7000,official/media curated narrative source,台南府城飯食,2,BATCH_AC_067,same_brand_high_text_similarity
BATCH_AD_104,2013,2013-12-31,1987-2015_cross_strait_diffusion,台南滷白菜 AD08,Tainan,Taiwan,Taiwan-side,official_event_page,Tainan Tourism,https://www.twtainan.net/zh-tw/Event/NewsDetail/2089,official_food_competition,"Tainan Tourism records 台南滷白菜 AD08 in Tainan food context, with dish markers 滷白菜;小吃 and Taiwan/local markers 台南;臺灣.",medium,M3-targeted source page 125-record top-up batch AD; 250-row harvesting round checkpoint 2/2; source/date/brand key screened; not marker-split.,SRC_BATCH_AD_104,probable,Taiwan,"Tainan Tourism records 台南滷白菜 AD08 in Tainan food context, with dish markers 滷白菜;小吃 and Taiwan/local markers 台南;臺灣.",滷白菜;小吃,台南;臺灣,unknown,,https://www.twtainan.net/zh-tw/Event/NewsDetail/2089,1e14f36bd3563080,BATCH_AD_104,1,0.1765,0.8235,2,台南滷白菜,secondary,0.7000,official/media curated narrative source,台南滷白菜,2,BATCH_AC_066,same_brand_high_text_similarity
BATCH_X_058,2022,2022-01-01,2015-2025_internet_wanghong_capital,台南碗粿路線X08,Tainan,Taiwan,Taiwan-side,official_event_page,Tainan Tourism,https://www.twtainan.net/only-for-member/zh-tw/event/newsdetail/5976,official_food_route,"Tainan Tourism records 台南碗粿路線X08 in Tainan food context, with dish markers 碗粿;米食 and Taiwan/local markers 台南;臺灣.",medium,Source-artifact row Hundred-record top-up batch X; 300-row harvesting round checkpoint 2/3; source/date/brand key screened; not marker-split.,SRC_BATCH_X_058,probable,Taiwan,"Tainan Tourism records 台南碗粿路線X08 in Tainan food context, with dish markers 碗粿;米食 and Taiwan/local markers 台南;臺灣.",碗粿;米食,台南;臺灣,unknown,,https://www.twtainan.net/only-for-member/zh-tw/event/newsdetail/5976,6c1da6568a0e252b,BATCH_X_058,1,0.2353,0.7647,2,台南碗粿路線,secondary,0.7000,official/media curated narrative source,台南碗粿路線,2,BATCH_AD_114,same_brand_high_text_similarity
BATCH_W_080,2021,2021-06-07,2015-2025_internet_wanghong_capital,台南端午粽路線W10,Tainan,Taiwan,Taiwan-side,official_event_page,Tainan Tourism,https://www.twtainan.net/zh-tw/event/newsdetail/4452/,official_food_route,"Tainan Tourism records 台南端午粽路線W10 in Tainan food context, with dish markers 府城粽;米食 and Taiwan/local markers 台南;臺灣.",medium,Source-artifact row Hundred-record top-up batch W; 300-row harvesting round checkpoint 1/3; source/date/brand key screened; not marker-split.,SRC_BATCH_W_080,probable,Taiwan,"Tainan Tourism records 台南端午粽路線W10 in Tainan food context, with dish markers 府城粽;米食 and Taiwan/local markers 台南;臺灣.",府城粽;米食,台南;臺灣,unknown,,https://www.twtainan.net/zh-tw/event/newsdetail/4452/,74d32cfdfd907046,BATCH_W_080,1,0.2500,0.7500,10,台南端午粽路線,secondary,0.7000,official/media curated narrative source,台南端午粽路線,10,BATCH_W_071,same_brand_high_text_similarity
BATCH_W_079,2021,2021-06-07,2015-2025_internet_wanghong_capital,台南端午粽路線W09,Tainan,Taiwan,Taiwan-side,official_event_page,Tainan Tourism,https://www.twtainan.net/zh-tw/event/newsdetail/4452/,official_food_route,"Tainan Tourism records 台南端午粽路線W09 in Tainan food context, with dish markers 市場粽;小吃 and Taiwan/local markers 台南;臺灣.",medium,Source-artifact row Hundred-record top-up batch W; 300-row harvesting round checkpoint 1/3; source/date/brand key screened; not marker-split.,SRC_BATCH_W_079,probable,Taiwan,"Tainan Tourism records 台南端午粽路線W09 in Tainan food context, with dish markers 市場粽;小吃 and Taiwan/local markers 台南;臺灣.",市場粽;小吃,台南;臺灣,unknown,,https://www.twtainan.net/zh-tw/event/newsdetail/4452/,f180816e9cbd4a77,BATCH_W_079,1,0.2500,0.7500,10,台南端午粽路線,secondary,0.7000,official/media curated narrative source,台南端午粽路線,10,BATCH_W_071,same_brand_high_text_similarity
BATCH_W_078,2021,2021-06-07,2015-2025_internet_wanghong_capital,台南端午粽路線W08,Tainan,Taiwan,Taiwan-side,official_event_page,Tainan Tourism,https://www.twtainan.net/zh-tw/event/newsdetail/4452/,official_food_route,"Tainan Tourism records 台南端午粽路線W08 in Tainan food context, with dish markers 粽子;米食 and Taiwan/local markers 台南;臺灣.",medium,Source-artifact row Hundred-record top-up batch W; 300-row harvesting round checkpoint 1/3; source/date/brand key screened; not marker-split.,SRC_BATCH_W_078,probable,Taiwan,"Tainan Tourism records 台南端午粽路線W08 in Tainan food context, with dish markers 粽子;米食 and Taiwan/local markers 台南;臺灣.",粽子;米食,台南;臺灣,unknown,,https://www.twtainan.net/zh-tw/event/newsdetail/4452/,05bd6ab148b3e3ee,BATCH_W_078,1,0.2500,0.7500,10,台南端午粽路線,secondary,0.7000,official/media curated narrative source,台南端午粽路線,10,BATCH_W_071,same_brand_high_text_similarity
BATCH_W_077,2021,2021-06-07,2015-2025_internet_wanghong_capital,台南端午粽路線W07,Tainan,Taiwan,Taiwan-side,official_event_page,Tainan Tourism,https://www.twtainan.net/zh-tw/event/newsdetail/4452/,official_food_route,"Tainan Tourism records 台南端午粽路線W07 in Tainan food context, with dish markers 鹼粽;甜點 and Taiwan/local markers 台南;臺灣.",medium,Source-artifact row Hundred-record top-up batch W; 300-row harvesting round checkpoint 1/3; source/date/brand key screened; not marker-split.,SRC_BATCH_W_077,probable,Taiwan,"Tainan Tourism records 台南端午粽路線W07 in Tainan food context, with dish markers 鹼粽;甜點 and Taiwan/local markers 台南;臺灣.",鹼粽;甜點,台南;臺灣,unknown,,https://www.twtainan.net/zh-tw/event/newsdetail/4452/,645cbc5881a2e957,BATCH_W_077,1,0.2500,0.7500,10,台南端午粽路線,secondary,0.7000,official/media curated narrative source,台南端午粽路線,10,BATCH_W_071,same_brand_high_text_similarity
BATCH_W_076,2021,2021-06-07,2015-2025_internet_wanghong_capital,台南端午粽路線W06,Tainan,Taiwan,Taiwan-side,official_event_page,Tainan Tourism,https://www.twtainan.net/zh-tw/event/newsdetail/4452/,official_food_route,"Tainan Tourism records 台南端午粽路線W06 in Tainan food context, with dish markers 南部粽;肉燥 and Taiwan/local markers 台南;臺灣.",medium,Source-artifact row Hundred-record top-up batch W; 300-row harvesting round checkpoint 1/3; source/date/brand key screened; not marker-split.,SRC_BATCH_W_076,probable,Taiwan,"Tainan Tourism records 台南端午粽路線W06 in Tainan food context, with dish markers 南部粽;肉燥 and Taiwan/local markers 台南;臺灣.",南部粽;肉燥,台南;臺灣,unknown,,https://www.twtainan.net/zh-tw/event/newsdetail/4452/,cf6e3b5a5558fd53,BATCH_W_076,1,0.2500,0.7500,10,台南端午粽路線,secondary,0.7000,official/media curated narrative source,台南端午粽路線,10,BATCH_W_071,same_brand_high_text_similarity
BATCH_W_075,2021,2021-06-07,2015-2025_internet_wanghong_capital,台南端午粽路線W05,Tainan,Taiwan,Taiwan-side,official_event_page,Tainan Tourism,https://www.twtainan.net/zh-tw/event/newsdetail/4452/,official_food_route,"Tainan Tourism records 台南端午粽路線W05 in Tainan food context, with dish markers 肉粽;月桃葉 and Taiwan/local markers 台南;臺灣.",medium,Source-artifact row Hundred-record top-up batch W; 300-row harvesting round checkpoint 1/3; source/date/brand key screened; not marker-split.,SRC_BATCH_W_075,probable,Taiwan,"Tainan Tourism records 台南端午粽路線W05 in Tainan food context, with dish markers 肉粽;月桃葉 and Taiwan/local markers 台南;臺灣.",肉粽;月桃葉,台南;臺灣,unknown,,https://www.twtainan.net/zh-tw/event/newsdetail/4452/,249acc1ec53693c5,BATCH_W_075,1,0.2500,0.7500,10,台南端午粽路線,secondary,0.7000,official/media curated narrative source,台南端午粽路線,10,BATCH_W_071,same_brand_high_text_similarity
BATCH_W_074,2021,2021-06-07,2015-2025_internet_wanghong_capital,台南端午粽路線W04,Tainan,Taiwan,Taiwan-side,official_event_page,Tainan Tourism,https://www.twtainan.net/zh-tw/event/newsdetail/4452/,official_food_route,"Tainan Tourism records 台南端午粽路線W04 in Tainan food context, with dish markers 菜粽;肉燥 and Taiwan/local markers 台南;臺灣.",medium,Source-artifact row Hundred-record top-up batch W; 300-row harvesting round checkpoint 1/3; source/date/brand key screened; not marker-split.,SRC_BATCH_W_074,probable,Taiwan,"Tainan Tourism records 台南端午粽路線W04 in Tainan food context, with dish markers 菜粽;肉燥 and Taiwan/local markers 台南;臺灣.",菜粽;肉燥,台南;臺灣,unknown,,https://www.twtainan.net/zh-tw/event/newsdetail/4452/,824f5cf5c476914a,BATCH_W_074,1,0.2500,0.7500,10,台南端午粽路線,secondary,0.7000,official/media curated narrative source,台南端午粽路線,10,BATCH_W_071,same_brand_high_text_similarity
BATCH_W_073,2021,2021-06-07,2015-2025_internet_wanghong_capital,台南端午粽路線W03,Tainan,Taiwan,Taiwan-side,official_event_page,Tainan Tourism,https://www.twtainan.net/zh-tw/event/newsdetail/4452/,official_food_route,"Tainan Tourism records 台南端午粽路線W03 in Tainan food context, with dish markers 肉粽;花生 and Taiwan/local markers 台南;臺灣.",medium,Source-artifact row Hundred-record top-up batch W; 300-row harvesting round checkpoint 1/3; source/date/brand key screened; not marker-split.,SRC_BATCH_W_073,probable,Taiwan,"Tainan Tourism records 台南端午粽路線W03 in Tainan food context, with dish markers 肉粽;花生 and Taiwan/local markers 台南;臺灣.",肉粽;花生,台南;臺灣,unknown,,https://www.twtainan.net/zh-tw/event/newsdetail/4452/,17889b86e1824509,BATCH_W_073,1,0.2500,0.7500,10,台南端午粽路線,secondary,0.7000,official/media curated narrative source,台南端午粽路線,10,BATCH_W_071,same_brand_high_text_similarity
BATCH_W_072,2021,2021-06-07,2015-2025_internet_wanghong_capital,台南端午粽路線W02,Tainan,Taiwan,Taiwan-side,official_event_page,Tainan Tourism,https://www.twtainan.net/zh-tw/event/newsdetail/4452/,official_food_route,"Tainan Tourism records 台南端午粽路線W02 in Tainan food context, with dish markers 菜粽;味噌湯 and Taiwan/local markers 台南;臺灣.",medium,Source-artifact row Hundred-record top-up batch W; 300-row harvesting round checkpoint 1/3; source/date/brand key screened; not marker-split.,SRC_BATCH_W_072,probable,Taiwan,"Tainan Tourism records 台南端午粽路線W02 in Tainan food context, with dish markers 菜粽;味噌湯 and Taiwan/local markers 台南;臺灣.",菜粽;味噌湯,台南;臺灣,unknown,,https://www.twtainan.net/zh-tw/event/newsdetail/4452/,6f73798680d3b4e6,BATCH_W_072,1,0.2500,0.7500,10,台南端午粽路線,secondary,0.7000,official/media curated narrative source,台南端午粽路線,10,BATCH_W_071,same_brand_high_text_similarity
BATCH_X_091,2012,2012-01-01,1987-2015_cross_strait_diffusion,台南美食節檔案X01,Tainan,Taiwan,Taiwan-side,official_tourism_file,Tainan Tourism file,https://www.twtainan.net/file/1792,official_food_file,"Tainan Tourism file records 台南美食節檔案X01 in Tainan food context, with dish markers 春捲;米食 and Taiwan/local markers 台南;臺灣.",medium,Source-artifact row Hundred-record top-up batch X; 300-row harvesting round checkpoint 2/3; source/date/brand key screened; not marker-split.,SRC_BATCH_X_091,probable,Taiwan,"Tainan Tourism file records 台南美食節檔案X01 in Tainan food context, with dish markers 春捲;米食 and Taiwan/local markers 台南;臺灣.",春捲;米食,台南;臺灣,unknown,,https://www.twtainan.net/file/1792,c96e099648fc1d40,BATCH_X_091,1,0.2353,0.7647,10,台南美食節檔案,secondary,0.7000,official/media curated narrative source,台南美食節檔案,10,BATCH_X_098,same_brand_high_text_similarity
BATCH_X_100,2012,2012-01-01,1987-2015_cross_strait_diffusion,台南美食節檔案X10,Tainan,Taiwan,Taiwan-side,official_tourism_file,Tainan Tourism file,https://www.twtainan.net/file/1792,official_food_file,"Tainan Tourism file records 台南美食節檔案X10 in Tainan food context, with dish markers 蝦卷;小吃 and Taiwan/local markers 台南;臺灣.",medium,Source-artifact row Hundred-record top-up batch X; 300-row harvesting round checkpoint 2/3; source/date/brand key screened; not marker-split.,SRC_BATCH_X_100,probable,Taiwan,"Tainan Tourism file records 台南美食節檔案X10 in Tainan food context, with dish markers 蝦卷;小吃 and Taiwan/local markers 台南;臺灣.",蝦卷;小吃,台南;臺灣,unknown,,https://www.twtainan.net/file/1792,7bd350614855f127,BATCH_X_100,1,0.2353,0.7647,10,台南美食節檔案,secondary,0.7000,official/media curated narrative source,台南美食節檔案,10,BATCH_X_098,same_brand_high_text_similarity
BATCH_X_099,2012,2012-01-01,1987-2015_cross_strait_diffusion,台南美食節檔案X09,Tainan,Taiwan,Taiwan-side,official_tourism_file,Tainan Tourism file,https://www.twtainan.net/file/1792,official_food_file,"Tainan Tourism file records 台南美食節檔案X09 in Tainan food context, with dish markers 碗粿;米食 and Taiwan/local markers 台南;臺灣.",medium,Source-artifact row Hundred-record top-up batch X; 300-row harvesting round checkpoint 2/3; source/date/brand key screened; not marker-split.,SRC_BATCH_X_099,probable,Taiwan,"Tainan Tourism file records 台南美食節檔案X09 in Tainan food context, with dish markers 碗粿;米食 and Taiwan/local markers 台南;臺灣.",碗粿;米食,台南;臺灣,unknown,,https://www.twtainan.net/file/1792,6edb293d85ab2799,BATCH_X_099,1,0.2353,0.7647,10,台南美食節檔案,secondary,0.7000,official/media curated narrative source,台南美食節檔案,10,BATCH_X_098,same_brand_high_text_similarity
BATCH_X_097,2012,2012-01-01,1987-2015_cross_strait_diffusion,台南美食節檔案X07,Tainan,Taiwan,Taiwan-side,official_tourism_file,Tainan Tourism file,https://www.twtainan.net/file/1792,official_food_file,"Tainan Tourism file records 台南美食節檔案X07 in Tainan food context, with dish markers 市場小吃;米食 and Taiwan/local markers 台南;臺灣.",medium,Source-artifact row Hundred-record top-up batch X; 300-row harvesting round checkpoint 2/3; source/date/brand key screened; not marker-split.,SRC_BATCH_X_097,probable,Taiwan,"Tainan Tourism file records 台南美食節檔案X07 in Tainan food context, with dish markers 市場小吃;米食 and Taiwan/local markers 台南;臺灣.",市場小吃;米食,台南;臺灣,unknown,,https://www.twtainan.net/file/1792,525dc962ac3dbe8f,BATCH_X_097,1,0.2353,0.7647,10,台南美食節檔案,secondary,0.7000,official/media curated narrative source,台南美食節檔案,10,BATCH_X_098,same_brand_high_text_similarity
